93.8639041832 26.9668124237 15.7602
93.9894181505 26.773519211 16.2439
94.1121885423 26.5837050005 17.6489
94.2437737099 26.3794440244 18.5947
94.3634062794 26.1930032967 20.4601
94.4941035547 25.9885210184 22.3275
94.6152166709 25.79829103 25.115
94.7382076588 25.6043816412 29.7462
94.863056682 25.4067918867 36.6819
94.9807121183 25.2198956956 44.9989
95.1070088729 25.0185277473 55.1609
95.2328856347 24.817063477 66.7054
95.3516232491 24.6263259908 81.9352
95.4744471034 24.4283117094 100.392
95.6013133401 24.2230212278 123.457
95.7211101152 24.0284639464 148.826
93.1963788755 26.3846910048 14.6775
93.3457053735 26.2215457097 14.6416
93.5062793638 26.0454274395 15.0616
93.6663669306 25.8691371016 15.0229
93.8201993692 25.699071936 16.8205
93.9735838911 25.5288556884 17.7007
94.1352041314 25.3488026119 21.331
94.2992250717 25.16534442 25.878
94.4484362009 24.9978126827 30.8873
94.6115494766 24.813977092 38.6454
94.759952232 24.6460914336 47.7831
94.9165084469 24.4683329719 60.1297
95.0783266449 24.2839009465 76.6034
95.2312462092 24.1089594303 97.6663
95.3865821658 23.9306065177 120.563
95.5302790977 23.7650378264 146.216
92.6566103807 25.776070237 15.7602
92.8509171766 25.6373386317 16.2439
93.041179992 25.5009315462 17.6489
93.245324265 25.3539533168 18.5947
93.4311210905 25.2196281331 20.4601
93.6343131176 25.0721199694 22.3275
93.8227993472 24.9347211976 25.115
94.0143972819 24.79449593 29.7462
94.209082418 24.6514353052 36.6819
94.3927257241 24.5159569958 44.9989
94.5900441936 24.3698156474 55.1609
94.7868970524 24.2234267618 66.7054
94.9727574649 24.0846699637 81.9352
95.1651876509 23.9404540128 100.392
95.3641339686 23.790762372 123.457
95.5521625254 23.6487328689 148.826
92.1304998141 24.6156030294 12.9151
92.3579053947 24.530624615 14.2989
92.576597207 24.4484717636 15.2214
92.8117922251 24.3596482505 16.1439
93.0340829861 24.2752494405 17.5277
93.2686349004 24.1857226907 19.8339
93.4986775357 24.0974458131 23.0627
93.7367504784 24.0055961125 26.7528
93.9536428891 23.921483144 32.7491
94.1660895416 23.8386925243 40.1292
94.4032086327 23.7458176937 49.3542
94.627535209 23.6574978913 58.1181
94.8598502584 23.5655663214 71.0332
95.0876994514 23.4749410449 87.1771
95.3152356185 23.3839850132 105.166
95.5300729821 23.2976879197 127.768
92.8582934915 23.4435804376 20.6801
93.0919033829 23.3985352034 22.0588
93.3561748593 23.3471219877 26.6544
93.5982431395 23.299603875 32.1691
93.8225514601 23.2552098445 38.1434
94.0598910628 23.2078574382 45.9559
94.3014523564 23.1592623724 53.7684
94.538450416 23.1111928513 62.9596
94.7708939451 23.0636696298 75.3676
95.0075540974 23.0149003596 92.8309
95.2527980064 22.9639535737 113.051
95.4934818827 22.9135498112 135.57
92.3043899271 22.8810800735 17.3449
92.5535188683 22.8484526803 17.8537
92.7846955584 22.8178155157 21.1267
93.0424296621 22.7832492732 24.4047
93.2733676813 22.7519101277 28.6001
93.5130535417 22.719017417 34.181
93.7614652932 22.6845334106 41.6086
94.0053164291 22.6502926889 49.0354
94.2357551552 22.6175804421 55.9983
94.4704819313 22.583905054 64.8071
94.7183296196 22.5479590967 76.386
94.9704244648 22.510988236 90.7332
95.2178787607 22.4742969448 109.692
95.4430620264 22.440562733 130.492
92.2208498269 21.9897126435 16.448
92.4678612056 21.9696648571 18.1425
92.714827395 21.9492456083 21.9087
92.9650782906 21.9281722319 27.4011
93.2019129093 21.9078740271 32.5499
93.4353712631 21.8875277545 39.771
93.6820796293 21.8656627147 45.9544
93.9253970298 21.8437318988 53.5194
94.1719988966 21.8211339464 63.5012
94.4085345342 21.7991074823 73.4843
94.6550232104 21.7757886177 86.9191
94.8881394005 21.7533916343 101.737
95.1311897193 21.7296850176 118.971
