138.3696,34.2502
138.2393,34.4898
138.1089,34.7295
137.9786,34.9692
137.8483,35.2089
137.718,35.4485
137.585,35.6871
137.438,35.9197
137.291,36.1523
137.144,36.3849
136.997,36.6175
136.8499,36.8501
136.7029,37.0827
136.5559,37.3153
136.4089,37.5479
136.6007,37.6995
136.8684,37.833
137.136,37.9664
137.4037,38.0998
137.6714,38.2332
137.9391,38.3667
138.2068,38.5001
138.4744,38.6335
138.7421,38.7669
138.89,38.553
139.0304,38.3175
139.1709,38.0819
139.3113,37.8464
139.4518,37.6109
139.5922,37.3754
139.7327,37.1399
139.8731,36.9044
140.0136,36.6688
140.154,36.4333
140.2944,36.1978
140.4346,35.9623
140.2336,35.7615
140.0325,35.5606
139.8315,35.3598
139.6305,35.159
