lat,lon,depth,unc,etype,mag,time,Paz,Ppl,Taz,Tpl,S1,D1,R1,S2,D2,R2,mlon,mlat,mdep,ID,src
10.859,-62.516,99.000,15.000,EQ,3.400,2000-11-10 10:01:27.630,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105431,92217
11.008,-62.540,3.000,15.000,EQ,3.200,2000-03-05 10:24:10.530,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105479,92217
11.146,-62.060,52.000,15.000,EQ,3.500,2000-04-16 18:58:33.260,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105480,92217
11.001,-61.913,64.000,15.000,EQ,3.700,2000-10-18 14:08:20.460,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105506,92217
10.921,-62.466,87.000,15.000,EQ,3.200,2006-08-05 20:46:07.690,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107478,92217
11.226,-61.915,83.700,15.000,EQ,4.300,1999-03-21 12:03:37.060,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104799,92217
11.110,-62.352,113.100,15.000,EQ,4.300,2000-05-01 06:37:38.050,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105482,92217
11.014,-62.511,110.000,15.000,EQ,3.300,1994-04-23 21:28:48.960,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104273,92217
11.248,-62.169,3.000,15.000,EQ,3.100,2000-05-22 19:19:28.810,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105484,92217
11.064,-61.996,114.000,15.000,EQ,3.100,2000-03-06 14:28:12.040,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105501,92217
11.144,-62.062,100.900,15.000,EQ,3.000,2000-07-26 02:47:41.880,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105486,92217
10.123,-63.529,31.900,15.000,EQ,3.400,1993-12-10 01:27:57.230,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104121,92217
11.292,-62.175,99.700,15.000,EQ,3.200,2000-07-27 18:08:17.720,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105487,92217
11.008,-62.160,74.000,15.000,EQ,4.700,2000-08-06 08:22:58.340,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105488,92217
11.018,-62.152,83.000,15.000,EQ,3.000,2000-08-06 17:34:11.660,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105489,92217
11.105,-62.492,122.400,15.000,EQ,4.600,2000-09-21 05:38:17.690,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105490,92217
11.202,-62.221,123.800,15.000,EQ,3.600,1999-06-17 02:28:54.140,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104762,92217
11.084,-62.339,91.000,15.000,EQ,3.500,2000-10-04 15:55:59.880,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105491,92217
11.001,-62.080,86.000,15.000,EQ,3.200,2000-11-22 20:53:01.870,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105492,92217
11.076,-62.027,80.000,15.000,EQ,3.000,1994-06-25 15:59:30.920,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104275,92217
11.329,-62.141,89.000,15.000,EQ,3.100,2000-11-27 19:48:52.130,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105493,92217
11.308,-62.211,137.000,15.000,EQ,3.400,2001-01-17 08:32:44.520,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105494,92217
11.288,-62.109,108.000,15.000,EQ,3.300,2007-05-11 00:30:48.030,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107831,92217
11.040,-62.018,54.000,15.000,EQ,3.100,2001-03-11 20:12:36.390,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105496,92217
10.985,-62.114,28.000,15.000,EQ,3.100,2006-08-14 21:44:29.400,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107481,92217
11.289,-62.053,31.000,15.000,EQ,3.000,2001-04-25 04:10:27.330,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105497,92217
11.066,-62.349,129.600,15.000,EQ,4.400,2003-07-03 08:45:35.270,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105499,92217
11.144,-61.833,19.000,15.000,EQ,3.000,2000-08-14 12:24:12.190,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105504,92217
11.360,-62.567,119.500,15.000,EQ,3.800,2003-12-14 00:31:49.120,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105500,92217
10.859,-64.932,30.700,15.000,EQ,4.000,1996-05-30 11:19:32.070,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104622,92217
10.518,-64.521,38.200,15.000,EQ,4.700,1998-02-16 15:02:07.230,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104623,92217
10.698,-63.424,23.600,15.000,EQ,4.300,1997-07-30 14:06:38.080,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104624,92217
10.692,-63.922,5.000,15.000,EQ,4.000,1997-08-28 14:12:24.400,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104625,92217
10.641,-63.682,38.600,15.000,EQ,4.600,1999-01-15 20:29:42.070,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104626,92217
10.108,-63.918,5.000,15.000,EQ,4.300,1999-11-13 00:43:42.660,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104627,92217
10.937,-62.177,90.000,15.000,EQ,3.000,1995-01-09 05:34:41.860,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104628,92217
10.856,-62.188,80.000,15.000,EQ,3.000,1995-01-14 04:22:51.820,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104629,92217
10.472,-62.260,5.000,15.000,EQ,4.000,1995-01-31 21:16:59.670,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104630,92217
10.874,-62.032,60.000,15.000,EQ,3.300,1995-02-28 21:49:29.220,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104631,92217
10.655,-62.065,77.900,15.000,EQ,3.600,1995-04-03 07:57:01.410,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104632,92217
10.344,-62.425,41.600,15.000,EQ,4.000,1995-05-07 06:41:23.350,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104633,92217
10.874,-62.302,80.000,15.000,EQ,3.200,1995-07-12 05:28:21.260,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104634,92217
10.989,-62.088,60.000,15.000,EQ,3.000,1995-08-27 02:29:08.600,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104635,92217
10.981,-62.091,80.000,15.000,EQ,3.000,1995-09-24 10:00:56.140,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104636,92217
10.816,-62.440,148.400,15.000,EQ,3.400,1995-10-04 00:43:48.750,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104637,92217
10.918,-62.330,87.400,15.000,EQ,4.500,1995-11-06 20:47:06.680,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104638,92217
10.773,-62.475,103.000,15.000,EQ,4.000,1995-12-31 20:22:51.090,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104639,92217
10.856,-62.038,60.000,15.000,EQ,3.300,1996-01-24 08:36:26.560,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104640,92217
10.672,-62.509,96.600,15.000,EQ,4.000,1996-02-01 00:58:59.200,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104641,92217
10.646,-62.606,72.200,15.000,EQ,4.700,1996-03-24 03:19:35.970,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104642,92217
10.526,-62.866,16.900,15.000,EQ,4.600,1996-05-19 03:25:37.060,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104643,92217
10.920,-62.320,99.600,15.000,EQ,4.200,1996-08-18 22:55:26.390,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104644,92217
10.664,-62.560,95.800,15.000,EQ,4.000,1996-09-14 21:17:28.610,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104645,92217
10.874,-62.489,84.000,15.000,EQ,4.000,1996-11-10 19:18:18.970,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104646,92217
10.325,-62.499,5.000,15.000,EQ,3.400,1997-01-20 00:07:45.660,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104647,92217
10.215,-62.417,5.000,15.000,EQ,4.400,1997-04-07 23:25:28.170,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104648,92217
10.440,-62.243,5.000,15.000,EQ,3.200,1997-05-04 14:22:30.660,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104650,92217
10.646,-62.650,89.000,15.000,EQ,4.100,1997-05-06 19:26:58.710,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104651,92217
10.863,-62.560,85.500,15.000,EQ,4.300,1997-06-15 05:05:45.260,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104652,92217
10.460,-62.876,47.800,15.000,EQ,4.700,1997-11-15 02:34:34.840,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104653,92217
10.937,-62.260,70.000,15.000,EQ,3.000,1997-12-03 22:33:31.470,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104654,92217
10.906,-62.146,70.000,15.000,EQ,3.100,1997-12-11 13:32:02.880,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104655,92217
10.881,-62.549,118.800,15.000,EQ,4.000,1997-12-20 12:54:25.290,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104656,92217
10.953,-62.194,64.000,15.000,EQ,3.000,1998-01-13 03:20:53.570,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104658,92217
10.850,-62.258,77.000,15.000,EQ,3.400,1998-01-15 00:49:42.640,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104659,92217
10.742,-62.497,29.000,15.000,EQ,3.900,1998-01-18 02:41:59.640,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104660,92217
10.544,-62.277,4.000,15.000,EQ,3.400,1998-06-09 09:55:39.490,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104661,92217
10.736,-62.591,81.200,15.000,EQ,3.400,1998-06-12 01:55:27.180,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104662,92217
10.639,-62.388,95.000,15.000,EQ,3.700,1998-06-14 07:18:39.250,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104663,92217
10.719,-62.635,105.500,15.000,EQ,3.900,1998-06-16 18:53:20.270,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104664,92217
11.337,-61.819,54.000,15.000,EQ,3.300,2000-10-27 20:12:36.260,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105508,92217
10.874,-62.001,84.000,15.000,EQ,3.300,1998-08-04 12:01:08.540,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104666,92217
10.468,-62.118,7.500,15.000,EQ,3.900,1998-08-17 00:54:18.570,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104667,92217
10.671,-62.315,81.000,15.000,EQ,3.000,1998-09-30 02:24:23.010,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104668,92217
10.848,-62.465,59.000,15.000,EQ,3.700,1998-10-17 18:04:53.100,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104669,92217
10.817,-62.346,62.000,15.000,EQ,3.300,1998-10-23 08:14:13.180,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104670,92217
10.332,-62.162,14.000,15.000,EQ,3.200,1998-11-07 03:46:08.120,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104671,92217
10.474,-62.416,55.000,15.000,EQ,3.600,1998-11-19 05:40:35.280,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104672,92217
10.853,-62.423,27.000,15.000,EQ,3.200,1998-11-20 01:49:30.620,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104673,92217
10.547,-62.589,87.000,15.000,EQ,3.500,1998-11-24 14:36:21.500,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104674,92217
10.657,-62.403,90.000,15.000,EQ,3.600,1998-11-29 11:17:21.180,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104675,92217
10.991,-62.232,99.000,15.000,EQ,3.400,1998-11-30 18:49:01.770,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104676,92217
10.625,-62.473,74.000,15.000,EQ,3.200,1998-12-15 21:15:39.470,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104677,92217
10.973,-62.294,124.000,15.000,EQ,3.800,1998-12-16 18:51:57.850,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104678,92217
10.488,-62.121,3.000,15.000,EQ,3.200,1999-01-20 19:24:27.290,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104679,92217
10.948,-62.224,49.000,15.000,EQ,3.100,1999-01-27 19:07:38.150,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104680,92217
10.511,-62.706,81.400,15.000,EQ,3.900,1999-02-01 02:52:30.910,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104681,92217
10.858,-62.547,77.300,15.000,EQ,3.900,1999-03-04 23:45:41.980,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104682,92217
10.943,-62.090,88.000,15.000,EQ,3.000,1999-03-23 07:45:55.290,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104683,92217
10.798,-62.688,12.000,15.000,EQ,3.100,1999-03-30 05:15:57.880,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104684,92217
