lat,lon,depth,unc,etype,mag,time,Paz,Ppl,Taz,Tpl,S1,D1,R1,S2,D2,R2,ID,src
3.490,127.936,103.000,15.000,EQ,5.600,2007-06-13 17:27:42.440,272.343,18.348,44.143,63.547,167.420,65.765,69.778,29.325,31.167,127.519,100359,05-18-17
3.598,127.841,76.050,15.000,EQ,4.400,2016-08-05 17:58:09.020,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104025,05-18-17
3.559,127.982,140.000,15.000,EQ,5.600,2010-05-07 07:39:29.820,77.371,1.222,340.753,79.513,156.906,44.734,75.118,357.415,47.140,104.276,100430,05-18-17
3.207,127.943,88.620,15.000,EQ,4.000,2016-06-22 19:54:34.610,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104022,05-18-17
3.861,127.853,140.270,15.000,EQ,4.300,2016-07-11 22:56:11.130,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104023,05-18-17
3.618,127.777,84.960,15.000,EQ,4.500,2016-07-22 04:02:03.360,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104024,05-18-17
3.849,127.863,108.100,15.000,EQ,5.200,2010-11-27 20:48:37.390,59.833,23.318,151.769,4.480,103.528,77.017,339.883,198.232,70.419,-166.205,100441,05-18-17
3.353,127.939,81.750,15.000,EQ,4.600,2017-01-05 01:31:42.610,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104026,05-18-17
3.264,128.308,113.690,15.000,EQ,4.400,2016-04-05 05:52:18.170,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104030,05-18-17
3.405,128.279,79.290,15.000,EQ,4.100,2016-04-12 20:28:01.580,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104032,05-18-17
3.311,127.760,98.000,15.000,EQ,5.500,1978-04-13 05:18:37.100,142.897,34.792,256.955,30.401,292.090,40.421,184.037,199.015,87.384,-49.649,100024,05-18-17
3.213,128.099,115.000,15.000,EQ,5.400,1979-08-19 16:00:12.600,248.388,12.481,347.455,35.451,122.327,75.090,35.630,21.878,55.741,161.861,100036,05-18-17
3.333,128.128,154.900,15.000,EQ,5.600,1981-02-14 07:31:33.690,274.318,23.149,94.314,66.851,184.317,68.149,89.998,4.321,21.851,90.004,100049,05-18-17
3.740,127.935,101.400,15.000,EQ,4.600,2000-04-17 15:28:52.780,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100570,05-18-17
3.978,127.984,116.800,15.000,EQ,4.500,2000-04-19 13:36:25.230,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100571,05-18-17
3.978,127.870,106.100,15.000,EQ,4.600,2000-08-18 03:06:35.200,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100572,05-18-17
3.683,127.949,106.300,15.000,EQ,4.700,2008-04-26 12:18:24.430,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100573,05-18-17
3.872,127.994,110.100,15.000,EQ,4.500,2008-07-09 18:24:51.680,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100574,05-18-17
3.742,127.979,101.200,15.000,EQ,4.500,2010-05-15 19:25:16.510,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100575,05-18-17
3.766,127.974,117.400,15.000,EQ,4.500,2010-12-30 14:22:40.910,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100576,05-18-17
3.794,127.958,127.570,15.000,EQ,4.700,2013-08-22 19:00:30.170,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100578,05-18-17
3.260,127.878,83.140,15.000,EQ,4.100,2014-02-13 17:19:34.230,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100580,05-18-17
3.531,127.948,99.220,15.000,EQ,4.400,2014-06-17 13:31:51.020,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100581,05-18-17
3.980,127.872,112.110,15.000,EQ,4.400,2014-06-22 16:24:27.390,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100582,05-18-17
3.654,127.944,163.010,15.000,EQ,4.500,2014-07-01 15:57:34.160,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100583,05-18-17
3.538,127.878,184.360,15.000,EQ,4.100,2015-03-26 22:29:27.050,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100584,05-18-17
3.251,127.857,86.560,15.000,EQ,4.200,2015-08-16 20:05:49.140,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100585,05-18-17
3.853,128.089,82.700,15.000,EQ,4.800,2000-04-17 18:13:11.520,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100586,05-18-17
3.872,128.171,117.300,15.000,EQ,4.100,2000-04-19 14:20:14.560,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100589,05-18-17
3.960,128.147,91.500,15.000,EQ,4.600,2000-04-19 18:26:49.350,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100590,05-18-17
3.317,128.109,93.700,15.000,EQ,4.800,2000-07-19 14:02:33.290,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100592,05-18-17
3.234,128.102,118.200,15.000,EQ,4.700,2001-04-02 10:48:56.600,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100593,05-18-17
3.222,128.015,150.100,15.000,EQ,4.600,2002-11-03 10:03:03.690,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100594,05-18-17
3.430,128.372,200.000,15.000,EQ,4.700,2003-09-30 05:14:07.970,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100595,05-18-17
3.188,128.314,95.000,15.000,EQ,4.100,2004-11-19 03:29:46.890,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100598,05-18-17
3.579,128.067,92.200,15.000,EQ,4.400,2005-09-09 18:01:44.420,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100600,05-18-17
3.887,128.383,98.900,15.000,EQ,4.500,2007-02-07 03:36:02.030,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100601,05-18-17
3.189,128.355,119.500,15.000,EQ,4.000,2007-05-31 20:18:39.540,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100602,05-18-17
3.418,128.249,184.900,15.000,EQ,3.900,2008-06-27 13:01:03.480,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100606,05-18-17
3.326,128.950,152.700,15.000,EQ,3.900,2008-06-29 22:44:15.310,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100607,05-18-17
3.950,128.034,99.200,15.000,EQ,4.400,2009-02-10 12:36:57.310,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100609,05-18-17
3.620,128.184,114.000,15.000,EQ,4.500,2010-10-10 09:49:32.780,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100615,05-18-17
3.788,128.041,84.500,15.000,EQ,4.200,2010-11-28 02:59:50.330,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100618,05-18-17
3.349,128.669,85.600,15.000,EQ,4.500,2011-04-05 05:38:05.860,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100619,05-18-17
3.212,128.198,188.700,15.000,EQ,4.500,2011-08-29 10:50:11.620,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100621,05-18-17
3.199,128.273,106.300,15.000,EQ,4.700,2012-02-27 11:58:03.910,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100623,05-18-17
3.311,128.251,137.700,15.000,EQ,4.600,2012-09-19 21:30:12.820,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100628,05-18-17
3.443,128.104,142.200,15.000,EQ,4.500,2012-11-27 00:09:34.450,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100629,05-18-17
3.232,128.471,84.100,15.000,EQ,4.300,2012-12-06 09:44:05.880,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100630,05-18-17
3.808,128.207,91.650,15.000,EQ,4.200,2013-09-25 09:43:52.450,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100635,05-18-17
3.904,128.020,117.150,15.000,EQ,4.600,2013-10-06 05:34:23.930,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100636,05-18-17
3.631,128.168,123.350,15.000,EQ,4.000,2014-03-20 22:42:31.700,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100639,05-18-17
3.605,128.098,111.070,15.000,EQ,4.600,2014-12-05 02:52:15.710,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100644,05-18-17
4.107,128.311,81.400,15.000,EQ,4.600,2013-05-19 12:47:56.270,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100743,05-18-17
3.312,127.916,80.000,15.000,EQ,4.600,1981-08-07 05:43:18.630,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103216,05-18-17
3.242,128.201,92.000,15.000,EQ,5.500,1976-07-05 13:48:39.500,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103218,05-18-17
3.745,128.131,77.000,15.000,EQ,5.600,1976-11-21 17:34:20.900,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103219,05-18-17
3.211,128.681,207.000,15.000,EQ,4.700,1978-04-25 06:05:55.200,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103220,05-18-17
3.607,128.113,110.000,15.000,EQ,5.200,1980-01-18 19:06:41.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103224,05-18-17
3.191,128.470,134.000,15.000,EQ,5.100,1980-08-12 14:19:44.800,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103227,05-18-17
3.205,128.098,107.300,15.000,EQ,4.400,1981-03-14 03:14:22.760,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103229,05-18-17
3.538,128.220,100.400,15.000,EQ,4.700,1981-07-12 17:29:56.980,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103230,05-18-17
3.438,128.160,180.000,15.000,EQ,4.600,1982-06-25 15:29:12.290,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103231,05-18-17
4.019,127.893,83.000,15.000,EQ,5.000,1973-11-28 10:59:16.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103234,05-18-17
4.011,127.873,121.900,15.000,EQ,4.800,1981-07-11 13:45:15.200,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103243,05-18-17
4.037,127.991,89.200,15.000,EQ,5.100,2009-12-16 08:49:10.960,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100684,05-18-17
4.052,127.924,102.000,15.000,EQ,4.100,1981-11-02 00:45:01.050,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103245,05-18-17
4.031,127.970,155.500,15.000,EQ,4.200,2010-11-24 16:42:30.050,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100690,05-18-17
4.162,128.408,93.600,15.000,EQ,4.800,1984-08-28 22:54:39.970,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103259,05-18-17
4.058,127.947,143.460,15.000,EQ,4.300,2014-06-15 10:34:06.110,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100710,05-18-17
3.235,127.922,138.200,15.000,EQ,5.200,1994-11-22 15:05:02.650,61.817,43.510,152.172,0.374,98.002,61.169,325.876,206.098,60.564,-146.379,100201,05-18-17
4.021,128.066,176.800,15.000,EQ,4.700,2000-05-15 18:58:09.300,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100724,05-18-17
4.205,128.258,133.600,15.000,EQ,4.400,2006-05-11 00:22:58.150,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100732,05-18-17
4.081,128.152,82.200,15.000,EQ,4.600,2011-11-17 09:18:09.710,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100735,05-18-17
4.195,128.676,99.200,15.000,EQ,4.400,2011-11-26 23:29:35.500,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100736,05-18-17
3.960,127.982,121.000,15.000,EQ,5.200,1985-08-04 09:05:44.020,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102278,05-18-17
3.687,127.956,141.000,15.000,EQ,5.000,1986-06-28 10:23:34.090,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102279,05-18-17
3.669,127.992,105.800,15.000,EQ,4.900,1989-07-13 18:06:28.400,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102280,05-18-17
3.284,127.701,161.900,15.000,EQ,4.800,1993-04-16 14:21:54.070,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102281,05-18-17
3.610,127.684,83.500,15.000,EQ,4.800,1993-05-02 17:46:36.300,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102282,05-18-17
3.774,127.888,96.900,15.000,EQ,5.000,1993-12-16 12:17:21.890,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102283,05-18-17
3.727,127.938,113.300,15.000,EQ,5.000,1994-02-20 09:14:50.320,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102284,05-18-17
3.943,127.865,161.100,15.000,EQ,4.100,1997-11-28 20:07:52.380,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102285,05-18-17
3.525,127.898,170.400,15.000,EQ,4.300,1999-10-15 16:48:41.430,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102286,05-18-17
3.676,128.183,166.700,15.000,EQ,5.100,1987-10-14 22:26:35.290,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102290,05-18-17
3.389,128.154,94.900,15.000,EQ,4.500,1989-03-22 03:22:27.700,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102291,05-18-17
3.698,128.067,154.000,15.000,EQ,5.400,1989-12-09 19:35:33.960,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102292,05-18-17
3.422,128.031,161.400,15.000,EQ,5.300,1991-11-11 16:40:10.150,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102295,05-18-17
3.518,128.280,79.200,15.000,EQ,4.900,1992-03-14 06:48:03.370,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102296,05-18-17
3.381,127.957,145.400,15.000,EQ,5.200,1997-08-22 02:45:21.770,140.045,75.120,334.466,14.431,241.458,59.525,265.879,69.544,30.726,-83.037,100249,05-18-17
3.313,128.321,205.100,15.000,EQ,5.000,1992-08-20 23:17:36.210,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102298,05-18-17
3.347,128.206,152.800,15.000,EQ,4.900,1993-03-18 14:50:09.220,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102301,05-18-17
3.378,128.196,99.100,15.000,EQ,4.800,1993-06-03 21:27:52.980,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102302,05-18-17
3.793,128.193,157.300,15.000,EQ,4.900,1993-07-28 22:14:54.330,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102303,05-18-17
3.333,128.122,102.400,15.000,EQ,4.300,1994-05-23 08:50:12.070,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102304,05-18-17
3.243,128.226,164.100,15.000,EQ,4.000,1995-03-16 12:17:20.690,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102305,05-18-17
3.509,128.442,118.500,15.000,EQ,4.100,1995-09-21 15:47:06.760,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102307,05-18-17
3.642,128.213,197.500,15.000,EQ,4.500,1995-11-14 18:07:20.320,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102308,05-18-17
3.988,128.032,94.500,15.000,EQ,4.600,1996-02-11 03:13:58.910,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102309,05-18-17
3.916,128.099,136.800,15.000,EQ,4.700,1996-08-07 12:59:02.010,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102310,05-18-17
3.701,128.030,109.100,15.000,EQ,4.800,1998-01-22 18:29:24.540,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102311,05-18-17
3.440,128.071,183.600,15.000,EQ,4.600,1998-04-11 09:58:48.490,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102312,05-18-17
3.692,128.282,95.000,15.000,EQ,4.400,1999-09-04 17:10:21.120,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102313,05-18-17
3.231,129.133,200.000,15.000,EQ,4.400,1995-10-02 23:35:47.720,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102314,05-18-17
3.913,128.215,86.300,15.000,EQ,5.500,2000-04-17 23:07:22.910,90.173,22.849,299.769,64.146,158.515,24.370,61.249,9.575,68.792,102.292,100270,05-18-17
4.165,128.234,165.000,15.000,EQ,4.300,1985-10-28 16:23:14.300,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102348,05-18-17
4.244,128.281,160.000,15.000,EQ,4.900,1990-06-01 10:29:37.580,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102349,05-18-17
3.445,128.142,128.200,15.000,EQ,5.100,2006-03-07 04:53:31.990,89.196,7.509,350.545,48.771,143.059,51.376,34.224,30.053,63.934,135.982,100342,05-18-17
