lat,lon,depth,unc,ID,etype,mag,time,Paz,Ppl,Taz,Tpl,S1,D1,R1,S2,D2,R2,mlon,mlat,mdep,id_no,src
38.211,72.780,22.000,15.000,100000,EQ,7.200,2015-12-07 07:50:05.950,348.196,0.598,78.309,10.661,213.749,82.909,8.005,122.754,82.057,172.840,72.720,38.260,19.500,us100044k6,111120
38.023,72.411,10.000,15.000,100001,EQ,5.600,2016-03-18 16:11:00.160,164.567,4.216,73.589,13.041,209.761,77.788,6.319,118.419,83.825,167.715,72.450,37.970,13.500,us20005ate,111120
39.187,73.916,10.000,15.000,100002,EQ,5.200,2016-11-25 14:18:59.750,152.076,24.174,254.791,26.122,292.861,53.067,178.440,23.799,88.753,36.944,73.860,39.130,21.500,us10007ca2,111120
39.273,73.978,17.000,15.000,100003,EQ,6.600,2016-11-25 14:24:30.710,332.435,5.792,63.881,13.966,198.853,84.301,14.077,107.427,75.994,174.126,74.010,39.670,11.500,us10007ca5,111120
37.643,75.310,7.620,15.000,100004,EQ,5.400,2017-05-10 21:58:21.700,228.874,74.040,70.587,14.879,335.828,60.114,263.489,168.729,30.523,-78.839,75.428,37.532,11.500,us10008rah,111120
38.430,73.477,123.850,15.000,100005,EQ,5.100,2018-07-12 19:46:47.950,332.201,38.943,239.672,3.125,8.536,61.118,332.383,112.717,66.053,-148.096,73.455,38.417,110.500,us2000g3dj,111120
38.410,73.893,122.970,15.000,100006,EQ,5.100,2018-10-19 13:25:46.720,1.021,37.691,198.092,51.053,46.921,10.807,38.850,278.571,83.246,98.456,73.700,38.304,120.500,us1000hedy,111120
39.099,74.759,13.650,15.000,100007,EQ,5.000,2018-12-20 11:08:12.620,323.805,16.967,59.039,16.647,11.378,89.783,335.863,101.475,65.863,-179.762,74.630,39.297,11.500,us2000ivaw,111120
37.170,71.534,110.740,15.000,100008,EQ,5.300,2019-08-10 06:43:12.326,207.860,7.747,105.326,57.919,142.973,59.747,126.493,267.230,46.017,44.442,71.114,37.277,110.500,us600053at,111120
37.834,72.204,127.000,15.000,100009,EQ,5.600,2020-06-16 01:30:48.397,331.089,37.148,154.165,52.812,242.415,82.165,91.495,51.573,7.975,79.260,72.080,37.935,140.500,us6000ack0,111120
38.649,73.201,19.870,15.000,100010,EQ,5.400,2015-12-07 10:04:58.310,154.566,21.420,255.222,25.238,293.901,55.963,177.007,25.577,87.520,34.073,73.230,38.656,20.000,us100044lp,111120
38.507,73.134,5.990,15.000,100011,EQ,4.600,2015-12-07 11:47:58.670,152.110,30.110,244.318,3.802,292.449,66.321,199.642,194.292,72.071,-24.968,73.086,38.531,15.000,us100044ma,111120
38.262,73.343,19.190,15.000,100012,EQ,4.100,2015-12-08 04:17:51.220,352.857,21.276,256.043,16.944,33.604,62.441,356.735,125.116,87.105,-152.403,73.348,38.254,23.000,us1000450u,111120
38.697,73.194,10.000,15.000,100013,EQ,4.100,2015-12-11 19:21:22.160,163.925,8.193,260.702,39.338,38.534,69.668,35.837,294.447,56.702,155.436,73.186,38.672,20.000,us20004gkk,111120
37.563,71.819,118.540,15.000,100014,EQ,4.600,2016-06-10 23:11:18.920,187.984,58.007,300.935,13.690,233.429,64.383,301.714,358.408,39.909,-137.631,71.809,37.612,107.000,us200063q6,111120
39.238,74.305,10.000,15.000,100015,EQ,4.300,2016-11-25 19:46:19.530,141.395,25.757,49.664,3.582,278.379,74.746,201.364,182.503,69.423,-16.322,74.307,39.240,29.000,us10007ccw,111120
39.261,74.044,10.000,15.000,100016,EQ,4.400,2016-11-25 23:12:44.520,152.267,40.228,343.744,49.200,195.709,7.274,38.375,67.559,85.492,95.714,74.045,39.270,6.000,us10007cep,111120
39.429,74.350,35.000,15.000,100017,EQ,4.100,2017-02-07 09:56:03.670,39.536,27.381,130.759,2.360,81.847,72.777,338.226,178.592,69.249,-161.541,0.000,0.000,31.000,us20008i48,111120
38.809,74.952,10.000,15.000,100018,EQ,4.200,2017-09-09 07:48:36.560,220.026,55.363,344.889,21.548,275.274,71.211,297.270,37.272,32.702,-143.405,0.000,0.000,13.000,us2000aipn,111120
38.731,73.068,21.090,15.000,100019,EQ,4.300,2018-04-22 23:39:30.460,183.907,33.804,90.968,4.380,322.372,70.160,208.400,221.973,63.423,-22.303,0.000,0.000,24.000,us1000dqfb,111120
38.780,73.212,35.000,15.000,100020,EQ,4.200,2018-07-20 01:27:34.140,163.533,20.024,73.289,0.668,300.187,76.475,194.922,206.620,75.501,-13.979,0.000,0.000,28.000,us2000g9gr,111120
39.432,75.148,19.530,15.000,100021,EQ,4.600,2018-10-30 02:22:21.010,146.144,16.599,241.676,17.920,283.684,65.192,179.017,14.096,89.108,24.811,0.000,0.000,22.000,us1000hiut,111120
37.794,71.687,5.000,15.000,100022,EQ,4.000,2018-12-22 00:32:27.400,327.296,1.833,63.737,74.078,222.475,48.901,68.804,73.012,45.364,112.513,0.000,0.000,2.000,us2000iw5f,111120
38.878,72.535,26.640,15.000,100023,EQ,4.900,2017-12-27 13:56:57.720,340.262,0.348,250.154,17.261,293.892,78.140,167.362,26.530,77.636,12.146,72.330,38.980,20.900,us1000bwqh,111120
37.358,71.467,89.530,15.000,100024,EQ,5.100,2018-05-06 00:01:13.180,179.277,5.261,275.294,48.705,57.633,62.197,42.369,304.586,53.409,144.484,71.190,37.330,116.400,us1000dz25,111120
38.161,72.689,112.890,15.000,100025,EQ,4.900,2018-01-09 00:05:49.840,325.598,25.413,214.427,37.240,267.539,82.850,132.517,5.270,43.001,10.515,72.430,38.140,118.800,us1000c2ay,111120
39.198,73.709,35.000,15.000,100026,EQ,4.600,2019-04-29 00:23:17.665,137.624,24.768,230.958,7.184,276.978,67.377,193.011,181.898,78.006,-23.157,73.780,39.100,78.100,us70003dmi,111120
38.154,72.478,111.520,15.000,100027,EQ,5.000,2018-02-06 21:54:00.990,338.203,19.833,79.753,29.036,116.413,54.330,172.695,210.688,84.071,35.892,72.380,38.470,131.500,us1000chs5,111120
38.203,72.889,119.560,15.000,100028,EQ,4.700,2017-02-15 07:50:27.570,323.786,11.583,223.347,41.477,267.234,70.952,139.785,12.661,52.388,24.329,72.550,38.130,119.800,us20008jwh,111120
37.687,72.101,127.100,15.000,100029,EQ,5.200,2017-02-28 13:42:18.750,323.389,38.056,179.099,46.046,352.309,19.104,12.916,250.082,85.805,108.654,71.940,37.620,142.000,us20008mxr,111120
39.252,73.468,41.220,15.000,100030,EQ,5.000,2017-03-14 11:07:15.310,331.701,18.642,238.506,9.381,13.879,70.045,353.232,106.198,83.640,-159.916,73.470,39.280,17.200,us100088v9,111120
37.500,71.953,9.930,15.000,100031,EQ,4.900,2017-03-22 11:27:01.940,14.208,2.526,104.803,13.263,148.751,78.849,172.323,240.244,82.469,11.249,72.010,37.660,30.100,us20008tqc,111120
39.435,73.592,10.000,15.000,100032,EQ,4.900,2017-05-22 09:23:08.810,329.026,1.016,59.342,17.293,102.856,77.130,168.302,195.497,78.600,13.133,73.540,39.430,14.800,us10008u3z,111120
38.193,75.174,102.000,15.000,100033,EQ,5.200,1977-07-29 09:14:08.300,132.623,43.038,322.868,46.502,47.591,88.261,95.136,156.248,5.422,18.735,75.450,38.540,131.700,usp0000px2,111120
39.389,74.718,62.000,15.000,100034,EQ,5.800,1978-10-08 14:20:05.600,198.751,22.486,79.749,49.511,133.379,74.494,122.993,245.759,36.078,26.998,74.290,39.480,10.000,usp0000wxb,111120
38.559,73.464,95.000,15.000,100035,EQ,5.100,1979-04-17 17:01:56.900,187.972,0.853,97.637,21.475,140.760,75.621,163.853,234.873,74.372,14.944,74.290,39.280,97.300,usp000103g,111120
38.009,72.695,122.000,15.000,100036,EQ,5.500,1982-03-07 12:24:01.560,313.132,33.927,220.504,3.899,351.322,63.721,337.262,91.834,69.722,-151.836,72.590,37.800,146.100,usp0001k07,111120
37.264,72.891,64.700,15.000,100037,EQ,5.400,1982-09-29 04:24:19.430,168.671,74.775,75.349,0.903,330.868,47.845,249.292,180.258,46.097,-68.665,73.110,37.340,10.000,usp0001pwd,111120
37.020,71.491,116.000,15.000,100038,EQ,5.200,1983-03-23 12:11:23.330,10.186,28.165,241.513,49.409,53.266,29.457,24.405,301.708,78.276,117.218,70.630,36.990,65.800,usp0001tvc,111120
39.170,74.008,33.000,15.000,100039,EQ,5.000,1983-08-25 11:05:31.070,172.073,22.581,68.949,28.635,119.359,86.139,142.282,212.340,52.382,4.877,73.870,39.090,15.000,usp0001xxm,111120
38.599,73.173,104.000,15.000,100040,EQ,5.600,1985-04-27 01:31:27.580,327.474,12.343,62.711,22.645,103.309,64.950,172.318,196.578,83.045,25.249,72.960,38.350,117.200,usp0002e6y,111120
39.354,75.309,10.000,15.000,100041,EQ,5.100,1985-08-23 08:32:53.780,352.923,0.380,262.879,6.603,307.711,85.606,175.052,38.091,85.066,4.410,76.460,39.310,15.000,usp0002j1n,111120
39.431,75.224,6.800,15.000,100042,EQ,7.000,1985-08-23 12:41:56.160,175.209,29.714,304.056,47.702,314.790,29.131,159.245,63.107,80.066,62.474,75.090,39.540,15.400,usp0002j21,111120
39.441,75.452,17.200,15.000,100043,EQ,5.200,1985-08-29 23:39:48.850,15.690,21.275,232.758,63.988,81.259,26.869,56.972,297.342,67.733,105.437,75.140,39.250,10.000,usp0002j8k,111120
39.356,75.407,15.300,15.000,100044,EQ,6.200,1985-09-11 20:45:49.540,14.949,2.750,275.039,74.406,299.167,49.673,110.301,89.414,44.357,67.769,75.320,39.500,10.000,usp0002jp1,111120
37.290,71.730,119.600,15.000,100045,EQ,5.600,1986-09-17 12:08:09.460,274.616,37.724,143.362,40.445,301.428,26.955,3.297,208.488,88.506,116.917,71.550,37.340,135.600,usp0002y5v,111120
38.309,73.234,120.900,15.000,100046,EQ,5.500,1988-03-26 22:58:42.870,317.989,44.038,63.257,15.234,111.454,47.364,204.556,4.257,72.198,-45.349,73.600,38.230,128.300,usp0003ec7,111120
37.028,72.914,40.600,15.000,100047,EQ,5.500,1988-07-20 06:20:51.470,257.353,81.578,51.361,7.581,137.090,37.556,264.008,324.632,52.685,-85.411,72.830,36.910,15.000,usp0003j0w,111120
37.180,71.811,11.000,15.000,100048,EQ,5.500,1988-09-25 20:52:14.710,357.541,10.971,89.458,9.791,133.612,75.238,180.849,43.395,89.179,-14.764,71.640,37.510,44.500,usp0003m91,111120
36.907,73.021,12.200,15.000,100049,EQ,6.200,1990-03-05 20:47:00.760,192.485,60.568,71.391,16.245,192.176,35.545,314.022,322.272,65.290,-116.405,72.850,37.040,17.500,usp000467n,111120
36.909,73.038,19.600,15.000,100050,EQ,5.400,1990-03-06 18:07:04.760,194.985,57.765,70.701,19.555,195.176,33.405,318.967,321.175,68.812,-116.450,72.840,37.180,33.000,usp000468v,111120
36.913,73.095,24.100,15.000,100051,EQ,5.200,1990-03-06 21:39:50.260,175.533,82.783,84.419,0.141,347.278,45.592,259.874,181.596,45.312,-79.825,73.080,37.200,17.400,usp0004693,111120
39.436,74.900,33.000,15.000,100052,EQ,6.000,1990-04-17 01:59:33.400,347.924,0.268,78.093,32.173,217.748,68.086,24.168,118.241,67.677,156.206,74.780,39.290,15.000,usp000480r,111120
38.430,74.363,114.000,15.000,100053,EQ,5.700,1990-05-17 13:21:07.480,159.416,16.717,255.147,18.390,27.521,88.872,25.249,296.989,64.756,178.753,74.580,38.120,115.700,usp00049e6,111120
37.646,72.150,135.000,15.000,100054,EQ,5.300,1991-08-20 08:46:40.580,311.820,42.533,132.240,47.466,222.021,87.534,90.209,37.165,2.475,85.148,72.080,37.460,141.700,usp0004vme,111120
37.207,72.913,33.000,15.000,100055,EQ,5.800,1992-05-10 04:04:32.930,172.522,65.078,71.615,5.024,185.915,45.316,305.431,320.579,54.596,-120.377,72.590,37.290,15.000,usp000574m,111120
38.620,72.635,40.600,15.000,100056,EQ,5.600,1992-11-23 23:11:06.760,217.390,62.095,91.670,17.181,210.789,33.513,311.108,344.485,65.417,-113.528,72.380,38.700,43.600,usp0005h9b,111120
