lon,lat,depth,unc,etype,src
-179.8610,-38.0153,3.7500,nan,AS,nan
-179.9360,-37.9826,3.8000,nan,AS,nan
-179.9660,-37.9693,3.9600,nan,AS,nan
-179.9920,-37.9578,4.3600,nan,AS,nan
179.9490,-37.9321,4.9200,nan,AS,nan
179.9190,-37.9188,5.0200,nan,AS,nan
179.9030,-37.9118,5.5300,nan,AS,nan
179.8400,-37.8842,5.8800,nan,AS,nan
179.7050,-37.8246,6.0900,nan,AS,nan
179.5830,-37.7702,6.1900,nan,AS,nan
179.5460,-37.7541,5.9800,nan,AS,nan
179.5020,-37.7344,6.0900,nan,AS,nan
178.7730,-37.4060,14.0500,nan,AS,nan
178.7450,-37.3934,15.1100,nan,AS,nan
178.6860,-37.3663,17.6000,nan,AS,nan
178.6340,-37.3427,19.9800,nan,AS,nan
178.5510,-37.3046,23.5300,nan,AS,nan
178.5290,-37.2947,24.8000,nan,AS,nan
