lon,lat,depth,unc,etype,src
-159.6310,52.7432,5.8200,nan,AS,nan
-159.6713,52.8298,5.6500,nan,AS,nan
-159.7117,52.9163,5.6400,nan,AS,nan
-159.7523,53.0029,5.6400,nan,AS,nan
-159.7930,53.0894,5.6300,nan,AS,nan
-159.8339,53.1759,5.7900,nan,AS,nan
-159.8750,53.2624,5.7800,nan,AS,nan
-159.9162,53.3489,5.9400,nan,AS,nan
-159.9576,53.4354,5.8500,nan,AS,nan
-159.9992,53.5219,6.2500,nan,AS,nan
-160.0409,53.6083,6.7300,nan,AS,nan
-160.0829,53.6947,7.4500,nan,AS,nan
-160.1249,53.7812,8.0100,nan,AS,nan
-160.1672,53.8676,9.2200,nan,AS,nan
-160.2096,53.9539,10.1900,nan,AS,nan
