lon,lat,depth,unc,etype,src
135.1040,32.0153,5.5900,nan,AS,nan
135.0880,32.0526,5.4300,nan,AS,nan
135.0620,32.1107,5.5900,nan,AS,nan
135.0340,32.1748,5.3500,nan,AS,nan
135.0160,32.2151,6.0100,nan,AS,nan
134.9620,32.3387,6.3500,nan,AS,nan
134.9230,32.4251,6.6900,nan,AS,nan
134.8700,32.5443,7.4400,nan,AS,nan
134.8310,32.6321,7.6900,nan,AS,nan
134.7980,32.7051,7.6900,nan,AS,nan
134.7700,32.7691,7.7000,nan,AS,nan
134.7440,32.8271,7.1300,nan,AS,nan
134.7220,32.8763,8.4500,nan,AS,nan
134.7140,32.8927,8.7800,nan,AS,nan
134.6980,32.9284,8.4500,nan,AS,nan
134.6870,32.9537,9.4400,nan,AS,nan
134.6650,33.0029,10.3500,nan,AS,nan
134.6500,33.0342,11.7500,nan,AS,nan
134.6340,33.0715,13.1600,nan,AS,nan
134.6130,33.1162,13.8200,nan,AS,nan
