lon,lat,depth,unc,etype,mag
-86.3887,10.9588,24.7000,0.6132,ER,nan
-85.4896,11.3433,11.9300,0.3148,ER,nan
-85.5204,11.3228,12.9800,0.3520,ER,nan
-85.5273,11.3164,13.6200,0.1205,ER,nan
-86.3525,11.0747,25.4300,0.3572,ER,nan
-85.5335,11.3128,13.5600,0.1385,ER,nan
-86.0501,11.5451,122.7800,0.0422,ER,nan
-85.4943,11.3447,12.1900,0.0915,ER,nan
-86.3230,11.0432,25.8800,0.9835,ER,nan
-86.3308,11.0595,24.7800,0.4552,ER,nan
-85.5297,11.3180,13.3700,0.1120,ER,nan
-86.0744,10.9301,45.9100,1.1385,ER,nan
-86.3486,10.9904,16.0400,0.5758,ER,nan
-86.0638,10.5564,24.8200,0.0508,ER,nan
-86.8324,10.6553,10.8500,2.6860,ER,nan
-86.7285,10.8364,11.3500,3.6770,ER,nan
-86.3862,10.3177,6.9900,1.1062,ER,nan
-86.3902,10.9416,16.6300,0.4050,ER,nan
-86.9724,10.9839,41.8900,2.2678,ER,nan
-86.7351,10.8333,8.5000,0.3138,ER,nan
-86.6484,11.0694,25.3700,0.0808,ER,nan
-86.7307,10.8354,10.4100,1.9380,ER,nan
-86.9081,10.9926,44.6200,0.2480,ER,nan
-86.7276,10.8371,12.0300,1.9865,ER,nan
-86.3000,10.2072,18.0700,2.5072,ER,nan
-86.4313,10.3717,10.7400,5.0300,ER,nan
-86.3263,10.3401,15.4900,2.0872,ER,nan
-86.1603,10.3331,16.7800,2.8812,ER,nan
-86.2745,10.2059,19.9300,3.3822,ER,nan
-86.2745,10.2070,19.7200,3.3358,ER,nan
-86.3221,10.3481,15.6000,0.2705,ER,nan
-86.3048,10.3824,3.1800,1.1685,ER,nan
-86.4003,10.9913,24.3700,0.2388,ER,nan
-86.3065,10.3293,15.6300,0.4965,ER,nan
-86.2708,10.2052,19.0500,3.3505,ER,nan
-86.2637,10.1760,9.0300,4.4290,ER,nan
-86.2694,10.1917,18.2400,2.1852,ER,nan
-86.3002,10.3241,14.8500,0.1935,ER,nan
-86.3134,10.3345,14.9400,1.0832,ER,nan
-86.5420,10.6206,18.7300,0.4722,ER,nan
-85.5376,11.3155,12.9600,0.8945,ER,nan
-86.7106,10.8430,17.6400,3.0232,ER,nan
-86.4127,10.3474,10.9500,6.1918,ER,nan
-86.7301,10.8475,20.1600,0.6785,ER,nan
-86.7333,10.8341,9.2700,0.1340,ER,nan
-86.2644,10.1778,8.3000,3.0112,ER,nan
-85.6283,11.3683,155.1100,0.2540,ER,nan
-86.2875,10.3048,14.2400,0.5028,ER,nan
-86.2883,10.3114,15.1000,0.3442,ER,nan
-86.7429,11.2291,29.7300,0.4042,ER,nan
-86.0028,11.2637,73.3300,0.0465,ER,nan
-86.7906,10.7460,9.3800,0.2118,ER,nan
-86.7319,10.8349,9.9000,1.0000,ER,nan
-86.7143,10.7984,22.3100,1.0605,ER,nan
-85.9011,11.5382,7.4600,5.7930,ER,nan
-86.4704,10.7214,36.2600,4.2022,ER,nan
-86.3736,10.2659,49.7200,8.6670,ER,nan
-85.9054,11.0250,83.9900,0.0700,ER,nan
-86.2699,10.1979,18.2900,3.1498,ER,nan
-86.7267,10.8353,10.5700,2.3610,ER,nan
-86.7496,10.8287,-0.3800,1.0670,ER,nan
-86.2740,10.1835,18.0100,2.2975,ER,nan
-86.6012,10.6808,14.3500,0.5008,ER,nan
-86.7372,10.8324,7.5200,0.0855,ER,nan
-86.6565,10.9210,28.1800,0.1852,ER,nan
