lon,lat,depth,unc,etype,mag
-76.9450,3.3260,80.4480,nan,ER,3.9000
-76.0550,3.8900,115.9470,nan,ER,3.7000
-73.5140,6.5670,115.0540,nan,ER,3.3000
-76.4780,5.8990,12.5820,nan,ER,3.0000
-72.2610,6.1530,5.3080,nan,ER,3.8000
-74.1730,6.6450,77.0940,nan,ER,3.4000
-77.2100,3.7330,29.6390,nan,ER,3.0000
-75.7410,4.3300,176.1360,nan,ER,4.7000
-74.1270,8.6650,59.6060,nan,ER,3.4000
-74.7780,4.8550,10.8230,nan,ER,3.0000
-72.9970,5.0920,3.6130,nan,ER,3.8000
-75.5990,2.4200,18.3620,nan,ER,3.0000
-72.2920,10.1740,154.5710,nan,ER,3.1000
-76.3680,4.2730,123.5580,nan,ER,3.1000
-76.7400,6.9430,6.0340,nan,ER,3.1000
-73.3820,7.6480,120.7810,nan,ER,3.2000
-79.1720,3.1030,40.7700,nan,ER,3.5000
-73.3770,4.7760,0.0890,nan,ER,3.3000
-72.6100,9.7860,-0.4840,nan,ER,3.2000
-76.0660,4.7580,129.0810,nan,ER,4.7000
-79.6010,2.9590,77.7740,nan,ER,3.0000
-79.0130,2.1510,33.1760,nan,ER,3.0000
-79.6570,2.4850,16.8570,nan,ER,3.5000
-78.1690,4.6150,51.2630,nan,ER,3.7000
-77.6070,6.6650,7.2750,nan,ER,3.0000
-74.2360,6.0140,30.6390,nan,ER,3.2000
-75.9380,4.8040,53.5260,nan,ER,3.3000
-77.6790,6.3600,26.4750,nan,ER,3.1000
-75.0420,8.8680,84.1440,nan,ER,3.0000
-77.5720,4.7150,43.7260,nan,ER,3.0000
-73.7770,5.2910,142.9070,nan,ER,3.0000
-73.6910,10.0750,31.5710,nan,ER,3.7000
-76.1610,4.7430,96.0060,nan,ER,3.1000
-73.1060,6.6080,171.0510,nan,ER,3.1000
-73.1360,6.7010,35.5190,nan,ER,3.3000
-76.1520,3.7030,167.2320,nan,ER,3.6000
-73.0020,6.0180,10.3770,nan,ER,3.0000
-73.1770,7.4510,127.0180,nan,ER,3.2000
-76.5640,5.9000,20.6680,nan,ER,3.0000
-76.2330,4.8190,108.7920,nan,ER,4.0000
-76.9980,6.7710,22.0550,nan,ER,3.0000
-76.2730,4.8780,102.3390,nan,ER,3.1000
-72.6260,10.1020,146.5020,nan,ER,3.4000
-76.3360,5.0870,84.4380,nan,ER,3.3000
-75.4470,4.9530,130.7420,nan,ER,4.7000
-76.6560,6.8700,15.5100,nan,ER,3.2000
-76.2940,4.2720,127.2980,nan,ER,3.1000
-74.5900,6.3250,17.0430,nan,ER,3.8000
-74.4420,6.6140,7.4860,nan,ER,3.4000
-75.9920,1.8970,11.7350,nan,ER,4.1000
-75.5030,2.4310,16.1340,nan,ER,3.0000
-74.7830,4.6610,27.2930,nan,ER,3.0000
-77.2260,7.6410,19.0580,nan,ER,3.2000
-74.7600,4.7290,23.7260,nan,ER,3.0000
-76.1380,7.1800,21.4800,nan,ER,3.3000
-75.0230,2.6220,9.5080,nan,ER,3.2000
-72.8680,7.7010,8.8430,nan,ER,3.5000
-74.5120,3.3430,26.7670,nan,ER,4.2000
-73.9020,6.7930,24.5860,nan,ER,3.7000
-79.6760,2.5480,41.0030,nan,ER,3.2000
