lon,lat,depth,unc,etype,src
-84.2882,8.5035,2.6500,nan,AS,nan
-84.2813,8.5172,2.7000,nan,AS,nan
-84.2724,8.5347,2.8100,nan,AS,nan
-84.2659,8.5475,2.8600,nan,AS,nan
-84.2536,8.5716,3.1900,nan,AS,nan
-84.2440,8.5906,3.2700,nan,AS,nan
-84.2360,8.6061,3.4900,nan,AS,nan
-84.2213,8.6351,3.9300,nan,AS,nan
-84.2064,8.6644,4.3100,nan,AS,nan
-84.1977,8.6814,4.5500,nan,AS,nan
-84.1934,8.6899,4.5300,nan,AS,nan
-84.1895,8.6976,4.7200,nan,AS,nan
-84.1830,8.7104,5.0700,nan,AS,nan
-84.1758,8.7246,5.2400,nan,AS,nan
-84.1710,8.7340,5.3200,nan,AS,nan
-84.1647,8.7463,5.6200,nan,AS,nan
-84.1570,8.7615,6.1400,nan,AS,nan
-84.1526,8.7700,6.1100,nan,AS,nan
-84.1425,8.7899,6.4600,nan,AS,nan
-84.1334,8.8079,7.0400,nan,AS,nan
-84.1261,8.8221,7.6400,nan,AS,nan
-84.1191,8.8358,8.1500,nan,AS,nan
-84.1141,8.8458,8.4300,nan,AS,nan
-84.1044,8.8648,9.0000,nan,AS,nan
