lon,lat,depth,unc,etype,src
-82.2443,-1.4000,1.7700,nan,AS,nan
-82.1712,-1.4000,1.7800,nan,AS,nan
-82.0738,-1.4001,1.8600,nan,AS,nan
-81.9952,-1.4001,1.7900,nan,AS,nan
-81.9438,-1.4001,1.4700,nan,AS,nan
-81.9086,-1.4001,1.7100,nan,AS,nan
-81.8679,-1.4001,1.7900,nan,AS,nan
-81.8165,-1.4001,1.8000,nan,AS,nan
-81.7272,-1.4001,2.0400,nan,AS,nan
-81.6675,-1.4002,2.3700,nan,AS,nan
-81.5618,-1.4002,2.7800,nan,AS,nan
-81.4914,-1.4002,3.1800,nan,AS,nan
-81.3965,-1.4002,3.9100,nan,AS,nan
-81.3261,-1.4002,4.0000,nan,AS,nan
-81.2610,-1.4002,4.8100,nan,AS,nan
-81.2203,-1.4002,4.9700,nan,AS,nan
-81.1389,-1.4002,6.3500,nan,AS,nan
-81.0114,-1.4002,8.9300,nan,AS,nan
-80.8892,-1.4001,11.0400,nan,AS,nan
-80.6937,-1.4001,14.9200,nan,AS,nan
