lon,lat,depth,unc,etype,mag
-70.2806,-22.9695,37.4200,nan,ER,2.6000
-70.3372,-23.0049,34.6230,nan,ER,2.5000
-70.4396,-22.9162,30.8750,nan,ER,2.6000
-70.4602,-23.3256,32.7590,nan,ER,2.2000
-70.1031,-23.1257,44.7570,nan,ER,3.5000
-70.7060,-22.7900,12.9350,nan,ER,2.7000
-70.3814,-22.9838,32.6610,nan,ER,2.9000
-70.0181,-22.3523,50.0030,nan,ER,4.1000
-70.7218,-22.7776,12.4770,nan,ER,3.0000
-70.4134,-22.3535,32.3120,nan,ER,3.1000
-70.2644,-22.1979,39.5910,nan,ER,2.9000
-70.0741,-23.1346,47.1580,nan,ER,2.2000
-70.4151,-22.8544,31.4530,nan,ER,2.7000
-70.2630,-23.0923,40.1180,nan,ER,2.6000
-70.7750,-23.0985,12.7380,nan,ER,2.9000
-70.5138,-23.0703,29.4220,nan,ER,2.4000
-70.2833,-23.1117,38.8990,nan,ER,2.9000
-70.2830,-23.1109,38.9350,nan,ER,2.4000
-70.6994,-23.4863,18.8110,nan,ER,3.4000
-70.6993,-23.4863,18.8000,nan,ER,2.6000
-70.7004,-23.4851,18.8350,nan,ER,2.9000
-70.7162,-22.7404,13.0610,nan,ER,3.1000
-70.2257,-22.3992,41.4650,nan,ER,2.8000
-70.7725,-23.3426,23.5090,nan,ER,2.5000
-70.6927,-22.7561,12.3250,nan,ER,2.8000
-70.4030,-22.9272,32.4000,nan,ER,2.8000
-70.5070,-23.0701,29.7160,nan,ER,2.8000
-70.6591,-23.1440,24.0180,nan,ER,2.8000
-70.3854,-22.9492,32.0010,nan,ER,2.4000
-70.0803,-22.3791,45.5800,nan,ER,2.9000
-70.4046,-22.9714,32.0920,nan,ER,2.6000
-70.4992,-23.0723,29.2620,nan,ER,3.3000
-70.4069,-22.8036,31.1750,nan,ER,3.1000
-70.8046,-23.0741,11.8410,nan,ER,3.1000
-70.3604,-22.6565,34.2460,nan,ER,2.8000
-70.2454,-22.9945,47.7240,nan,ER,2.7000
-70.3959,-22.9918,31.5760,nan,ER,2.8000
-70.0873,-22.2611,46.5320,nan,ER,3.3000
-70.3180,-22.9989,36.2910,nan,ER,2.8000
-70.6579,-23.3612,13.6800,nan,ER,4.7000
-70.6677,-23.3679,10.3130,nan,ER,2.8000
-70.4188,-22.3338,33.3020,nan,ER,3.0000
-70.2888,-22.6231,38.8360,nan,ER,3.0000
-70.6523,-23.3630,24.3250,nan,ER,2.9000
-70.2575,-22.3449,40.5250,nan,ER,3.9000
-70.3953,-22.7549,32.2290,nan,ER,2.9000
-70.6169,-22.8665,23.9350,nan,ER,2.8000
-70.3863,-23.2969,35.1000,nan,ER,2.6000
-70.4038,-22.9135,32.2090,nan,ER,3.5000
-70.4844,-23.3266,32.4970,nan,ER,3.3000
-70.2824,-22.6508,38.2720,nan,ER,2.8000
-70.7011,-23.4888,18.7980,nan,ER,3.1000
-70.7525,-23.4519,14.7570,nan,ER,3.0000
-70.5729,-22.9177,26.0670,nan,ER,2.9000
-70.6442,-23.3615,24.6520,nan,ER,3.5000
-70.3166,-23.0047,35.9420,nan,ER,2.4000
-70.3203,-22.7375,36.4490,nan,ER,2.9000
-70.3863,-22.9897,32.4990,nan,ER,3.3000
-70.6166,-22.8662,23.8920,nan,ER,2.9000
-70.3708,-23.3733,37.3100,nan,ER,2.6000
-70.0610,-22.4997,49.7200,nan,ER,2.8000
-70.1537,-22.8927,44.0000,nan,ER,2.7000
-70.1208,-22.2991,43.7700,nan,ER,3.4000
-70.4592,-23.0172,30.8090,nan,ER,2.8000
-70.2910,-22.9037,37.1570,nan,ER,3.2000
-70.1218,-22.5898,47.8370,nan,ER,3.1000
-70.1514,-22.4453,45.1310,nan,ER,3.8000
-70.4860,-22.7949,27.0930,nan,ER,2.8000
-70.1527,-22.9247,44.0640,nan,ER,2.9000
-70.0294,-22.3489,49.7040,nan,ER,3.4000
-70.2916,-22.5503,37.7030,nan,ER,3.3000
-70.7255,-23.0132,17.0810,nan,ER,3.1000
-70.3125,-22.4878,37.2410,nan,ER,3.1000
-70.4575,-22.9406,30.6570,nan,ER,2.7000
