lon,lat,depth,unc,etype,src
138.3620,33.8117,4.8900,nan,AS,nan
138.3500,33.8345,6.1300,nan,AS,nan
138.3280,33.8743,6.9200,nan,AS,nan
138.3010,33.9218,7.6000,nan,AS,nan
138.2720,33.9749,7.4900,nan,AS,nan
138.2580,33.9995,6.8200,nan,AS,nan
138.2360,34.0392,6.8200,nan,AS,nan
138.2050,34.0962,7.1600,nan,AS,nan
138.1820,34.1378,7.1600,nan,AS,nan
138.1510,34.1929,8.5200,nan,AS,nan
138.1330,34.2251,9.0800,nan,AS,nan
138.1010,34.2820,10.0900,nan,AS,nan
138.0840,34.3123,9.6500,nan,AS,nan
138.0500,34.3729,9.8800,nan,AS,nan
137.9960,34.4696,12.0200,nan,AS,nan
137.9800,34.4980,12.0200,nan,AS,nan
