lon,lat,depth,unc,etype,src
147.324,14.4946,5.96,nan,AS,nan
147.292,14.5071,6.58,nan,AS,nan
147.257,14.5204,7.07,nan,AS,nan
147.212,14.5381,7.62,nan,AS,nan
147.186,14.5481,7.75,nan,AS,nan
147.154,14.5602,8.48,nan,AS,nan
147.145,14.5638,8.3,nan,AS,nan
147.116,14.5752,8.79,nan,AS,nan
147.098,14.5821,9.1,nan,AS,nan
147.085,14.5871,9.53,nan,AS,nan
147.072,14.5921,9.46,nan,AS,nan
147.051,14.6001,9.77,nan,AS,nan
147.036,14.6059,10.2,nan,AS,nan
146.953,14.638,11.98,nan,AS,nan
146.851,14.6774,16.1,nan,AS,nan
146.831,14.6849,17.2,nan,AS,nan
146.815,14.6912,17.26,nan,AS,nan
146.786,14.7025,18.61,nan,AS,nan
146.761,14.7119,19.78,nan,AS,nan
146.751,14.7157,20.27,nan,AS,nan
146.741,14.7196,20.03,nan,AS,nan
146.727,14.7251,20.82,nan,AS,nan
146.718,14.7287,21.38,nan,AS,nan
146.7,14.7356,21.93,nan,AS,nan
146.693,14.7381,21.93,nan,AS,nan
146.684,14.7417,22.42,nan,AS,nan
