lon,lat,depth,unc,Reference_,Location_T
-123.3372624,44.26743045,40.0,6,35.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-123.3017457,44.37913964,40.0,6,35.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-123.2359235,44.60861859,40.0,6,35.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-123.2785419,44.76764801,40.0,6,35.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-123.243258,44.92049536,40.0,6,35.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-123.2462774,45.1836884,40.0,6,35.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-123.2055016,45.47002689,40.0,6,35.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-124.9212866,44.77309726,10.0,6,35.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-124.5352081,44.77398019,15.0,6,35.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-124.2633925,44.78133936,20.0,6,35.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-123.9771826,44.79351941,25.0,6,35.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-123.678883,44.77861809,30.0,6,35.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-123.4892243,44.7712701,35.0,6,35.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-123.0804128,44.77627105,45.0,6,35.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
