lon,lat,depth
178.334178301,-40.9513551844,3.22
178.325715406,-40.9485197479,3.22
178.325715406,-40.9485197479,3.23
178.317253669,-40.9456838375,3.34
178.317253669,-40.9456838375,3.35
178.251955113,-40.9237703299,3.86
178.208429982,-40.9091352089,4.56
178.186669603,-40.9018098162,4.73
178.056138247,-40.8577478596,6.08
178.04337634,-40.853428921,6.11
177.928860176,-40.8145856906,6.96
177.852574419,-40.7886218355,7.29
177.754808931,-40.7552441318,8.0
177.738233635,-40.7495737215,8.07
177.678625653,-40.7291542254,8.22
177.678625653,-40.7291542254,8.23
177.670344857,-40.726314112,8.2
177.648829898,-40.7189310993,8.36
177.580981851,-40.6956116521,8.71
177.564439146,-40.6899174047,8.96
177.504901751,-40.6693961337,9.21
177.504901751,-40.6693961337,9.22
177.412356157,-40.6374117851,9.65
177.409837068,-40.6365397101,8.25
177.370297697,-40.622841544,8.34
177.361134656,-40.6196643392,9.51
177.361134656,-40.6196643392,9.5
177.286177946,-40.5936351944,9.94
177.286177946,-40.5936351944,9.96
177.286177946,-40.5936351944,9.95
177.24723518,-40.5800849565,9.87
177.24723518,-40.5800849565,9.88
177.232996208,-40.5751258319,8.62
177.232996208,-40.5751258319,8.3
177.232996208,-40.5751258319,8.6
177.230757314,-40.5743458478,9.49
177.230757314,-40.5743458478,9.48
177.230757314,-40.5743458478,9.47
177.20929259,-40.5668648676,9.21
177.20929259,-40.5668648676,9.2
177.196181546,-40.562292571,8.44
177.196181546,-40.562292571,8.5
177.196181546,-40.562292571,8.49
177.196181546,-40.562292571,8.48
177.196181546,-40.562292571,8.47
177.196181546,-40.562292571,8.46
177.196181546,-40.562292571,8.45
177.193897519,-40.5614958327,9.53
177.193897519,-40.5614958327,9.54
177.14627478,-40.5448689934,10.67
177.141672769,-40.543260789,10.16
177.141672769,-40.543260789,10.17
177.135400517,-40.5410684896,9.59
177.135400517,-40.5410684896,9.58
177.124187825,-40.5371481871,10.23
177.124187825,-40.5371481871,10.24
177.120584598,-40.5358880605,11.84
177.120584598,-40.5358880605,11.83
177.116584741,-40.5344890371,10.91
177.116584741,-40.5344890371,10.92
177.116584741,-40.5344890371,10.93
177.088420771,-40.5246326125,11.8
177.043819685,-40.5090038341,12.04
177.02797775,-40.5034467398,11.47
177.02797775,-40.5034467398,11.46
177.02797775,-40.5034467398,11.49
177.02797775,-40.5034467398,11.48
176.971908943,-40.4837539291,12.77
176.971908943,-40.4837539291,12.76
176.96116066,-40.4799744387,10.97
176.96116066,-40.4799744387,11.01
176.96116066,-40.4799744387,11.02
176.930180262,-40.4690726413,12.86
