lon,lat,depth
141.8242,39.3586,50.0894
141.8757,39.3537,48.0322
141.935,39.348,45.7961
141.9892,39.3429,43.5599
142.0459,39.3374,41.5921
142.1077,39.3314,39.4454
142.167,39.3256,37.9249
142.2236,39.3201,36.0465
142.2803,39.3145,34.5259
142.3395,39.3087,32.737
142.3962,39.3031,30.6798
142.4528,39.2974,28.712
142.512,39.2915,27.9964
142.5712,39.2855,26.6547
142.6278,39.2797,25.4025
142.6844,39.274,24.3292
142.741,39.2682,23.2558
142.8001,39.2621,22.2719
142.8567,39.2563,21.1091
142.9158,39.2501,20.3936
142.9724,39.2442,19.4991
143.0289,39.2383,18.7835
143.088,39.232,17.9785
143.1522,39.2252,17.4419
143.2036,39.2198,16.9052
143.2601,39.2137,16.1896
143.3166,39.2076,15.2952
143.3757,39.2013,14.4902
143.4321,39.1951,13.9535
143.4886,39.189,13.3274
143.5476,39.1825,12.8801
143.6041,39.1763,12.254
143.6605,39.1701,11.8962
143.7195,39.1635,11.2701
143.7759,39.1572,11.0018
143.8348,39.1506,10.644
143.8912,39.1443,10.3757
143.9502,39.1376,10.0179
144.0065,39.1312,9.6601
144.0629,39.1248,9.3918
144.1218,39.118,9.3023
144.173,39.1121,9.2129
