lon,lat,depth
122.4775,24.2370,8.3328
122.4777,24.1973,8.4513
122.4778,24.1527,8.9040
122.4780,24.1081,9.2456
122.4782,24.0625,9.3652
122.4784,24.0169,9.9292
122.4785,23.9722,10.2708
122.4787,23.9286,10.2789
122.4789,23.8830,10.2873
122.4791,23.8374,10.5180
122.4793,23.7927,10.7485
122.4794,23.7451,11.9796
122.4796,23.7005,12.5434
122.4798,23.6579,13.3291
122.4800,23.6123,13.2264
122.4801,23.5676,13.6791
122.4803,23.5230,14.0207
122.4805,23.4764,14.3627
122.4807,23.4328,14.7041
122.4808,23.3871,14.9348
122.4810,23.3425,15.4986
122.4812,23.2979,17.7292
122.4814,23.2533,20.1819
122.4815,23.2077,22.8570
122.4817,23.1622,25.3099
122.4819,23.1185,27.2069
122.4821,23.0729,28.9931
122.4822,23.0284,31.6681
122.4824,22.9838,36.5653
122.4826,22.9382,41.4626
122.4828,22.8937,46.3598
122.4829,22.8541,50.2561
122.4831,22.8036,56.0433
122.4833,22.7600,60.0514
