lon,lat,depth,unc,etype,mag
96.0516,2.8005,29.8890,nan,ER,0.0000
94.7477,6.5220,23.6700,nan,ER,0.0000
94.6784,6.4404,11.6760,nan,ER,0.0000
96.0061,16.0685,12.9680,nan,ER,0.0000
104.4142,-5.7836,55.3490,nan,ER,0.0000
94.2660,7.3336,20.6850,nan,ER,0.0000
97.9581,0.3014,21.6860,nan,ER,0.0000
110.1100,-5.5782,557.5170,nan,ER,0.0000
97.9690,0.2683,32.1050,nan,ER,0.0000
94.3597,7.0204,28.1160,nan,ER,0.0000
103.7795,-5.9985,28.0260,nan,ER,0.0000
94.8576,24.5016,90.8330,nan,ER,0.0000
94.9824,18.4939,58.4150,nan,ER,0.0000
103.0374,-5.7601,30.8660,nan,ER,0.0000
93.1512,8.0327,48.3300,nan,ER,0.0000
93.8105,23.3141,70.2020,nan,ER,0.0000
94.1938,23.4616,63.5620,nan,ER,0.0000
100.8770,-3.7430,21.8010,nan,ER,0.0000
109.3723,-6.6437,255.2930,nan,ER,0.0000
93.9465,8.7082,13.3440,nan,ER,0.0000
101.7529,-3.5739,66.0000,nan,ER,0.0000
109.8735,-5.6816,557.4660,nan,ER,0.0000
102.8088,-5.1854,33.3730,nan,ER,0.0000
95.2691,24.7644,133.8180,nan,ER,0.0000
102.9804,-4.8296,55.1280,nan,ER,0.0000
105.1993,-6.6015,54.0270,nan,ER,0.0000
97.0509,1.9617,20.6780,nan,ER,0.0000
95.9666,1.6730,18.3290,nan,ER,0.0000
97.9693,-0.9581,19.5280,nan,ER,0.0000
97.9029,0.1815,28.2220,nan,ER,0.0000
97.8443,0.2497,21.2640,nan,ER,0.0000
102.5312,-5.5444,28.3940,nan,ER,0.0000
98.5640,25.0491,21.7770,nan,ER,0.0000
106.0191,21.5130,26.6870,nan,ER,0.0000
94.5850,24.4778,67.7820,nan,ER,0.0000
109.8278,-7.9144,108.4280,nan,ER,0.0000
97.2409,3.7280,26.9940,nan,ER,0.0000
102.3363,-5.0688,39.1660,nan,ER,0.0000
93.1931,7.9905,36.1710,nan,ER,0.0000
107.2096,-6.1782,223.0370,nan,ER,0.0000
97.2699,2.4413,37.2960,nan,ER,0.0000
102.3019,-3.9843,53.6740,nan,ER,0.0000
107.1040,-7.6402,57.2990,nan,ER,0.0000
98.5528,-0.5637,23.8570,nan,ER,0.0000
98.5767,-0.5534,26.8730,nan,ER,0.0000
103.9595,-5.8802,25.2270,nan,ER,0.0000
93.3494,13.2700,24.8030,nan,ER,0.0000
99.4478,-1.8313,28.6930,nan,ER,0.0000
98.4730,0.4829,29.8930,nan,ER,0.0000
92.4431,6.6077,28.6830,nan,ER,0.0000
93.3825,13.4420,8.4000,nan,ER,0.0000
97.2042,1.2857,19.9420,nan,ER,0.0000
94.4512,6.5426,32.3580,nan,ER,0.0000
94.0793,16.3677,29.6640,nan,ER,0.0000
104.3743,-4.7307,125.3190,nan,ER,0.0000
93.0564,13.2299,27.2390,nan,ER,0.0000
93.4434,9.8547,97.8920,nan,ER,0.0000
96.3463,3.8263,52.3550,nan,ER,0.0000
99.9062,0.3573,17.7750,nan,ER,0.0000
96.4827,0.6544,16.6160,nan,ER,0.0000
96.4521,0.6415,17.7990,nan,ER,0.0000
103.0882,-5.0463,48.6010,nan,ER,0.0000
102.1567,-4.2513,61.5680,nan,ER,0.0000
92.0748,24.9521,54.6480,nan,ER,0.0000
92.0947,24.9846,52.9290,nan,ER,0.0000
106.4057,-8.7168,12.3600,nan,ER,0.0000
93.5845,13.8061,42.5390,nan,ER,0.0000
97.1945,1.1788,18.4680,nan,ER,0.0000
102.5241,-2.6526,171.8120,nan,ER,0.0000
102.6242,-5.1454,46.2530,nan,ER,0.0000
102.1933,-5.1143,46.3980,nan,ER,0.0000
108.0300,-5.9506,304.7800,nan,ER,0.0000
108.1032,-4.8569,659.4690,nan,ER,0.0000
105.2787,-6.5516,19.1710,nan,ER,0.0000
94.6123,6.8711,36.5250,nan,ER,0.0000
90.7513,-11.4827,11.1760,nan,ER,0.0000
93.5111,22.3006,52.3300,nan,ER,6.0000
106.0390,-7.0989,38.4210,nan,ER,5.1000
99.6155,1.6958,161.4170,nan,ER,5.0000
105.3310,-5.9340,8.2230,nan,ER,5.0000
96.3628,3.1008,37.7190,nan,ER,5.0000
104.0133,-6.2896,39.3790,nan,ER,5.5000
107.3818,-9.7065,19.2180,nan,ER,5.2000
94.3530,21.5681,89.0070,nan,ER,5.8000
94.3981,18.2754,25.5010,nan,ER,5.0000
96.9008,3.3942,32.6540,nan,ER,5.1000
94.4328,23.5459,81.9530,nan,ER,5.1000
103.7226,-6.0684,49.3950,nan,ER,5.3000
95.4759,5.6597,15.3740,nan,ER,5.6000
95.4639,5.3049,23.5300,nan,ER,4.8000
96.4302,3.8045,63.2320,nan,ER,5.8000
104.7163,-6.1654,20.6550,nan,ER,5.7000
97.9483,0.3698,20.7360,nan,ER,5.1000
93.5926,13.8044,63.2900,nan,ER,5.1000
102.4472,-4.2380,67.9860,nan,ER,5.1000
104.7593,-6.3105,50.4580,nan,ER,5.7000
92.8016,9.8688,65.6630,nan,ER,5.2000
93.9030,22.8662,58.7480,nan,ER,5.2000
96.7961,5.1885,34.9980,nan,ER,5.3000
96.7104,5.1676,34.8340,nan,ER,5.1000
95.2864,24.8996,148.0120,nan,ER,5.5000
94.6373,23.4734,105.2370,nan,ER,5.4000
96.1743,14.1409,9.8090,nan,ER,5.9000
96.1233,14.0801,13.7080,nan,ER,5.1000
96.1060,14.1369,14.9750,nan,ER,5.2000
104.2869,-5.1685,13.8340,nan,ER,5.0000
