lon,lat,depth,unc,etype,src
-88.0991,10.6314,2.5800,nan,AS,nan
-87.9911,10.7434,2.5600,nan,AS,nan
-87.8802,10.8583,2.7600,nan,AS,nan
-87.7531,10.9900,3.5900,nan,AS,nan
-87.6339,11.1132,4.6500,nan,AS,nan
-87.4820,11.2700,7.2000,nan,AS,nan
-87.3734,11.3821,9.9800,nan,AS,nan
-87.2646,11.4941,14.6900,nan,AS,nan
-87.1421,11.6202,20.9100,nan,AS,nan
-87.0328,11.7324,31.0000,nan,AS,nan
-86.9535,11.8138,39.5900,nan,AS,nan
