lon,lat,depth
84.4829826324,25.0247345811,-1.296
84.4921362667,25.054194775,0.921
84.5012969938,25.0836630646,3.138
84.5109522852,25.1147063121,4.212
84.5209681658,25.1468915953,4.466
84.5309893302,25.1790762046,4.719
84.5410157886,25.2112601388,4.973
84.5510475516,25.2434433964,5.226
84.5610900301,25.2756432877,5.379
84.5711405414,25.3078511546,5.529
84.5811936941,25.3400496844,5.68
84.5912549035,25.3722561869,5.83
84.6013187724,25.4044533498,5.98
84.6113853069,25.4366411725,6.183
84.6214572223,25.4688283088,6.392
84.6315372395,25.5010234119,6.6
84.6416199497,25.5332091712,6.809
84.6517080724,25.56539424,7.018
84.6618016184,25.597578617,7.227
84.6719060307,25.6297796083,7.311
84.682018611,25.6619885578,7.376
84.6920795526,25.6940150891,7.704
84.7019772287,25.7255044313,8.854
84.711880148,25.7569931046,10.003
84.721791044,25.7884897604,11.153
84.7317044813,25.8199770917,12.303
84.7416231919,25.8514637502,13.453
84.7515471861,25.8829497344,14.603
84.7614628272,25.9143917828,15.785
84.7713673729,25.9457812449,17.008
84.7812772004,25.9771700329,18.231
84.7911923196,26.0085581457,19.454
84.8011127407,26.039945582,20.677
