lon,lat,depth,unc,etype,src
-99.8010,16.8710,18.8424,nan,RF,nan
-99.7320,17.1040,29.1872,nan,RF,nan
-99.6990,17.2150,33.6207,nan,RF,nan
-99.6630,17.3380,39.5320,nan,RF,nan
-99.6200,17.4790,45.4434,nan,RF,nan
-99.5810,17.6120,45.4434,nan,RF,nan
-99.5380,17.7570,45.4434,nan,RF,nan
-99.4710,17.9780,44.7044,nan,RF,nan
-99.4260,18.1290,43.2266,nan,RF,nan
-99.3760,18.2950,41.0099,nan,RF,nan
-99.3180,18.4900,41.7488,nan,RF,nan
-99.2660,18.6610,41.7488,nan,RF,nan
-99.2280,18.7870,45.4434,nan,RF,nan
-99.2020,18.8730,52.0936,nan,RF,nan
-99.1740,18.9650,69.0887,nan,RF,nan
-99.1160,19.1560,98.6453,nan,RF,nan
-99.0860,19.2570,126.7241,nan,RF,nan
-99.0550,19.3590,148.8916,nan,RF,nan
