lon,lat,depth
71.4295,36.871,100
71.4701,37.0062,100
71.5413,37.132,100
71.6668,37.2824,100
71.7922,37.4472,100
71.9303,37.564,100
72.1286,37.7342,100
72.3087,37.8947,100
72.5318,38.0267,100
72.9098,38.3864,100
73.1643,38.4464,100
73.4618,38.4828,100
73.7413,38.4998,100
73.9966,38.5021,100
74.2035,38.4992,100
74.4345,38.5012,100
71.6946,37.0419,125
71.7482,37.1242,125
71.8554,37.2792,125
71.9394,37.357,125
72.1199,37.4935,125
72.186,37.547,125
72.4327,37.7274,125
73.0465,38.1806,125
73.1553,38.2297,125
73.51235,38.34849,125
73.725174,38.350414,125
73.85307,38.337124,125
73.97482,38.328594,125
74.248795,38.307,125
74.41338,38.2796,125
74.553375,38.271233,125
74.760185,38.268288,125
75.26473,38.28247,125
71.8223,37.0431,150
71.8872,37.1784,150
71.9529,37.2609,150
72.0249,37.3289,150
73.5701,38.1372,150
73.6487,38.1716,150
73.7763,38.1776,150
73.9589,38.1696,150
74.1294,38.1519,150
71.8661,36.9568,175
71.9671,37.1262,175
72.2537,37.4947,175
72.3371,37.611,175
72.1839,37.2726,225
72.2798,37.3697,225
