lon,lat,depth,unc,Reference_,Location_T
-123.4474714,48.6555881,50.0,4,8.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-123.6441482,48.60155563,40.0,6,10.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-123.7185848,46.88890924,30.0,6,12.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-122.2034212,40.37886438,70.0,8,23.0,HYPOCENTERS <2002 (v.4)
