lon,lat,depth
142.3971,38.5552,28.0737
142.4072,38.6012,28.0780
142.4163,38.6428,28.0149
142.4260,38.6874,28.0861
142.4358,38.7319,28.0904
142.4456,38.7765,28.0276
142.4554,38.8210,28.0318
142.4652,38.8656,28.0360
142.4750,38.9101,27.9062
142.4842,38.9517,27.7761
142.4947,38.9992,27.7806
142.5036,39.0393,27.7174
142.5141,39.0869,27.5879
142.5240,39.1314,27.5921
142.5339,39.1759,27.5293
142.5435,39.2190,27.4664
142.5521,39.2576,27.4030
142.5633,39.3081,27.6088
142.5736,39.3541,27.8141
142.5839,39.4001,28.0865
142.5935,39.4432,28.3586
142.6028,39.4847,28.3625
142.6128,39.5293,28.1657
142.6228,39.5738,28.1699
142.6329,39.6184,28.1741
142.6429,39.6629,28.2453
142.6530,39.7074,28.3836
142.6630,39.7519,28.5218
142.6728,39.7950,28.6598
142.6828,39.8395,28.5300
142.6933,39.8855,28.2045
142.7031,39.9286,28.3375
142.7125,39.9702,28.2744
142.7230,40.0162,28.2787
142.7348,40.0681,28.2836
