lon,lat,depth,unc,etype,src
-101.0760,15.0109,4.5400,nan,AS,nan
-101.0550,15.0650,4.4200,nan,AS,nan
-100.9740,15.2709,4.5100,nan,AS,nan
-100.8750,15.5241,4.4900,nan,AS,nan
-100.8460,15.5984,4.3800,nan,AS,nan
-100.8280,15.6456,4.5100,nan,AS,nan
-100.8070,15.6980,4.0800,nan,AS,nan
-100.7770,15.7738,4.5900,nan,AS,nan
-100.7710,15.7907,4.4700,nan,AS,nan
-100.7520,15.8379,4.7200,nan,AS,nan
-100.7250,15.9055,4.2400,nan,AS,nan
-100.7050,15.9577,4.8600,nan,AS,nan
-100.6720,16.0421,4.6200,nan,AS,nan
-100.6000,16.2242,5.0200,nan,AS,nan
-100.5860,16.2597,4.6600,nan,AS,nan
-100.5690,16.3018,5.2800,nan,AS,nan
-100.5270,16.4096,6.1500,nan,AS,nan
-100.4760,16.5374,7.3300,nan,AS,nan
-100.4400,16.6269,6.9200,nan,AS,nan
-100.4040,16.7199,5.8300,nan,AS,nan
-100.3730,16.7956,6.8800,nan,AS,nan
-100.3510,16.8526,8.4800,nan,AS,nan
