lon,lat,depth,unc,etype,src
-145.6846,59.1165,6.4225,nan,AS,nan
-145.7606,59.1976,7.7454,nan,AS,nan
-145.8370,59.2786,9.2275,nan,AS,nan
-145.9138,59.3595,10.4973,nan,AS,nan
-145.9909,59.4405,11.8202,nan,AS,nan
-146.0684,59.5213,12.8246,nan,AS,nan
-146.1462,59.6021,12.9267,nan,AS,nan
-146.2245,59.6829,13.0288,nan,AS,nan
-146.3031,59.7636,13.3963,nan,AS,nan
-146.4615,59.9250,13.7066,nan,AS,nan
-146.3821,59.8443,13.7106,nan,AS,nan
-146.5412,60.0055,14.1802,nan,AS,nan
-146.6214,60.0861,14.7600,nan,AS,nan
-146.7019,60.1666,14.9151,nan,AS,nan
