lon,lat,depth,unc,etype,src
146.297,41.6319,7.07,nan,AS,nan
146.289,41.6362,7.1,nan,AS,nan
146.277,41.6431,7.19,nan,AS,nan
146.265,41.65,7.19,nan,AS,nan
146.249,41.6593,7.37,nan,AS,nan
146.232,41.6692,7.53,nan,AS,nan
146.216,41.6786,7.65,nan,AS,nan
146.188,41.6948,7.97,nan,AS,nan
146.166,41.7071,8.18,nan,AS,nan
146.133,41.726,8.53,nan,AS,nan
146.109,41.7399,8.73,nan,AS,nan
146.085,41.7534,8.89,nan,AS,nan
146.067,41.7641,8.94,nan,AS,nan
146.049,41.7745,9.08,nan,AS,nan
146.021,41.7904,9.49,nan,AS,nan
146.005,41.7998,9.72,nan,AS,nan
145.986,41.8101,9.77,nan,AS,nan
145.959,41.8255,9.75,nan,AS,nan
145.939,41.8372,9.79,nan,AS,nan
145.928,41.8433,9.7,nan,AS,nan
145.917,41.8497,9.61,nan,AS,nan
145.898,41.8606,9.88,nan,AS,nan
145.869,41.8773,10.32,nan,AS,nan
145.842,41.8927,10.65,nan,AS,nan
145.821,41.9046,10.69,nan,AS,nan
