lon,lat,depth,unc,Reference_,Location_T
-122.4536645,47.34161398,70.0,8,24.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-122.3012026,47.36828195,80.0,8,24.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-121.8407953,47.43825198,110.0,8,24.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-121.7044533,47.45362645,120.0,8,24.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-121.5336898,47.48171152,130.0,8,24.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-121.3770374,47.49769077,140.0,8,24.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-121.2224321,47.5245487,150.0,8,24.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-125.6405114,48.05378596,20.0,8,24.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-124.4976595,48.29494268,25.0,8,24.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-123.6667457,48.45136264,35.0,8,24.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-123.3116699,48.53098423,40.0,8,24.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-123.1326624,48.56122612,45.0,8,24.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-122.8666426,48.61127905,60.0,8,24.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-122.7180068,48.65077706,70.0,8,24.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-122.573163,48.68431616,80.0,8,24.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-122.4250922,48.70971857,90.0,8,24.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-122.2713202,48.73204693,100.0,8,24.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-122.1569643,48.76918069,110.0,8,24.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-121.9979285,48.79997604,120.0,8,24.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-121.829254,48.82743488,130.0,8,24.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-121.7001973,48.85162712,140.0,8,24.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-121.5573309,48.87490105,150.0,8,24.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-124.0865511,48.38002615,30.0,8,24.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-123.0058052,48.58704742,50.0,8,24.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-122.1543104,47.384552,90.0,8,24.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-121.9763481,47.40982979,100.0,8,24.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
