lon,lat,depth
126.156502,33.603699,404.907898
126.034302,29.960119,402.106689
125.971901,27.801300,402.106689
125.957298,27.261570,357.458801
125.950302,26.998400,273.895996
125.933899,26.362009,190.029404
125.916000,25.642349,123.057602
125.894501,24.742760,67.247841
125.866096,23.483299,44.923923
125.272697,32.869560,402.034180
125.169098,28.356400,413.268585
125.151100,27.456289,413.268585
125.141701,26.969179,382.032806
125.131599,26.430241,263.591400
125.124397,26.037991,208.799301
125.114403,25.476009,123.057602
125.101997,24.755899,67.247841
125.081398,23.495701,33.761959
123.548798,31.434940,402.106689
123.528702,27.651970,402.106689
123.524399,26.751249,390.944702
123.521599,26.135229,372.340515
123.520302,25.832939,345.390808
123.518799,25.490259,234.677200
123.515701,24.769690,156.543503
123.512802,24.049120,78.409798
123.509697,23.255800,44.165279
121.883202,29.449810,413.268585
121.912697,26.567949,413.268585
121.916100,26.207710,402.106689
121.922699,25.487240,346.296814
121.925903,25.127001,290.487000
121.927399,24.946880,178.867401
121.932098,24.406521,89.571754
121.935097,24.046289,56.085880
121.936203,23.910200,44.725620
122.916199,30.715481,413.268585
122.918701,27.652941,402.106689
122.919701,26.211750,402.106689
122.920097,25.618750,342.659302
122.920303,25.311001,257.001190
122.920700,24.770550,167.705505
122.920998,24.230101,100.733704
122.921204,23.869801,56.085880
122.921600,23.329350,44.923923
125.707397,33.066311,407.826904
125.586899,28.709240,413.268585
125.556702,27.449471,402.106689
125.548401,27.089531,379.782684
125.544296,26.909559,290.487000
125.528801,26.209391,213.166794
125.513100,25.469761,134.219589
125.494698,24.569870,67.247841
125.470398,23.310011,44.923923
124.834900,32.430729,409.708008
124.763000,28.542330,413.268585
124.745399,27.461929,413.268585
124.734200,26.741671,368.620819
124.726097,26.201469,290.487000
124.720802,25.841330,201.191406
124.710503,25.121059,100.733704
124.688797,23.500420,33.761959
121.512398,26.384230,424.430603
121.521500,25.663870,390.944702
121.528099,25.123610,323.972900
121.530296,24.943510,245.839203
121.532402,24.763420,167.705505
121.540703,24.045799,68.273315
121.542702,23.874760,57.564251
122.498703,30.427959,407.570190
122.517502,26.391109,402.106689
122.520500,25.670540,368.620819
122.521896,25.310249,312.811005
122.522598,25.130110,245.839203
122.523300,24.949970,190.029404
122.524696,24.589670,134.219589
122.526199,24.176741,88.003922
122.528702,23.508820,44.923923
124.401100,31.968861,402.106689
124.355499,28.727100,402.106689
124.337402,27.286310,402.106689
124.331001,26.746000,368.620819
124.326797,26.385799,323.972900
124.320702,25.845501,223.515289
124.314796,25.305189,145.381592
124.308998,24.764879,100.733704
124.294403,23.324060,44.923923
123.972801,31.612570,413.268585
123.943100,28.550461,413.268585
123.930702,27.109449,402.106689
123.926300,26.569080,379.782684
123.921997,26.028690,335.134918
123.919197,25.668440,245.839203
123.915100,25.128071,167.705505
123.908501,24.227430,89.571754
123.901001,23.146660,44.923923
132.288193,30.349979,43.418381
132.224503,29.673059,44.923923
131.895493,30.591040,33.761959
131.783798,29.344980,33.761959
130.817200,32.633862,233.492096
130.725601,31.562929,178.867401
130.667099,30.848820,134.219589
130.583206,29.777470,67.247841
130.440796,27.812840,33.761959
126.586197,33.546169,402.106689
126.412903,28.870991,402.106689
126.378403,27.791990,390.944702
126.372803,27.612150,301.648987
126.356400,27.072639,234.677200
126.324997,25.993570,100.733704
126.271797,24.015209,33.761959
127.025803,33.712669,402.106689
126.892700,30.657431,402.106689
126.810303,28.500521,390.944702
126.784798,27.781500,357.458801
126.778503,27.601740,279.325104
126.742302,26.523180,111.895706
126.713699,25.624331,56.085880
126.670601,24.186119,33.761959
127.076103,24.535561,33.761959
127.137398,26.332430,56.085880
127.156998,26.871469,89.571754
127.183998,27.590160,212.353302
