lon,lat,depth,unc,etype,src
-99.8494,16.8840,15,nan,RF,nan
-99.8327,16.9385,17,nan,RF,nan
-99.8208,16.9771,18,nan,RF,nan
-99.8102,17.0117,19,nan,RF,nan
-99.7945,17.0628,20,nan,RF,nan
-99.7777,17.1175,22,nan,RF,nan
-99.7673,17.1512,24,nan,RF,nan
-99.7525,17.1994,26,nan,RF,nan
-99.7435,17.2288,27,nan,RF,nan
-99.7312,17.2685,29,nan,RF,nan
-99.7177,17.3123,31,nan,RF,nan
-99.7058,17.3512,32,nan,RF,nan
-99.6837,17.4228,36,nan,RF,nan
-99.6718,17.4614,38,nan,RF,nan
-99.6623,17.4920,39,nan,RF,nan
-99.6504,17.5307,39,nan,RF,nan
-99.6404,17.5631,40,nan,RF,nan
-99.6216,17.6238,41,nan,RF,nan
-99.6069,17.6714,41,nan,RF,nan
-99.5944,17.7118,42,nan,RF,nan
-99.5769,17.7683,42,nan,RF,nan
-99.5613,17.8186,42,nan,RF,nan
-99.5483,17.8604,42,nan,RF,nan
-99.5087,17.9881,42,nan,RF,nan
-99.4978,18.0232,42,nan,RF,nan
-99.4822,18.0734,42,nan,RF,nan
-99.4621,18.1381,42,nan,RF,nan
-99.4381,18.2153,42,nan,RF,nan
-99.4334,18.2304,42,nan,RF,nan
-99.4208,18.2706,42,nan,RF,nan
-99.4106,18.3036,42,nan,RF,nan
-99.3845,18.3873,42,nan,RF,nan
-99.3645,18.4514,42,nan,RF,nan
-99.3498,18.4982,42,nan,RF,nan
-99.3406,18.5278,42,nan,RF,nan
-99.3301,18.5613,42,nan,RF,nan
-99.3235,18.5826,42,nan,RF,nan
-99.3109,18.6229,43,nan,RF,nan
-99.2971,18.6667,43,nan,RF,nan
-99.2813,18.7174,43,nan,RF,nan
-99.2674,18.7615,43,nan,RF,nan
-99.2569,18.7951,44,nan,RF,nan
-99.2460,18.8297,44,nan,RF,nan
-99.2299,18.8810,45,nan,RF,nan
-99.2138,18.9326,47,nan,RF,nan
-99.1957,18.9901,51,nan,RF,nan
-99.1897,19.0091,53,nan,RF,nan
-99.1772,19.0489,58,nan,RF,nan
-99.1634,19.0928,65,nan,RF,nan
-99.1424,19.1595,80,nan,RF,nan
-99.1281,19.2047,90,nan,RF,nan
-99.1087,19.2665,107,nan,RF,nan
-99.0824,19.3495,128,nan,RF,nan
-99.0769,19.3672,133,nan,RF,nan
-99.0611,19.4172,146,nan,RF,nan
-99.0431,19.4740,161,nan,RF,nan
-99.0336,19.5040,169,nan,RF,nan
-99.0147,19.5638,185,nan,RF,nan
-99.0058,19.5919,191,nan,RF,nan
-98.9816,19.6682,210,nan,RF,nan
-98.9717,19.6995,219,nan,RF,nan
-98.8434,20.1028,353,nan,RF,nan
-98.8339,20.1327,366,nan,RF,nan
-98.8204,20.1749,381,nan,RF,nan
-98.8105,20.2058,394,nan,RF,nan
