lon,lat,depth,unc,etype,src
101.3380,-7.4722,6.0200,nan,AS,nan
101.4330,-7.3821,5.7900,nan,AS,nan
101.5130,-7.3057,6.0400,nan,AS,nan
101.6140,-7.2101,5.5700,nan,AS,nan
101.7000,-7.1281,5.3400,nan,AS,nan
101.7740,-7.0571,5.3500,nan,AS,nan
101.8630,-6.9725,5.8400,nan,AS,nan
101.9580,-6.8822,6.0900,nan,AS,nan
102.0440,-6.8003,6.5800,nan,AS,nan
102.1150,-6.7320,7.0700,nan,AS,nan
102.2120,-6.6391,8.2900,nan,AS,nan
102.3210,-6.5352,9.5000,nan,AS,nan
102.4380,-6.4231,10.9600,nan,AS,nan
102.5520,-6.3138,12.6600,nan,AS,nan
102.6640,-6.2072,14.3600,nan,AS,nan
102.7580,-6.1170,16.0500,nan,AS,nan
102.8520,-6.0267,17.2700,nan,AS,nan
102.9690,-5.9146,19.4500,nan,AS,nan
103.1170,-5.7722,21.3900,nan,AS,nan
103.2570,-5.6381,23.5800,nan,AS,nan
103.3590,-5.5396,25.0300,nan,AS,nan
103.4840,-5.4191,26.9700,nan,AS,nan
103.5980,-5.3096,28.9100,nan,AS,nan
103.6580,-5.2521,29.6400,nan,AS,nan
