lon,lat,depth
24.5192,34.2147,59.5503
24.5255,34.2829,59.5654
24.5326,34.3604,59.9806
24.5400,34.4410,59.9985
24.5484,34.5309,60.0185
24.5558,34.6115,60.4344
24.5647,34.7076,60.4557
24.5740,34.8068,61.6718
24.5824,34.8967,62.2887
24.5913,34.9920,62.9069
24.5993,35.0780,64.1200
24.6076,35.1663,65.0352
24.6159,35.2547,65.3533
24.6245,35.3453,66.2689
24.6328,35.4337,67.4826
24.6419,35.5290,68.6977
24.6505,35.6196,70.2104
24.6578,35.6963,72.6155
24.6671,35.7939,75.3237
24.6757,35.8846,78.9259
24.6842,35.9728,82.8261
24.6934,36.0681,86.7279
24.7023,36.1611,90.3306
24.7106,36.2470,93.9318
24.7189,36.3330,98.1300
