lon,lat,depth
85.0099870801,26.9261096033,1.791
85.0100702796,26.9859350812,5.331
85.0101590014,27.0496727784,7.754
85.0102507523,27.1155059861,9.579
85.0103445418,27.1827242094,10.341
85.0104393385,27.2505809786,10.619
85.0105342502,27.3184377479,10.897
85.0106292775,27.386294517,11.176
85.0107244354,27.4541602797,11.41
85.0108197481,27.5220530232,11.577
85.0109151657,27.589936773,11.744
85.011010714,27.6578295163,11.911
85.0111051139,27.7248228989,13.035
85.0111993748,27.7916364092,14.361
85.0112937522,27.8584499194,15.688
85.0113882331,27.925254436,17.014
85.0114828441,27.9920679461,18.34
85.011577087,28.058539699,19.844
85.0116707827,28.1245437843,21.59
85.0117646064,28.1905568632,23.336
85.0118585336,28.2565609484,25.082
85.0119525895,28.3225740271,26.828
85.0120467496,28.3885781121,28.573
85.0121410401,28.4545911907,30.319
85.012235152,28.5203974163,32.149
85.0123284671,28.5855650956,34.241
85.0124219103,28.6507417685,36.332
85.0125154699,28.7159184414,38.424
85.0126091462,28.7810951142,40.515
85.0127029396,28.8462717869,42.607
85.0127968508,28.9114484595,44.698
85.0128915681,28.9771017933,46.599
85.0129864315,29.0427731142,48.491
85.0130814158,29.1084444351,50.384
85.0131765346,29.1741247495,52.277
85.0132745549,29.2417207022,52.537
85.013373162,29.309631431,52.537
85.0134719003,29.3775421599,52.537
85.0135707706,29.4454528886,52.537
85.0136697733,29.5133636172,52.537
85.0137689089,29.5812743458,52.537
85.013868178,29.6491850743,52.497
85.0139675812,29.7170958028,52.448
85.0140671057,29.7849975375,52.399
85.0141667785,29.8529082658,52.35
85.014266587,29.920818994,52.301
85.0143665318,29.9887297221,52.253
85.0144666136,30.0566404502,52.204
85.0145668324,30.1245511782,52.155
85.0146671895,30.1924619061,52.106
85.0147676849,30.2603726339,52.057
85.0148683194,30.3282833617,52.008
85.0149690803,30.3961850957,51.959
