lon,lat,depth,unc,etype,src
-66.7645,-23.3282,208.1200,nan,ER,nan
-66.4293,-23.2098,225.0200,nan,ER,nan
-66.9792,-24.1998,186.1100,nan,ER,nan
-68.6110,-23.7218,86.7200,nan,ER,nan
-68.1342,-23.2060,108.7400,nan,ER,nan
-66.7787,-23.5015,198.2100,nan,ER,nan
-68.6330,-22.3835,99.0000,nan,ER,nan
-67.3403,-22.0235,169.1300,nan,ER,nan
-67.3973,-24.0537,141.1200,nan,ER,nan
-66.8188,-23.7220,196.2200,nan,ER,nan
-66.8510,-23.6030,200.5000,nan,ER,nan
-66.4982,-23.2003,237.6300,nan,ER,nan
-66.7155,-23.2683,214.6400,nan,ER,nan
-66.7032,-23.1003,208.2300,nan,ER,nan
-68.8040,-25.1820,116.0500,nan,ER,nan
-68.6382,-22.0542,105.2800,nan,ER,nan
-66.8592,-22.6503,198.6900,nan,ER,nan
-66.8837,-24.1517,191.1600,nan,ER,nan
-66.3757,-22.7507,236.3400,nan,ER,nan
-67.1977,-24.2213,167.2000,nan,ER,nan
-66.7820,-23.9950,208.7200,nan,ER,nan
-67.1815,-24.3718,166.8000,nan,ER,nan
-66.9268,-24.0288,187.6500,nan,ER,nan
-66.8835,-23.3493,187.2900,nan,ER,nan
-68.4543,-22.7482,97.8100,nan,ER,nan
-68.5622,-23.3342,94.9100,nan,ER,nan
-66.5048,-23.1168,233.0300,nan,ER,nan
-66.7738,-23.4388,203.9100,nan,ER,nan
-67.0318,-23.8912,185.1400,nan,ER,nan
-67.0970,-24.2183,180.8200,nan,ER,nan
-66.9115,-23.5347,189.2000,nan,ER,nan
-68.5783,-22.3467,101.8100,nan,ER,nan
-66.8493,-23.9732,204.7000,nan,ER,nan
-67.2353,-24.2037,166.4300,nan,ER,nan
-66.7528,-23.8862,205.5500,nan,ER,nan
-67.8367,-23.9362,129.3700,nan,ER,nan
-66.5543,-23.6560,220.4200,nan,ER,nan
-68.4430,-24.2033,97.4400,nan,ER,nan
-66.5163,-23.8758,222.2700,nan,ER,nan
-66.8627,-23.6710,203.2100,nan,ER,nan
-66.9667,-24.2447,192.8300,nan,ER,nan
-66.7547,-23.5827,200.9400,nan,ER,nan
-67.1995,-23.6933,173.2600,nan,ER,nan
-66.8730,-24.0713,199.1100,nan,ER,nan
-66.8220,-23.9695,200.7800,nan,ER,nan
-66.5768,-23.0482,219.7000,nan,ER,nan
-67.3298,-22.0175,172.8000,nan,ER,nan
-69.5315,-23.7738,72.8400,nan,ER,nan
-67.1040,-24.1638,179.7600,nan,ER,nan
-67.0655,-24.1112,184.6100,nan,ER,nan
-67.1480,-24.3168,176.6100,nan,ER,nan
-67.9273,-22.4142,138.4200,nan,ER,nan
-67.2045,-24.2830,171.3600,nan,ER,nan
-67.0417,-24.1617,188.8300,nan,ER,nan
-66.8240,-23.9657,199.1700,nan,ER,nan
-66.7710,-23.4263,204.1800,nan,ER,nan
-68.8520,-22.7292,98.6300,nan,ER,nan
-67.1268,-23.9875,172.1400,nan,ER,nan
-66.7662,-23.1372,205.5400,nan,ER,nan
-66.8872,-24.0010,196.1500,nan,ER,nan
-67.6617,-22.9227,133.1300,nan,ER,nan
-67.0585,-24.2087,181.1400,nan,ER,nan
