lon,lat,depth,unc,etype,src
-172.8100,50.8709,10.2700,nan,AS,nan
-172.8090,50.8768,10.3800,nan,AS,nan
-172.8090,50.8804,10.3800,nan,AS,nan
-172.8070,50.8924,10.5900,nan,AS,nan
-172.8040,50.9175,11.2800,nan,AS,nan
-172.8030,50.9259,11.8100,nan,AS,nan
-172.8020,50.9390,10.9500,nan,AS,nan
-172.8000,50.9522,11.2700,nan,AS,nan
-172.7990,50.9653,10.5700,nan,AS,nan
-172.7960,50.9904,11.8500,nan,AS,nan
-172.7950,51.0023,11.1000,nan,AS,nan
-172.7930,51.0155,11.8900,nan,AS,nan
-172.7910,51.0322,12.2600,nan,AS,nan
-172.7890,51.0538,13.0600,nan,AS,nan
-172.7850,51.0801,13.8500,nan,AS,nan
-172.7830,51.1041,15.0700,nan,AS,nan
-172.7800,51.1304,15.8100,nan,AS,nan
-172.7760,51.1591,16.2300,nan,AS,nan
-172.7690,51.2200,16.7000,nan,AS,nan
-172.7630,51.2678,16.6300,nan,AS,nan
