lon,lat,depth,unc,etype,src
-151.1194,61.4850,26.2340,nan,ER,nan
-150.7045,60.2102,54.9840,nan,ER,nan
-151.3027,61.6045,101.2430,nan,ER,nan
-146.4989,61.4538,21.6440,nan,ER,nan
-149.4712,61.0783,40.4540,nan,ER,nan
-151.5088,59.7852,64.9470,nan,ER,nan
-150.7668,60.2464,68.8250,nan,ER,nan
-150.9818,60.0168,47.4350,nan,ER,nan
-150.9846,60.0186,43.4470,nan,ER,nan
-149.0873,60.8946,24.4540,nan,ER,nan
-151.6678,61.0506,111.4310,nan,ER,nan
-151.9688,60.1190,107.8150,nan,ER,nan
-147.0857,61.8171,32.1550,nan,ER,nan
-150.7063,62.2021,73.3870,nan,ER,nan
-152.7246,60.1935,160.4280,nan,ER,nan
-149.0313,62.3874,38.5820,nan,ER,nan
-152.4536,60.2243,140.2860,nan,ER,nan
-148.9583,62.0168,41.2040,nan,ER,nan
-152.2715,59.9957,111.5510,nan,ER,nan
-152.5846,59.9755,122.4200,nan,ER,nan
-151.7013,61.1305,115.1500,nan,ER,nan
-150.3218,61.0596,29.0140,nan,ER,nan
-152.9913,59.9351,151.0050,nan,ER,nan
-151.5432,60.6377,90.1880,nan,ER,nan
-150.4778,61.5557,68.0100,nan,ER,nan
-149.1588,61.9004,19.9910,nan,ER,nan
-149.8659,61.6891,51.5070,nan,ER,nan
-150.8669,60.7537,67.8650,nan,ER,nan
-150.8820,60.2232,72.9910,nan,ER,nan
-150.8709,61.4843,90.0500,nan,ER,nan
-149.0305,61.7484,20.4110,nan,ER,nan
-149.7488,61.6664,53.2360,nan,ER,nan
-150.6423,60.4236,53.7270,nan,ER,nan
-149.9881,61.2561,23.1960,nan,ER,nan
-152.0012,60.7641,110.4880,nan,ER,nan
-152.5259,59.9188,118.8530,nan,ER,nan
-149.4142,61.3981,45.2920,nan,ER,nan
-147.5303,60.9439,1.8140,nan,ER,nan
-147.2294,60.3509,26.3050,nan,ER,nan
-152.1089,59.6688,86.3610,nan,ER,nan
-151.0191,61.2636,81.8700,nan,ER,nan
-149.5950,62.2783,50.9900,nan,ER,nan
-147.3501,62.0785,32.9060,nan,ER,nan
-151.8981,60.5606,116.6360,nan,ER,nan
-151.8686,61.1473,131.2890,nan,ER,nan
-146.6171,61.4739,26.7790,nan,ER,nan
-150.6964,60.5943,26.7130,nan,ER,nan
-149.2547,62.0263,45.5550,nan,ER,nan
-147.7904,60.3862,26.6390,nan,ER,nan
-152.0433,60.5558,116.7250,nan,ER,nan
-152.5063,59.9458,122.1910,nan,ER,nan
-151.1920,61.4294,84.6480,nan,ER,nan
-151.2197,61.4282,84.8420,nan,ER,nan
-150.4367,61.0772,49.9770,nan,ER,nan
-151.5233,59.2892,56.0810,nan,ER,nan
-149.9313,61.6168,49.7860,nan,ER,nan
-150.9678,62.9095,115.2160,nan,ER,nan
-149.5112,61.1431,42.3610,nan,ER,nan
-147.3413,60.9499,38.2860,nan,ER,nan
