lat,lon,depth,unc,etype,mag,time,Paz,Ppl,Taz,Tpl,S1,D1,R1,S2,D2,R2,mlon,mlat,mdep,ID,src
6.062,126.086,132.200,15.000,EQ,5.300,2006-02-19 00:49:16.600,295.655,2.625,201.881,55.133,234.479,56.785,132.931,354.970,52.226,43.869,126.270,6.050,130.800,100874,92217
5.987,125.919,142.000,15.000,EQ,6.100,1979-02-11 22:22:20.900,110.311,5.529,210.057,60.238,228.540,47.003,131.744,355.928,56.927,54.471,126.240,6.130,142.500,100098,92217
6.160,125.868,160.490,15.000,EQ,4.800,2016-11-03 15:21:08.880,146.827,24.787,260.887,41.440,285.485,40.143,164.569,27.400,80.123,50.890,126.110,6.170,148.300,101401,92217
5.955,125.794,126.560,15.000,EQ,4.600,2014-09-06 09:14:24.440,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102577,92217
6.761,123.707,565.800,15.000,EQ,6.900,2003-05-26 23:13:29.720,217.609,47.178,85.325,31.943,334.265,81.690,244.453,227.441,26.778,-18.711,123.811,6.760,580.500,101424,92217
5.293,123.337,525.000,15.000,EQ,7.100,2005-02-05 12:23:18.940,279.698,57.731,88.977,31.816,161.992,13.911,249.449,3.111,76.990,-85.031,123.742,5.390,530.500,101425,92217
6.426,125.905,103.900,15.000,EQ,5.000,2006-12-12 09:37:38.740,300.883,28.663,101.176,59.858,53.587,18.072,118.617,203.735,74.198,81.117,126.130,6.550,97.500,100914,92217
6.718,123.409,607.100,15.000,EQ,7.300,2010-07-23 22:08:11.250,273.728,54.911,122.346,31.662,250.816,18.238,318.489,20.867,78.029,-103.861,123.511,6.620,590.500,101427,92217
6.497,123.480,578.000,15.000,EQ,7.600,2010-07-23 22:51:11.840,249.227,53.595,101.553,31.928,358.326,78.746,254.060,233.981,19.428,-35.925,123.772,6.590,570.500,101428,92217
6.776,123.259,640.600,15.000,EQ,7.500,2010-07-23 23:15:10.190,279.799,60.181,145.045,21.975,39.593,69.581,249.548,266.500,28.587,-46.814,123.461,6.780,640.500,101429,92217
6.548,123.222,618.000,15.000,EQ,6.600,2010-07-29 07:31:56.240,296.926,51.378,130.509,37.832,259.190,9.547,314.273,34.517,83.180,-96.696,123.451,6.530,620.500,101430,92217
6.355,126.379,90.400,15.000,EQ,5.400,1990-09-12 10:21:49.300,94.171,32.759,247.219,54.177,223.897,17.068,139.472,353.155,79.005,76.864,126.390,6.620,58.700,100415,92217
5.069,123.212,588.300,15.000,EQ,5.700,2000-08-31 08:24:11.480,302.108,59.144,139.567,29.680,251.636,16.834,297.493,43.103,75.114,-97.952,123.490,5.050,578.700,100704,92217
4.738,123.846,476.790,15.000,EQ,4.100,2015-07-01 16:05:10.020,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102467,92217
6.061,125.857,128.760,15.000,EQ,4.700,2015-02-21 18:19:32.280,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102668,92217
6.700,126.178,70.600,15.000,EQ,4.900,2007-03-26 11:17:08.630,89.553,40.165,344.198,17.419,118.625,48.106,340.832,221.693,75.853,-136.478,126.330,6.730,62.700,100938,92217
6.636,123.911,572.800,15.000,EQ,5.600,2007-05-09 09:01:47.560,246.078,53.770,55.710,35.781,330.078,80.970,275.013,120.880,10.318,-118.802,123.910,6.620,569.200,100945,92217
6.654,123.569,597.600,15.000,EQ,5.300,2011-06-24 17:23:43.700,272.031,52.334,108.005,36.580,11.109,82.048,262.163,235.964,11.147,-45.691,123.400,6.670,598.200,101136,92217
5.602,124.054,477.200,15.000,EQ,5.900,1992-04-28 01:55:47.230,227.095,54.757,64.147,34.038,185.568,13.269,307.657,327.159,79.531,-98.198,123.910,5.550,473.100,100462,92217
6.272,125.844,151.180,15.000,EQ,4.300,2015-09-15 04:13:32.180,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102676,92217
5.983,125.929,151.000,15.000,EQ,5.900,1994-07-06 09:13:10.170,103.160,35.851,216.032,28.276,158.020,85.459,311.283,253.173,41.487,-173.136,126.080,5.980,148.000,100543,92217
5.957,125.778,129.900,15.000,EQ,5.700,2008-10-23 09:21:15.090,94.865,24.400,315.681,59.062,19.361,71.676,108.807,152.073,26.024,45.772,125.980,5.940,126.700,101001,92217
6.087,125.917,141.310,15.000,EQ,4.200,2015-12-07 14:08:41.940,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102680,92217
5.323,124.260,431.900,15.000,EQ,5.400,2008-12-25 18:12:07.420,252.591,49.356,105.340,35.829,248.608,18.112,336.771,0.800,82.957,-106.729,124.270,5.390,421.400,101012,92217
6.085,125.915,144.800,15.000,EQ,5.300,1993-02-03 15:20:18.020,88.000,28.155,353.789,7.812,223.992,76.258,206.259,127.307,64.547,-15.253,125.920,6.070,133.200,100505,92217
6.699,123.709,616.900,15.000,EQ,5.300,1993-02-13 22:11:11.850,300.520,46.774,139.685,41.600,295.520,10.035,344.770,40.527,87.376,-99.689,123.710,6.710,615.400,100506,92217
5.363,123.556,548.640,15.000,EQ,4.300,2014-01-12 00:52:20.100,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102558,92217
5.452,123.682,566.600,15.000,EQ,4.400,2014-03-01 01:55:06.670,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102559,92217
5.858,123.720,553.190,15.000,EQ,4.000,2014-03-19 15:31:16.050,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102560,92217
5.539,123.904,534.430,15.000,EQ,4.400,2014-04-23 16:18:33.250,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102561,92217
5.698,123.959,530.170,15.000,EQ,4.500,2014-08-18 15:53:21.220,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102562,92217
5.632,123.594,544.880,15.000,EQ,4.200,2015-03-05 10:18:03.660,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102565,92217
5.671,123.635,573.450,15.000,EQ,4.100,2015-12-13 07:42:27.210,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102566,92217
5.835,124.673,382.990,15.000,EQ,4.000,2014-01-14 03:04:35.470,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102567,92217
5.079,124.513,399.420,15.000,EQ,4.200,2014-04-12 16:00:52.510,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102568,92217
5.914,124.018,528.020,15.000,EQ,4.200,2014-05-23 05:09:39.130,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102569,92217
6.171,125.914,156.400,15.000,EQ,5.200,1998-07-18 16:04:26.040,347.433,17.498,239.556,44.236,34.532,45.098,23.344,287.589,73.700,132.654,125.710,6.030,149.900,100637,92217
5.927,125.776,160.100,15.000,EQ,5.700,2009-05-29 19:51:18.040,106.146,19.960,209.329,32.126,340.102,82.262,38.542,243.980,51.873,170.145,125.960,5.860,146.900,101041,92217
6.430,125.827,160.500,15.000,EQ,5.400,1993-11-23 15:02:13.020,141.349,9.049,241.022,46.532,269.223,51.361,149.028,19.768,66.299,42.994,126.010,6.620,151.800,100532,92217
6.157,123.126,614.000,15.000,EQ,6.600,2014-12-02 05:11:31.000,263.117,41.589,116.654,43.204,189.663,89.157,107.531,282.331,17.551,2.798,123.270,6.140,650.500,100021,92217
5.995,125.999,122.700,15.000,EQ,5.200,2009-07-21 07:13:29.200,92.738,11.115,191.899,39.024,224.547,54.442,157.683,327.972,72.006,37.694,126.120,5.930,103.400,101053,92217
5.896,125.721,165.530,15.000,EQ,4.500,2015-07-18 09:45:08.300,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102591,92217
5.957,125.747,121.450,15.000,EQ,4.300,2015-07-27 05:21:39.670,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102592,92217
5.888,125.660,201.600,15.000,EQ,5.700,1987-08-10 09:58:02.980,132.005,13.392,254.144,65.890,25.799,61.207,67.421,246.605,35.983,124.939,125.820,5.900,180.900,100300,92217
6.576,126.108,49.890,15.000,EQ,5.200,2016-06-25 06:40:29.710,122.417,14.136,9.848,56.726,55.648,65.261,122.747,178.699,40.193,40.425,125.970,6.570,60.500,100044,92217
6.602,126.251,74.900,15.000,EQ,4.900,2009-11-16 19:58:59.700,122.184,22.620,298.493,67.338,31.097,67.632,88.582,214.820,22.411,93.442,126.400,6.460,52.000,101069,92217
5.942,125.816,133.700,15.000,EQ,5.200,1995-01-20 05:41:59.870,77.743,18.506,218.562,66.645,189.085,29.119,119.213,336.462,64.866,74.791,125.850,6.100,131.000,100557,92217
6.691,126.274,65.000,15.000,EQ,5.200,2009-12-10 15:06:44.420,112.455,23.349,316.980,64.616,30.201,68.986,100.079,183.834,23.207,65.507,126.530,6.510,56.000,101074,92217
5.954,123.818,530.500,15.000,EQ,6.100,1995-04-23 06:38:11.200,323.157,70.773,225.254,2.745,334.138,45.450,297.206,117.905,50.669,-114.912,124.170,6.390,534.600,100565,92217
