lat,lon,depth,unc,etype,mag,time,Paz,Ppl,Taz,Tpl,S1,D1,R1,S2,D2,R2,mlon,mlat,mdep,ID,src
6.619,123.397,618.000,15.000,EQ,5.300,2010-07-12 16:53:06.830,292.541,43.704,121.030,45.980,311.690,4.404,15.031,206.701,88.859,94.254,123.450,6.730,614.700,101092,92217
6.218,123.519,553.000,15.000,EQ,6.600,2010-07-24 05:35:01.060,263.878,56.074,113.577,30.297,239.719,19.361,316.069,11.986,76.703,-104.201,123.560,6.230,556.400,101094,92217
6.820,123.562,618.400,15.000,EQ,5.300,2010-07-25 08:18:29.180,294.056,49.563,88.627,37.582,125.209,14.197,205.849,10.051,83.862,-77.174,123.560,6.860,608.500,101095,92217
6.669,123.250,625.700,15.000,EQ,5.400,2010-07-26 23:06:49.750,77.818,63.779,222.322,21.850,143.588,68.212,284.859,288.031,26.167,-122.681,123.270,6.760,634.600,101096,92217
6.748,123.564,594.500,15.000,EQ,5.200,2010-08-24 20:48:04.610,267.205,52.864,120.984,32.189,255.239,19.883,326.640,17.002,79.221,-106.808,123.730,7.100,608.700,101099,92217
6.516,125.972,98.800,15.000,EQ,5.000,2012-01-17 10:00:22.030,287.698,0.071,197.584,58.401,225.327,53.030,130.982,350.020,52.905,48.936,126.140,6.530,82.600,101159,92217
6.368,123.874,552.400,15.000,EQ,4.200,2014-08-25 17:38:04.630,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102642,92217
6.764,123.687,602.300,15.000,EQ,5.200,2010-10-05 08:26:28.130,255.036,32.972,164.362,1.038,34.642,68.160,205.364,294.640,66.570,-23.919,123.680,6.910,605.700,101107,92217
6.273,123.963,519.410,15.000,EQ,4.700,2014-09-27 05:01:18.380,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102645,92217
6.506,123.382,630.860,15.000,EQ,4.100,2014-10-26 02:07:07.570,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102646,92217
5.936,124.727,387.900,15.000,EQ,5.200,2012-01-29 00:06:52.050,307.814,48.767,81.210,31.054,11.299,80.386,294.591,121.348,26.294,-157.851,124.570,5.890,384.700,101161,92217
6.139,123.662,587.110,15.000,EQ,4.000,2014-12-31 16:28:52.380,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102648,92217
6.315,123.713,606.460,15.000,EQ,4.700,2015-01-20 20:33:11.350,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102649,92217
6.416,123.675,624.280,15.000,EQ,4.300,2015-10-21 11:24:07.030,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102650,92217
6.499,123.917,569.030,15.000,EQ,4.400,2015-11-19 08:04:19.900,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102651,92217
6.555,124.178,564.490,15.000,EQ,4.400,2014-02-08 00:48:48.780,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102652,92217
6.807,123.863,554.000,15.000,EQ,5.400,1978-10-31 11:21:01.100,224.974,78.320,85.970,8.868,349.330,54.306,260.702,185.004,36.729,-77.326,123.660,6.680,564.500,100093,92217
6.183,125.991,144.220,15.000,EQ,4.400,2014-01-10 23:27:37.030,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102656,92217
6.304,125.743,165.360,15.000,EQ,4.500,2014-02-19 05:56:58.850,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102657,92217
6.411,125.249,213.310,15.000,EQ,4.200,2014-06-13 05:01:12.910,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102658,92217
6.042,126.035,165.240,15.000,EQ,4.500,2015-04-27 12:05:00.160,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102699,92217
6.406,125.971,91.660,15.000,EQ,4.200,2015-01-05 14:09:22.730,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102666,92217
6.377,125.924,136.990,15.000,EQ,4.300,2015-02-07 06:56:39.720,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102667,92217
6.006,125.696,175.200,15.000,EQ,5.200,2011-05-22 19:07:46.120,110.750,13.101,292.292,76.894,21.041,58.102,90.401,200.282,31.900,89.355,125.790,5.910,154.100,101132,92217
6.355,125.866,135.330,15.000,EQ,4.000,2015-02-26 19:37:00.790,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102669,92217
6.593,125.909,159.510,15.000,EQ,4.400,2015-04-18 20:42:56.750,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102670,92217
6.228,125.943,138.370,15.000,EQ,4.300,2015-04-25 17:22:42.670,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102671,92217
6.040,125.867,161.650,15.000,EQ,4.400,2015-05-21 01:07:28.400,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102672,92217
6.060,125.938,154.520,15.000,EQ,4.300,2015-07-20 21:06:25.520,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102673,92217
6.113,125.866,125.550,15.000,EQ,4.000,2015-08-11 23:39:56.710,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102674,92217
6.144,125.671,117.430,15.000,EQ,4.100,2015-09-09 00:52:20.330,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102675,92217
6.756,123.561,595.700,15.000,EQ,5.500,1997-12-02 11:47:47.180,261.601,54.011,116.811,30.684,248.542,21.096,324.052,12.623,77.802,-107.344,123.580,6.790,591.900,100628,92217
6.050,125.907,159.340,15.000,EQ,4.200,2015-10-01 21:28:50.520,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102678,92217
7.363,123.689,615.400,15.000,EQ,5.300,2011-10-01 04:21:51.600,284.562,81.172,88.548,8.490,175.669,36.570,265.970,0.682,53.535,-87.016,123.460,7.460,608.600,101144,92217
6.091,125.950,80.150,15.000,EQ,4.400,2015-12-16 07:51:18.570,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102681,92217
6.574,125.942,76.500,15.000,EQ,4.300,2015-12-19 23:30:15.670,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102682,92217
6.096,126.112,135.310,15.000,EQ,4.600,2014-01-02 10:34:31.380,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102684,92217
6.595,126.033,71.730,15.000,EQ,4.200,2014-01-16 04:11:54.280,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102685,92217
6.330,126.174,91.270,15.000,EQ,4.300,2014-05-02 04:35:44.050,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102688,92217
6.495,125.987,147.300,15.000,EQ,5.300,1998-08-05 12:13:29.210,79.205,31.346,234.277,56.112,339.399,77.341,78.129,203.205,17.288,132.485,125.230,6.930,151.400,100641,92217
6.406,126.128,81.080,15.000,EQ,4.200,2014-10-16 07:39:14.920,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102691,92217
6.566,126.094,144.320,15.000,EQ,4.400,2014-12-04 16:08:18.490,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102692,92217
6.378,126.106,111.720,15.000,EQ,4.200,2014-12-28 20:30:04.310,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102693,92217
6.566,126.226,83.370,15.000,EQ,4.400,2015-01-05 14:04:44.590,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102694,92217
6.547,126.097,81.220,15.000,EQ,4.500,2015-01-26 00:17:43.440,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102695,92217
6.490,126.198,93.000,15.000,EQ,5.800,1981-09-03 04:29:52.950,126.172,43.945,255.125,33.115,289.632,28.715,192.550,188.584,84.007,-61.865,126.330,6.440,83.900,100137,92217
6.624,126.175,30.000,15.000,EQ,5.600,2013-12-03 23:58:49.900,120.610,5.873,24.033,48.070,174.745,53.243,34.492,62.394,63.018,137.816,126.160,6.600,43.300,101255,92217
6.442,126.173,54.850,15.000,EQ,4.400,2015-05-12 18:16:26.170,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102700,92217
6.740,123.378,620.000,15.000,EQ,6.600,2009-10-04 10:58:00.170,310.473,42.138,131.748,47.855,28.544,2.928,77.481,221.079,87.142,90.635,123.682,6.640,630.500,101426,92217
6.335,126.376,65.170,15.000,EQ,4.400,2015-07-31 01:45:10.820,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102702,92217
6.198,126.277,145.300,15.000,EQ,4.400,2015-12-06 13:41:38.370,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102703,92217
6.592,126.072,56.880,15.000,EQ,4.800,2015-12-10 07:36:26.340,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102704,92217
6.574,126.133,66.190,15.000,EQ,4.600,2015-12-10 10:00:05.010,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102705,92217
6.152,126.229,31.060,15.000,EQ,4.600,2015-12-28 01:31:17.420,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102706,92217
7.393,123.844,598.230,15.000,EQ,4.400,2015-05-21 12:14:04.180,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102707,92217
7.351,123.856,587.230,15.000,EQ,4.500,2015-05-30 01:40:22.640,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102708,92217
7.055,124.311,485.150,15.000,EQ,4.000,2014-03-24 18:29:54.880,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102710,92217
7.104,124.129,562.150,15.000,EQ,4.300,2014-08-03 21:13:58.260,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102711,92217
5.512,123.705,526.200,15.000,EQ,5.100,1999-10-20 23:58:52.530,294.619,62.445,64.302,18.427,125.716,31.744,230.061,350.271,66.210,-68.339,123.940,6.180,510.400,100681,92217
5.979,125.809,127.700,15.000,EQ,5.100,2012-11-18 20:01:26.480,83.827,17.013,216.377,65.654,197.973,31.667,123.585,340.012,64.066,71.160,126.040,5.940,111.700,101206,92217
6.703,126.166,63.200,15.000,EQ,5.600,2012-12-09 21:45:35.210,105.739,40.524,262.915,47.157,4.971,86.617,78.413,258.913,12.064,163.599,126.300,6.790,25.600,101210,92217
5.704,124.352,424.800,15.000,EQ,5.300,2000-08-01 15:17:38.970,204.367,35.992,96.082,23.363,332.834,82.233,224.619,235.238,45.897,-10.848,124.590,5.890,411.100,100699,92217
5.953,125.926,138.600,15.000,EQ,5.400,1996-06-28 20:45:30.590,225.739,13.823,332.568,49.640,107.591,68.292,49.620,354.086,44.948,148.429,125.930,6.310,125.300,100600,92217
6.340,125.814,136.000,15.000,EQ,5.400,1983-11-11 21:19:28.300,86.157,9.757,200.710,67.518,198.976,39.357,122.720,339.252,57.756,66.091,125.600,6.330,134.700,100192,92217
6.639,125.962,119.100,15.000,EQ,5.100,2001-03-20 11:33:10.590,315.373,30.909,66.439,30.979,100.875,43.348,179.939,190.920,89.958,46.652,125.760,7.030,103.800,100720,92217
6.426,124.689,377.850,15.000,EQ,5.200,2013-08-18 22:34:29.490,307.012,65.034,97.268,22.011,16.463,67.912,282.094,166.787,25.036,-117.308,124.680,6.490,377.600,101235,92217
6.732,123.686,604.700,15.000,EQ,5.300,1984-08-02 07:33:04.200,230.676,53.819,123.102,12.453,248.288,43.679,322.725,7.119,65.275,-127.230,123.600,6.870,595.000,100216,92217
6.303,125.650,138.100,15.000,EQ,6.300,2002-01-01 11:29:22.730,82.478,9.073,197.794,69.522,193.157,39.292,119.548,336.935,56.570,68.025,125.870,6.350,130.600,100730,92217
6.830,123.576,601.000,15.000,EQ,5.800,1977-11-21 11:39:40.100,289.201,50.489,120.270,38.984,248.887,7.955,313.321,25.290,84.221,-95.476,123.640,6.920,599.100,100075,92217
6.557,125.887,162.600,15.000,EQ,5.400,1985-02-23 01:01:30.280,68.557,57.375,316.133,13.723,203.185,64.673,237.613,79.189,40.246,-41.463,125.990,6.380,148.500,100231,92217
6.134,125.918,109.700,15.000,EQ,5.200,2002-06-09 16:32:59.690,298.732,4.301,204.630,43.564,243.298,64.260,143.139,351.334,57.293,31.072,126.100,6.670,79.500,100744,92217
4.983,123.158,602.500,15.000,EQ,5.700,2002-12-21 17:41:13.540,300.153,60.659,105.875,28.579,20.979,73.851,276.343,179.194,17.319,-110.884,123.380,5.130,574.300,100751,92217
6.193,125.884,92.400,15.000,EQ,5.300,1986-04-28 19:20:22.480,295.699,6.532,33.597,50.198,175.316,62.432,44.713,60.699,51.415,143.697,125.880,5.890,93.400,100257,92217
6.762,123.807,514.200,15.000,EQ,4.100,2014-01-02 15:00:02.120,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102641,92217
5.935,125.750,205.800,15.000,EQ,5.200,2004-02-08 13:37:09.170,281.794,39.713,180.394,13.386,312.968,52.012,338.559,56.557,73.256,-140.003,126.020,5.680,199.200,100778,92217
6.837,126.062,74.800,15.000,EQ,5.400,1987-04-25 08:08:59.240,155.682,19.432,62.962,7.659,290.679,81.894,199.440,197.830,70.762,-8.589,126.140,6.890,90.500,100287,92217
7.380,123.778,575.700,15.000,EQ,5.700,2004-12-19 15:14:51.440,292.775,72.084,92.671,16.888,173.677,28.570,257.786,7.523,62.134,-83.428,123.790,7.440,588.800,100812,92217
6.832,126.225,67.200,15.000,EQ,5.600,1987-11-16 05:59:50.170,93.833,19.522,223.651,61.027,214.304,31.251,132.527,347.291,67.523,67.698,126.990,6.820,22.000,100305,92217
6.350,126.235,130.800,15.000,EQ,4.300,2015-06-15 16:06:14.890,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102701,92217
6.258,125.740,135.900,15.000,EQ,5.400,1988-01-17 17:14:14.330,77.974,4.932,184.293,72.929,185.109,42.545,114.527,333.338,52.036,69.144,125.580,6.380,134.800,100312,92217
6.456,125.709,148.800,15.000,EQ,5.400,2005-05-19 14:17:28.700,98.700,11.285,212.384,63.582,215.634,39.498,128.917,349.337,60.338,62.624,125.820,6.320,135.700,100831,92217
6.521,125.703,183.700,15.000,EQ,5.300,1988-07-05 08:06:43.240,99.679,0.869,192.467,72.680,206.471,46.704,114.112,353.341,48.370,66.560,125.740,6.640,179.100,100325,92217
5.265,123.797,516.000,15.000,EQ,5.500,2015-09-26 17:23:26.830,337.058,24.525,90.129,40.659,217.021,80.375,49.907,115.788,41.041,165.247,123.680,5.240,523.200,101363,92217
6.243,125.895,93.600,15.000,EQ,5.300,2005-11-19 17:55:10.000,116.171,1.445,24.795,43.610,169.785,59.632,32.999,61.610,61.972,145.060,125.940,6.280,88.400,100862,92217
