lat,lon,depth,unc,etype,mag,time,Paz,Ppl,Taz,Tpl,S1,D1,R1,S2,D2,R2,ID,src
6.157,123.126,614.000,15.000,EQ,6.600,2014-12-02 05:11:31.000,263.117,41.589,116.654,43.204,189.663,89.157,107.531,282.331,17.551,2.798,100000,05-18-17
5.681,125.501,193.000,15.000,EQ,5.400,2016-09-16 07:50:46.450,63.187,40.002,246.139,49.960,334.534,85.019,91.460,138.173,5.190,73.702,100001,05-18-17
7.740,123.811,570.000,15.000,EQ,6.000,1965-07-15 18:33:30.000,309.940,55.319,54.549,9.900,350.555,62.619,307.650,111.355,45.328,-139.706,100004,05-18-17
6.830,123.576,601.000,15.000,EQ,5.800,1977-11-21 11:39:40.100,289.201,50.489,120.270,38.984,248.887,7.955,313.321,25.290,84.221,-95.476,100009,05-18-17
6.807,123.863,554.000,15.000,EQ,5.400,1978-10-31 11:21:01.100,224.974,78.320,85.970,8.868,349.330,54.306,260.702,185.004,36.729,-77.326,100012,05-18-17
6.732,123.686,604.700,15.000,EQ,5.300,1984-08-02 07:33:04.200,230.676,53.819,123.102,12.453,248.288,43.679,322.725,7.119,65.275,-127.230,100019,05-18-17
5.632,125.732,169.800,15.000,EQ,5.200,1989-06-07 21:47:35.050,14.802,10.635,257.115,67.995,300.805,58.326,112.530,82.496,38.178,58.159,100026,05-18-17
5.602,124.054,477.200,15.000,EQ,5.900,1992-04-28 01:55:47.230,227.095,54.757,64.147,34.038,185.568,13.269,307.657,327.159,79.531,-98.198,100034,05-18-17
6.699,123.709,616.900,15.000,EQ,5.300,1993-02-13 22:11:11.850,300.520,46.774,139.685,41.600,295.520,10.035,344.770,40.527,87.376,-99.689,100036,05-18-17
5.954,123.818,530.500,15.000,EQ,6.100,1995-04-23 06:38:11.200,323.157,70.773,225.254,2.745,334.138,45.450,297.206,117.905,50.669,-114.912,100039,05-18-17
5.679,125.453,223.900,15.000,EQ,5.800,1997-10-05 19:00:02.380,57.646,20.597,236.865,69.401,327.432,65.598,89.718,148.116,24.404,90.623,100041,05-18-17
6.756,123.561,595.700,15.000,EQ,5.500,1997-12-02 11:47:47.180,261.601,54.011,116.811,30.684,248.542,21.096,324.052,12.623,77.802,-107.344,100042,05-18-17
8.138,123.726,657.800,15.000,EQ,6.000,1998-05-23 17:44:47.770,293.388,65.256,135.512,23.120,38.637,68.621,261.043,242.019,23.098,-68.311,100043,05-18-17
5.512,123.705,526.200,15.000,EQ,5.100,1999-10-20 23:58:52.530,294.619,62.445,64.302,18.427,125.716,31.744,230.061,350.271,66.210,-68.339,100045,05-18-17
5.704,124.352,424.800,15.000,EQ,5.300,2000-08-01 15:17:38.970,204.367,35.992,96.082,23.363,332.834,82.233,224.619,235.238,45.897,-10.848,100046,05-18-17
6.761,123.707,565.800,15.000,EQ,6.900,2003-05-26 23:13:29.720,220.124,47.462,83.870,33.538,334.394,82.511,246.858,227.434,24.260,-18.496,100051,05-18-17
