lat,lon,depth,unc,etype,mag,time,Paz,Ppl,Taz,Tpl,S1,D1,R1,S2,D2,R2,mlon,mlat,mdep,ID,src
-2.556,121.616,54.0,15.0,EQ,4.8,1984-10-21 23:15:46.410,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,110498,92217
-2.591,121.21,44.0,15.0,EQ,5.1,1988-02-04 11:49:55.900,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,110499,92217
-2.747,122.165,62.0,15.0,EQ,4.8,1980-11-05 18:51:56.600,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,110500,92217
-2.885,122.417,78.7,15.0,EQ,4.5,1983-01-23 11:46:22.360,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,110501,92217
-2.201,123.046,30.0,15.0,EQ,5.1,1989-06-01 13:24:58.750,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,110502,92217
-1.798,120.234,118.5,15.0,EQ,4.2,1982-07-22 01:40:06.510,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,110537,92217
-1.34,122.415,69.6,15.0,EQ,5.0,1981-03-10 13:52:40.470,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,110538,92217
-1.243,123.952,84.0,15.0,EQ,3.8,1981-10-17 18:35:23.100,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,110539,92217
-1.369,123.678,97.7,15.0,EQ,4.3,1989-02-06 12:05:52.650,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,110540,92217
-1.838,124.14,116.0,15.0,EQ,4.4,1980-12-16 14:08:03.200,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,110541,92217
-4.414,123.487,192.1,15.0,EQ,4.8,1993-12-22 02:45:07.760,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,112245,92217
-2.922,120.023,24.0,15.0,EQ,4.3,1990-04-24 03:03:41.340,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,112343,92217
-2.38,121.88,35.4,15.0,EQ,4.6,1991-12-09 09:29:38.440,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,112344,92217
-1.899,120.925,60.5,15.0,EQ,5.1,1993-12-28 05:42:00.740,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,112381,92217
-1.58,123.446,43.8,15.0,EQ,4.4,1990-02-01 03:38:48.020,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,112382,92217
-4.23,123.313,16.4,15.0,EQ,4.9,1996-04-22 09:06:44.610,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,113837,92217
-3.438,120.881,58.9,15.0,EQ,4.3,1995-12-14 15:02:26.360,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,113902,92217
-3.258,122.561,74.0,15.0,EQ,4.6,1999-02-02 22:52:57.890,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,113903,92217
-2.729,120.733,101.1,15.0,EQ,3.7,1996-04-21 06:28:18.720,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,113945,92217
-2.375,120.428,51.7,15.0,EQ,3.8,1999-11-18 18:40:20.840,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,113946,92217
-2.933,124.421,145.7,15.0,EQ,4.4,1999-04-15 22:34:57.830,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,113947,92217
-1.971,120.356,64.1,15.0,EQ,4.7,1996-01-26 00:36:15.510,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,113977,92217
-1.795,122.585,49.7,15.0,EQ,4.5,1999-08-17 19:13:22.760,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,113978,92217
-1.414,123.65,69.7,15.0,EQ,4.5,1999-11-07 08:53:50.970,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,113979,92217
-1.976,124.482,64.7,15.0,EQ,4.2,1998-12-18 01:57:35.500,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,113980,92217
-1.883,124.52,35.7,15.0,EQ,4.8,1999-04-10 10:04:51.040,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,113981,92217
-1.848,124.692,67.2,15.0,EQ,4.2,1999-05-15 01:05:17.780,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,113982,92217
-2.188,120.512,65.5,15.0,EQ,4.3,2004-10-25 14:59:48.910,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115555,92217
-2.257,122.441,35.1,15.0,EQ,4.7,2004-03-25 15:31:02.620,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115556,92217
-1.546,120.429,70.1,15.0,EQ,5.1,2001-11-10 02:35:41.940,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115583,92217
-1.676,120.744,70.0,15.0,EQ,4.3,2004-12-20 12:54:18.050,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115584,92217
-1.577,122.726,106.6,15.0,EQ,4.1,2000-05-11 00:21:16.350,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115585,92217
-1.344,123.424,25.2,15.0,EQ,4.1,2000-05-05 05:02:07.760,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115586,92217
-1.374,123.264,56.0,15.0,EQ,4.2,2000-05-05 13:12:10.950,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115587,92217
-1.488,123.259,88.5,15.0,EQ,4.1,2000-05-06 22:33:45.490,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115588,92217
-1.242,123.455,76.4,15.0,EQ,4.8,2000-05-07 11:21:55.710,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115589,92217
-1.64,123.251,89.1,15.0,EQ,4.6,2000-05-09 22:43:45.840,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115590,92217
-1.525,123.317,76.6,15.0,EQ,4.8,2000-05-14 11:32:40.050,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115591,92217
-1.569,123.233,58.2,15.0,EQ,4.7,2000-05-18 22:20:37.670,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115592,92217
-1.237,123.488,62.1,15.0,EQ,4.6,2000-05-24 06:34:24.900,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115593,92217
-1.262,123.263,55.3,15.0,EQ,4.7,2000-05-28 06:26:20.320,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115594,92217
-1.295,123.777,43.3,15.0,EQ,4.7,2000-06-05 21:21:50.960,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115595,92217
-1.487,123.319,45.8,15.0,EQ,4.5,2000-07-01 22:08:11.140,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115596,92217
-1.306,123.25,91.0,15.0,EQ,4.6,2000-07-26 15:15:18.700,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115597,92217
-1.263,123.542,71.9,15.0,EQ,4.7,2000-08-19 21:11:23.820,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115598,92217
-1.573,123.215,62.0,15.0,EQ,4.9,2000-08-22 20:53:26.330,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115599,92217
-1.473,123.614,36.5,15.0,EQ,4.3,2000-09-07 10:04:52.660,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115600,92217
-1.339,123.568,59.9,15.0,EQ,4.5,2000-09-08 23:41:59.040,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115601,92217
-1.213,123.979,73.8,15.0,EQ,4.8,2000-10-05 13:10:44.690,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115602,92217
-1.54,123.438,50.8,15.0,EQ,4.4,2000-11-24 20:06:17.340,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115603,92217
-1.486,123.668,86.0,15.0,EQ,4.8,2001-03-23 01:47:19.020,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115604,92217
-1.411,123.506,32.1,15.0,EQ,5.1,2002-07-26 11:34:16.220,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115605,92217
-1.346,123.618,62.9,15.0,EQ,4.3,2004-01-16 10:16:53.120,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115606,92217
-1.305,123.858,23.5,15.0,EQ,4.8,2004-05-14 21:12:51.690,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115607,92217
-1.42,123.691,73.7,15.0,EQ,4.7,2004-07-14 21:56:30.630,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115608,92217
-4.12,121.56,42.3,15.0,EQ,4.8,2006-12-27 02:54:07.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,118788,92217
-4.986,123.326,2.9,15.0,EQ,4.7,2006-04-09 07:50:08.900,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,118789,92217
-4.402,123.433,44.9,15.0,EQ,5.0,2007-06-04 12:48:01.100,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,118790,92217
-3.125,123.614,103.8,15.0,EQ,4.3,2006-01-06 04:36:11.870,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,118970,92217
-3.295,123.05,30.0,15.0,EQ,4.4,2006-01-12 08:55:58.390,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,118971,92217
-3.9,123.869,29.1,15.0,EQ,4.4,2008-09-17 14:45:53.620,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,118972,92217
-2.266,120.853,6.0,15.0,EQ,4.7,2007-09-16 02:40:38.930,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,119181,92217
-2.483,120.843,58.3,15.0,EQ,4.2,2008-01-14 14:15:22.230,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,119182,92217
-2.321,120.651,34.9,15.0,EQ,4.7,2008-01-23 19:17:47.700,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,119183,92217
-2.217,120.524,23.0,15.0,EQ,3.9,2008-07-07 21:06:55.760,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,119184,92217
-2.343,120.602,18.7,15.0,EQ,4.3,2009-01-30 03:06:49.970,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,119185,92217
-2.819,121.8,40.8,15.0,EQ,4.5,2007-05-16 02:18:08.710,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,119186,92217
-2.429,121.651,50.4,15.0,EQ,3.7,2008-09-30 19:13:32.310,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,119187,92217
