lat,lon,depth,unc,etype,mag,time,Paz,Ppl,Taz,Tpl,S1,D1,R1,S2,D2,R2,mlon,mlat,mdep,ID,src
-1.732,120.52,54.0,15.0,EQ,5.9,1977-05-28 05:51:48.100,78.635,6.305,347.267,12.193,123.443,76.879,4.222,32.483,85.888,166.845,120.81,-1.74,33.6,100160,92217
-4.17,123.363,51.0,15.0,EQ,5.8,1978-01-20 21:31:16.700,86.035,33.576,308.89,47.839,15.043,82.352,112.568,122.8,23.764,19.285,123.17,-3.98,30.0,100172,92217
-1.654,121.461,46.0,15.0,EQ,5.3,1979-05-12 09:09:32.900,294.607,3.383,196.89,66.239,225.384,52.74,120.053,1.684,46.457,56.642,121.26,-2.12,36.4,100201,92217
-2.701,122.058,46.0,15.0,EQ,5.6,1980-11-05 18:15:03.700,108.647,48.916,327.661,34.115,110.173,21.633,338.286,220.486,82.161,-110.227,121.98,-3.55,15.0,100244,92217
-1.983,124.704,35.6,15.0,EQ,5.5,1981-07-08 10:15:34.730,65.982,30.964,328.442,12.335,200.477,77.716,211.798,102.963,59.012,-14.369,125.21,-2.46,36.0,100258,92217
-2.308,120.973,54.7,15.0,EQ,5.4,1982-08-27 23:30:09.010,234.863,44.766,325.986,1.132,20.232,59.208,214.292,270.988,61.054,-35.804,121.31,-2.22,26.3,100296,92217
-3.442,123.29,38.4,15.0,EQ,5.4,1984-07-09 17:22:20.960,83.675,23.45,256.044,66.364,351.356,68.506,86.991,179.521,21.693,97.593,123.1,-3.05,14.8,100374,92217
-3.748,123.256,22.1,15.0,EQ,5.8,1989-05-24 08:05:47.610,76.833,25.174,212.518,56.699,203.662,26.902,140.102,330.369,73.129,68.732,123.32,-4.04,15.0,100566,92217
-4.409,120.124,31.0,15.0,EQ,5.4,1993-04-08 12:49:28.710,112.232,1.907,269.74,87.936,203.049,43.099,91.155,21.468,46.912,88.92,120.72,-4.06,43.5,100761,92217
-2.369,121.197,63.7,15.0,EQ,5.3,1995-06-12 00:16:47.460,248.88,4.822,339.57,8.125,114.41,87.679,9.179,24.035,80.829,177.649,121.93,-1.89,49.0,100886,92217
-2.247,124.962,30.5,15.0,EQ,5.4,1995-07-25 15:32:49.460,237.289,17.789,143.933,10.34,279.621,69.944,354.556,11.492,84.888,-159.86,125.48,-1.99,33.0,100890,92217
-2.54,122.551,31.3,15.0,EQ,5.6,2000-05-07 17:21:12.930,61.289,6.249,329.818,13.196,106.164,76.209,4.989,14.972,85.155,166.159,122.84,-2.51,55.5,101027,92217
-1.296,123.467,66.2,15.0,EQ,5.1,2000-05-16 20:16:16.210,84.649,17.827,179.481,14.678,222.564,66.694,182.328,131.643,87.862,-23.324,123.57,-1.29,54.6,101029,92217
-4.561,123.885,28.7,15.0,EQ,5.5,2001-10-20 19:17:52.290,58.647,26.105,307.64,36.19,1.045,83.893,132.877,97.581,43.226,8.936,124.33,-3.86,15.0,101078,92217
-1.604,120.32,19.2,15.0,EQ,5.1,2002-02-14 13:14:24.200,84.058,14.779,179.866,20.986,220.853,64.303,175.362,312.867,85.822,25.771,120.09,-1.31,23.0,101084,92217
-4.191,123.28,20.8,15.0,EQ,5.5,2002-03-15 04:36:35.590,96.838,25.673,230.744,55.272,349.27,74.05,67.373,225.873,27.44,143.392,123.45,-4.34,15.0,101088,92217
-3.661,123.183,30.0,15.0,EQ,5.1,2007-05-06 01:03:46.720,140.172,74.563,354.805,12.801,257.585,58.337,260.02,96.118,33.042,-74.304,123.34,-3.54,12.0,102271,92217
-3.615,123.16,17.1,15.0,EQ,5.7,2009-10-15 18:33:36.680,94.17,75.222,342.434,5.58,240.167,52.051,252.6,87.17,41.195,-69.02,123.27,-3.57,12.0,102554,92217
-3.651,123.203,20.9,15.0,EQ,5.6,2009-10-18 08:23:25.810,60.381,64.097,329.942,0.214,83.61,50.305,304.591,216.414,50.696,-124.369,123.27,-3.59,12.0,102556,92217
-3.629,123.247,22.3,15.0,EQ,5.5,2009-10-18 08:26:14.560,154.419,83.132,340.983,6.824,250.278,51.828,269.011,71.879,38.182,-88.742,123.32,-3.57,12.0,102557,92217
-2.497,121.483,16.2,15.0,EQ,6.1,2011-02-15 13:33:53.180,66.04,10.906,332.956,15.6,110.082,71.099,3.416,18.974,86.769,161.068,121.57,-2.45,12.9,102718,92217
-4.586,122.771,8.0,15.0,EQ,6.1,2011-04-24 23:07:51.490,102.99,28.553,4.274,15.561,140.556,58.152,349.946,235.9,81.472,-147.753,122.8,-4.27,15.0,102728,92217
-4.148,121.677,37.6,15.0,EQ,5.2,2011-07-11 11:38:40.540,135.05,78.999,41.904,0.611,301.225,46.641,254.809,142.803,45.44,-74.491,121.64,-4.09,12.0,102754,92217
-2.64,121.855,13.0,15.0,EQ,5.8,2012-04-16 02:17:50.340,82.392,30.143,331.699,31.322,117.552,43.725,1.036,26.803,89.284,133.72,121.91,-2.62,15.0,102823,92217
-3.238,123.271,28.33,15.0,EQ,4.7,2013-08-27 19:31:32.650,268.814,78.507,85.929,11.479,356.416,56.481,270.675,175.193,33.525,-91.02,123.33,-3.28,15.2,102965,92217
-4.595,123.987,33.82,15.0,EQ,4.6,2013-10-02 02:53:03.990,230.925,29.733,341.332,31.404,15.419,44.016,178.536,106.472,88.983,45.993,124.1,-4.45,15.6,102971,92217
-4.308,122.857,28.07,15.0,EQ,4.7,2014-05-22 02:40:01.440,104.481,23.934,5.499,19.38,235.763,87.007,211.48,143.931,58.567,-3.509,122.84,-4.23,12.0,103037,92217
-2.874,122.429,48.5,15.0,EQ,4.8,2014-12-03 02:33:24.870,80.379,11.953,344.208,26.921,125.25,62.186,11.326,29.911,79.996,151.719,122.56,-2.8,27.4,103094,92217
-2.078,120.462,38.0,15.0,EQ,6.2,1968-06-07 21:30:55.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103376,92217
-4.284,122.82,22.94,15.0,EQ,4.5,2014-05-20 15:05:27.300,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104866,92217
-3.532,121.729,115.0,15.0,EQ,4.2,2015-08-24 16:26:11.620,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,104983,92217
-2.147,120.898,34.15,15.0,EQ,4.2,2014-05-29 23:50:03.860,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105092,92217
-2.753,120.457,59.65,15.0,EQ,4.1,2014-08-14 19:53:42.290,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105093,92217
-2.939,120.894,25.92,15.0,EQ,4.3,2015-08-15 09:21:33.220,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105094,92217
-2.452,121.56,39.74,15.0,EQ,4.5,2014-02-10 19:32:01.330,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105095,92217
-2.223,121.081,57.51,15.0,EQ,4.2,2014-06-30 14:45:01.360,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105096,92217
-2.155,121.291,34.44,15.0,EQ,4.1,2015-10-29 22:17:37.960,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105097,92217
-2.925,122.497,54.29,15.0,EQ,4.4,2014-04-15 04:01:37.360,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105098,92217
-2.887,122.676,42.4,15.0,EQ,4.6,2014-10-23 23:32:27.440,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105099,92217
-2.827,122.649,55.41,15.0,EQ,4.3,2014-11-02 09:59:03.520,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105100,92217
-2.921,122.865,46.68,15.0,EQ,4.4,2014-11-16 22:48:10.200,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105101,92217
-2.933,122.57,56.16,15.0,EQ,4.1,2014-12-26 23:48:22.230,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105102,92217
-2.878,122.464,38.54,15.0,EQ,4.6,2015-01-21 00:02:55.230,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105103,92217
-2.768,122.354,44.66,15.0,EQ,5.1,2015-07-28 02:38:51.650,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105104,92217
-2.907,122.363,37.62,15.0,EQ,4.2,2015-08-16 17:17:08.310,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105105,92217
-2.765,122.118,53.62,15.0,EQ,4.1,2015-08-23 15:56:53.430,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105106,92217
-1.541,120.257,40.73,15.0,EQ,4.5,2014-04-15 01:40:55.680,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105196,92217
-1.836,120.676,43.18,15.0,EQ,4.6,2015-03-30 16:12:43.380,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105197,92217
-1.469,122.48,193.45,15.0,EQ,4.0,2015-01-17 03:34:35.110,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105198,92217
-1.439,123.012,26.26,15.0,EQ,4.9,2014-01-14 14:18:44.730,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105199,92217
-1.749,123.043,47.72,15.0,EQ,4.0,2015-09-22 18:03:45.400,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105200,92217
-1.427,124.829,39.81,15.0,EQ,4.3,2014-08-06 07:22:13.430,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105201,92217
-1.586,124.077,19.11,15.0,EQ,4.1,2015-07-28 07:44:51.920,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105202,92217
-3.856,123.421,31.98,15.0,EQ,4.3,2016-01-14 13:28:27.450,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106890,92217
-3.248,123.319,30.53,15.0,EQ,4.3,2016-01-17 12:59:11.240,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106891,92217
-3.159,123.354,32.75,15.0,EQ,4.3,2016-03-05 00:19:00.260,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106892,92217
-3.722,123.674,29.62,15.0,EQ,4.2,2016-06-18 02:33:45.980,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106893,92217
-3.936,124.005,30.18,15.0,EQ,4.3,2016-12-18 22:36:45.790,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106894,92217
-2.183,120.814,36.34,15.0,EQ,4.4,2016-12-09 02:26:33.310,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106984,92217
-2.144,121.129,49.33,15.0,EQ,4.3,2017-04-28 06:48:50.120,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106985,92217
-2.907,122.456,51.08,15.0,EQ,4.4,2016-05-27 13:59:31.590,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106986,92217
-2.018,123.542,29.95,15.0,EQ,4.5,2016-10-05 11:37:16.450,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106987,92217
-2.283,124.745,29.53,15.0,EQ,4.0,2016-02-08 19:17:53.610,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106988,92217
-2.015,124.807,45.9,15.0,EQ,4.3,2016-10-05 16:59:58.710,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106989,92217
-1.831,120.098,44.4,15.0,EQ,4.1,2016-08-27 04:56:38.290,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107038,92217
-1.963,120.734,27.51,15.0,EQ,4.1,2016-10-10 00:18:44.970,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107039,92217
-1.956,121.091,43.55,15.0,EQ,4.3,2016-04-07 00:48:01.180,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107040,92217
-1.618,121.061,48.51,15.0,EQ,4.1,2016-12-12 00:46:27.660,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107041,92217
-1.3,123.373,38.79,15.0,EQ,4.7,2016-06-20 12:10:59.500,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107042,92217
-1.592,123.957,41.27,15.0,EQ,4.1,2017-04-29 20:05:01.470,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107043,92217
-4.221,122.839,42.0,15.0,EQ,5.1,1976-05-22 14:41:31.300,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,108084,92217
-2.157,121.035,57.0,15.0,EQ,5.0,1977-03-08 05:08:07.800,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,108185,92217
-2.026,121.064,75.0,15.0,EQ,4.1,1977-04-01 11:58:21.800,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,108186,92217
-2.556,121.932,61.0,15.0,EQ,5.0,1977-09-07 05:38:40.800,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,108187,92217
-2.151,121.059,55.0,15.0,EQ,4.6,1979-05-26 21:04:45.400,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,108188,92217
-1.876,120.316,38.0,15.0,EQ,5.2,1976-12-29 18:46:19.400,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,108206,92217
-1.817,120.594,67.0,15.0,EQ,4.9,1977-05-28 06:26:55.800,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,108207,92217
-1.944,120.459,89.0,15.0,EQ,5.1,1977-05-28 07:45:57.400,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,108208,92217
-1.706,120.676,89.0,15.0,EQ,4.8,1979-04-27 21:19:59.900,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,108209,92217
-1.737,121.538,90.0,15.0,EQ,4.3,1979-05-12 19:48:36.700,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,108210,92217
-4.232,122.945,53.5,15.0,EQ,4.6,1981-10-02 20:25:19.720,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,110292,92217
-3.018,121.26,115.0,15.0,EQ,4.0,1980-10-15 00:18:20.000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,110374,92217
-2.023,120.418,50.6,15.0,EQ,4.8,1984-02-27 02:06:48.710,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,110490,92217
-2.468,120.454,87.9,15.0,EQ,5.0,1986-03-12 01:03:57.400,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,110491,92217
-2.268,121.158,83.7,15.0,EQ,4.9,1982-08-30 14:58:29.900,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,110492,92217
-2.527,121.707,62.4,15.0,EQ,4.8,1983-09-25 08:09:34.830,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,110493,92217
-2.63,121.743,65.8,15.0,EQ,4.6,1984-01-14 09:36:57.210,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,110494,92217
-2.457,121.68,47.7,15.0,EQ,4.9,1984-03-13 14:35:25.450,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,110495,92217
-2.102,121.57,48.1,15.0,EQ,5.1,1984-08-12 21:50:02.140,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,110496,92217
-2.365,121.408,78.9,15.0,EQ,4.2,1984-09-04 01:07:13.790,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,110497,92217
