lat,lon,depth,unc,etype,ID,mag,time,S1,D1,R1,S2,D2,R2,src
-0.12,123.18,143.0,15.0,EQ,100014,5.4,1979-06-23 05:08:08.700,52.7,24.42,188.84,314.65,86.36,-65.84,05-18-17
-0.18,122.9,156.1,15.0,EQ,100051,5.5,1987-12-19 10:14:45.290,256.1,70.91,86.18,87.62,19.46,100.89,05-18-17
-0.02,123.16,153.4,15.0,EQ,100056,5.1,1989-10-20 07:43:34.510,70.75,61.26,107.06,218.21,33.04,61.86,05-18-17
-0.08,122.95,172.1,15.0,EQ,100076,5.5,1990-08-10 01:51:19.440,272.26,52.17,92.53,88.14,37.9,86.75,05-18-17
-0.07,123.11,181.3,15.0,EQ,100081,5.4,1990-12-30 06:22:17.010,240.53,19.81,74.48,76.98,70.94,95.51,05-18-17
-0.08,123.56,114.3,15.0,EQ,100086,5.4,1991-06-26 23:07:06.280,223.98,35.43,88.71,45.56,54.58,90.92,05-18-17
-0.02,122.94,148.9,15.0,EQ,100136,5.6,1996-08-01 04:08:23.270,289.4,54.07,134.85,49.94,54.96,45.78,05-18-17
-0.03,123.0,138.5,15.0,EQ,100141,5.3,1997-07-23 03:23:45.510,308.42,73.46,85.83,142.8,17.04,103.77,05-18-17
-0.03,122.93,163.4,15.0,EQ,100161,5.3,2001-01-15 23:03:01.990,315.48,64.86,139.55,65.39,54.04,31.66,05-18-17
-0.11,123.58,114.1,15.0,EQ,100193,5.0,2005-03-16 22:51:04.180,68.58,14.27,195.14,323.88,86.31,-76.21,05-18-17
-0.05,123.35,151.3,15.0,EQ,100218,4.9,2008-03-22 04:09:07.900,211.91,56.15,52.06,86.37,49.09,132.51,05-18-17
-0.18,122.91,140.88,15.0,EQ,100271,5.1,2014-03-06 00:23:19.290,275.22,65.76,150.22,18.43,63.07,27.41,05-18-17
-0.04,122.92,154.04,15.0,EQ,100285,4.6,2015-06-02 15:31:46.420,275.61,67.61,104.55,61.33,26.49,58.62,05-18-17
-0.17,122.71,184.1,15.0,EQ,100326,4.5,2000-05-26 01:34:49.920,nan,nan,nan,nan,nan,nan,05-18-17
-0.09,122.95,142.3,15.0,EQ,100327,4.5,2000-09-05 00:22:40.570,nan,nan,nan,nan,nan,nan,05-18-17
-0.12,122.86,160.0,15.0,EQ,100329,4.3,2002-03-11 08:28:32.190,nan,nan,nan,nan,nan,nan,05-18-17
-0.07,122.85,150.1,15.0,EQ,100334,4.6,2003-12-22 03:25:31.710,nan,nan,nan,nan,nan,nan,05-18-17
-0.07,122.8,178.1,15.0,EQ,100335,4.6,2005-03-24 10:01:03.220,nan,nan,nan,nan,nan,nan,05-18-17
-0.06,122.98,177.6,15.0,EQ,100342,4.8,2008-12-27 09:35:04.130,nan,nan,nan,nan,nan,nan,05-18-17
-0.07,122.98,161.0,15.0,EQ,100344,4.6,2010-07-20 11:56:28.920,nan,nan,nan,nan,nan,nan,05-18-17
-0.05,122.99,147.9,15.0,EQ,100347,4.8,2013-01-29 03:16:38.180,nan,nan,nan,nan,nan,nan,05-18-17
-0.08,122.66,172.3,15.0,EQ,100348,4.3,2013-04-23 19:35:15.570,nan,nan,nan,nan,nan,nan,05-18-17
-0.08,122.85,146.2,15.0,EQ,100356,4.4,2015-03-14 15:52:38.300,nan,nan,nan,nan,nan,nan,05-18-17
-0.17,123.11,169.8,15.0,EQ,100359,4.5,2000-03-30 22:10:10.230,nan,nan,nan,nan,nan,nan,05-18-17
-0.07,123.2,160.9,15.0,EQ,100360,4.4,2000-07-27 20:40:40.290,nan,nan,nan,nan,nan,nan,05-18-17
-0.13,123.04,162.4,15.0,EQ,100362,4.4,2001-03-13 15:29:29.680,nan,nan,nan,nan,nan,nan,05-18-17
-0.02,123.09,145.3,15.0,EQ,100364,5.0,2001-11-28 17:58:25.360,nan,nan,nan,nan,nan,nan,05-18-17
-0.16,123.27,145.8,15.0,EQ,100367,4.5,2003-10-31 00:11:00.130,nan,nan,nan,nan,nan,nan,05-18-17
-0.13,123.08,174.3,15.0,EQ,100368,4.0,2004-03-24 12:21:20.280,nan,nan,nan,nan,nan,nan,05-18-17
-0.06,123.08,146.3,15.0,EQ,100376,4.3,2005-03-09 09:18:29.000,nan,nan,nan,nan,nan,nan,05-18-17
-0.12,123.25,182.0,15.0,EQ,100398,4.2,2008-03-14 17:05:52.580,nan,nan,nan,nan,nan,nan,05-18-17
-0.09,123.34,160.2,15.0,EQ,100399,4.5,2008-04-24 05:58:55.490,nan,nan,nan,nan,nan,nan,05-18-17
-0.16,123.06,151.0,15.0,EQ,100404,4.2,2008-10-11 13:42:46.800,nan,nan,nan,nan,nan,nan,05-18-17
-0.02,123.25,145.6,15.0,EQ,100414,4.9,2010-02-07 21:21:43.630,nan,nan,nan,nan,nan,nan,05-18-17
-0.09,123.5,157.6,15.0,EQ,100421,4.5,2011-03-18 18:10:26.560,nan,nan,nan,nan,nan,nan,05-18-17
-0.05,123.17,156.1,15.0,EQ,100425,4.6,2012-01-09 10:35:46.070,nan,nan,nan,nan,nan,nan,05-18-17
-0.05,123.33,154.9,15.0,EQ,100427,4.7,2012-09-01 11:02:58.790,nan,nan,nan,nan,nan,nan,05-18-17
-0.13,123.1,130.1,15.0,EQ,100429,4.9,2013-02-01 17:08:27.330,nan,nan,nan,nan,nan,nan,05-18-17
-0.02,123.21,143.1,15.0,EQ,100435,4.3,2014-01-11 01:48:10.890,nan,nan,nan,nan,nan,nan,05-18-17
-0.08,123.42,137.55,15.0,EQ,100436,4.0,2014-02-06 02:33:06.010,nan,nan,nan,nan,nan,nan,05-18-17
-0.02,123.06,134.88,15.0,EQ,100447,4.3,2015-02-03 07:39:40.320,nan,nan,nan,nan,nan,nan,05-18-17
-0.05,123.15,160.07,15.0,EQ,100453,4.2,2015-05-23 19:11:12.280,nan,nan,nan,nan,nan,nan,05-18-17
-0.03,123.26,140.11,15.0,EQ,100460,4.7,2015-11-10 08:58:43.420,nan,nan,nan,nan,nan,nan,05-18-17
-0.04,123.3,135.83,15.0,EQ,100461,4.0,2015-11-17 00:56:18.730,nan,nan,nan,nan,nan,nan,05-18-17
-0.03,123.19,138.94,15.0,EQ,100462,4.8,2015-12-02 22:07:52.910,nan,nan,nan,nan,nan,nan,05-18-17
-0.12,122.97,162.1,15.0,EQ,101061,5.0,1986-04-27 03:10:25.380,nan,nan,nan,nan,nan,nan,05-18-17
-0.28,123.0,194.3,15.0,EQ,101062,4.9,1986-07-26 02:00:10.860,nan,nan,nan,nan,nan,nan,05-18-17
-0.11,122.83,188.0,15.0,EQ,101064,5.1,1986-12-06 03:52:59.370,nan,nan,nan,nan,nan,nan,05-18-17
-0.07,122.97,178.4,15.0,EQ,101065,5.1,1987-08-10 05:21:59.290,nan,nan,nan,nan,nan,nan,05-18-17
-0.1,122.9,168.8,15.0,EQ,101072,4.6,1990-03-19 12:50:48.920,nan,nan,nan,nan,nan,nan,05-18-17
-0.1,123.0,140.0,15.0,EQ,101073,4.7,1990-07-08 06:55:30.390,nan,nan,nan,nan,nan,nan,05-18-17
-0.15,122.87,169.3,15.0,EQ,101074,4.6,1990-09-16 03:04:13.580,nan,nan,nan,nan,nan,nan,05-18-17
-0.17,122.82,168.5,15.0,EQ,101075,5.0,1991-01-07 10:50:36.130,nan,nan,nan,nan,nan,nan,05-18-17
-0.27,122.79,169.7,15.0,EQ,101076,4.2,1991-06-29 20:50:42.120,nan,nan,nan,nan,nan,nan,05-18-17
-0.16,122.96,140.9,15.0,EQ,101079,5.1,1993-07-22 13:15:48.230,nan,nan,nan,nan,nan,nan,05-18-17
-0.21,122.76,157.1,15.0,EQ,101084,4.1,1996-06-26 21:53:52.240,nan,nan,nan,nan,nan,nan,05-18-17
-0.1,122.91,169.9,15.0,EQ,101088,4.8,1997-11-13 09:21:44.170,nan,nan,nan,nan,nan,nan,05-18-17
-0.08,122.87,163.7,15.0,EQ,101090,4.7,1999-02-01 06:46:54.350,nan,nan,nan,nan,nan,nan,05-18-17
-0.13,123.17,174.8,15.0,EQ,101093,4.8,1985-01-10 18:46:04.490,nan,nan,nan,nan,nan,nan,05-18-17
-0.29,123.64,170.2,15.0,EQ,101101,5.0,1986-03-22 14:59:58.620,nan,nan,nan,nan,nan,nan,05-18-17
-0.27,123.6,172.3,15.0,EQ,101103,3.9,1986-08-24 11:59:21.750,nan,nan,nan,nan,nan,nan,05-18-17
-0.09,123.09,181.8,15.0,EQ,101107,5.2,1987-09-22 16:12:44.100,nan,nan,nan,nan,nan,nan,05-18-17
-0.28,123.21,151.1,15.0,EQ,101108,4.6,1987-10-08 07:06:34.920,nan,nan,nan,nan,nan,nan,05-18-17
-0.13,123.26,161.7,15.0,EQ,101109,4.8,1987-10-15 01:41:47.500,nan,nan,nan,nan,nan,nan,05-18-17
-0.1,123.32,161.8,15.0,EQ,101113,4.7,1988-03-22 15:11:04.930,nan,nan,nan,nan,nan,nan,05-18-17
-0.2,123.65,154.4,15.0,EQ,101114,3.8,1989-02-26 11:52:54.120,nan,nan,nan,nan,nan,nan,05-18-17
-0.11,123.09,168.5,15.0,EQ,101119,4.9,1989-10-12 11:15:34.180,nan,nan,nan,nan,nan,nan,05-18-17
-0.02,123.21,144.7,15.0,EQ,101120,4.8,1989-11-19 17:04:19.740,nan,nan,nan,nan,nan,nan,05-18-17
-0.12,123.12,146.7,15.0,EQ,101124,4.9,1990-09-02 02:54:59.890,nan,nan,nan,nan,nan,nan,05-18-17
-0.1,123.03,192.2,15.0,EQ,101126,5.3,1990-12-29 00:40:50.440,nan,nan,nan,nan,nan,nan,05-18-17
-0.09,123.41,153.8,15.0,EQ,101127,4.6,1991-01-13 16:57:12.570,nan,nan,nan,nan,nan,nan,05-18-17
-0.07,123.25,141.0,15.0,EQ,101136,4.9,1992-12-07 09:53:44.690,nan,nan,nan,nan,nan,nan,05-18-17
-0.11,123.06,182.3,15.0,EQ,101137,4.9,1993-05-26 15:05:30.080,nan,nan,nan,nan,nan,nan,05-18-17
-0.16,123.05,156.2,15.0,EQ,101139,5.0,1993-10-22 15:30:30.930,nan,nan,nan,nan,nan,nan,05-18-17
-0.1,123.0,145.5,15.0,EQ,101140,5.1,1993-11-29 07:32:05.590,nan,nan,nan,nan,nan,nan,05-18-17
-0.07,123.1,173.3,15.0,EQ,101142,5.1,1994-06-16 13:56:17.430,nan,nan,nan,nan,nan,nan,05-18-17
-0.05,123.21,160.7,15.0,EQ,101148,4.6,1996-02-14 21:59:32.610,nan,nan,nan,nan,nan,nan,05-18-17
-0.04,123.09,163.4,15.0,EQ,101151,4.4,1996-09-25 10:18:18.920,nan,nan,nan,nan,nan,nan,05-18-17
-0.19,123.19,126.7,15.0,EQ,101156,4.1,1999-06-01 15:41:52.450,nan,nan,nan,nan,nan,nan,05-18-17
-0.05,123.0,138.3,15.0,EQ,101631,5.9,1970-02-15 12:36:36.000,nan,nan,nan,nan,nan,nan,05-18-17
-0.04,122.87,180.0,15.0,EQ,101632,5.6,1972-05-14 05:03:20.000,nan,nan,nan,nan,nan,nan,05-18-17
-0.13,122.91,152.0,15.0,EQ,101635,4.7,1979-08-27 10:34:35.600,nan,nan,nan,nan,nan,nan,05-18-17
-0.21,122.84,197.9,15.0,EQ,101640,4.3,1984-03-08 00:09:57.580,nan,nan,nan,nan,nan,nan,05-18-17
-0.12,122.99,142.2,15.0,EQ,101641,4.8,1984-08-11 00:17:16.720,nan,nan,nan,nan,nan,nan,05-18-17
-0.07,123.25,127.0,15.0,EQ,101653,4.9,1979-07-04 08:08:49.900,nan,nan,nan,nan,nan,nan,05-18-17
-0.17,123.19,166.0,15.0,EQ,101661,4.5,1980-10-19 00:25:20.900,nan,nan,nan,nan,nan,nan,05-18-17
-0.2,123.28,124.3,15.0,EQ,101664,5.0,1981-07-19 18:23:22.610,nan,nan,nan,nan,nan,nan,05-18-17
-0.09,123.32,178.0,15.0,EQ,101666,5.0,1982-06-14 03:50:43.970,nan,nan,nan,nan,nan,nan,05-18-17
-0.08,123.02,134.9,15.0,EQ,101670,5.3,1984-04-26 11:45:25.520,nan,nan,nan,nan,nan,nan,05-18-17
-0.1,123.32,172.5,15.0,EQ,101673,5.0,1984-12-03 15:56:14.030,nan,nan,nan,nan,nan,nan,05-18-17
-0.05,123.13,140.0,15.0,EQ,101863,5.8,1966-06-02 07:08:05.000,nan,nan,nan,nan,nan,nan,05-18-17
-0.07,123.12,151.2,15.0,EQ,101880,4.5,2016-01-03 14:03:46.840,nan,nan,nan,nan,nan,nan,05-18-17
-0.08,123.43,136.82,15.0,EQ,101890,4.2,2016-08-26 21:26:15.570,nan,nan,nan,nan,nan,nan,05-18-17
-0.08,123.5,119.48,15.0,EQ,101892,4.2,2016-11-07 18:16:46.080,nan,nan,nan,nan,nan,nan,05-18-17
-0.21,123.7,141.5,15.0,EQ,101115,4.2,1989-03-31 21:08:13.180,nan,nan,nan,nan,nan,nan,05-18-17
