lon,lat,depth,strike,dip
127.65,-0.9000000000000001,-76.70472,16.948765,44.014034
127.7,-0.9000000000000001,-82.09511,16.02684,46.38277
127.75,-0.9000000000000001,-87.91886,15.311507,48.2058
127.8,-0.9000000000000001,-94.090576,14.777788,49.543774
127.85,-0.9000000000000001,-100.52485,14.403674,50.463047
127.9,-0.9000000000000001,-107.13626,14.182363,51.008186
127.95,-0.9000000000000001,-113.83942,14.118814,51.20585
128.0,-0.9000000000000001,-120.548904,14.229502,51.06727
128.05,-0.9000000000000001,-127.17931,14.543287,50.58967
128.1,-0.9000000000000001,-133.64523,14.920669,50.0968
128.15,-0.9000000000000001,-140.02608,15.114814,50.033825
128.2,-0.9000000000000001,-146.45169,15.190111,50.219078
128.25,-0.9000000000000001,-152.91238,15.293362,50.364643
128.3,-0.9000000000000001,-159.39842,15.415495,50.470043
128.35,-0.9000000000000001,-165.9001,15.547489,50.534668
128.4,-0.9000000000000001,-172.40771,15.680751,50.557625
128.45,-0.9000000000000001,-178.91156,15.806875,50.537727
128.5,-0.9000000000000001,-185.4019,15.917113,50.473564
128.55,-0.9000000000000001,-191.86905,15.997565,50.37232
128.6,-0.9000000000000001,-198.30766,15.988935,50.3154
128.65,-0.9000000000000001,-204.7493,15.86714,50.316822
128.7,-0.9000000000000001,-211.19638,15.689104,50.3
128.75,-0.9000000000000001,-217.64163,15.481306,50.247566
128.8,-0.9000000000000001,-224.07776,15.25872,50.161613
128.85,-0.9000000000000001,-230.4975,15.036524,50.04397
128.9,-0.9000000000000001,-236.89354,14.830109,49.896255
128.95,-0.9000000000000001,-243.25862,14.655362,49.71997
129.0,-0.9000000000000001,-249.58545,14.528674,49.51644
129.05,-0.9000000000000001,-255.86676,14.444099,49.331734
129.1,-0.9000000000000001,-262.11636,14.362968,49.25195
129.15,-0.9000000000000001,-268.36697,14.293959,49.219494
129.2,-0.9000000000000001,-274.6061,14.281608,49.13401
129.25,-0.9000000000000001,-280.8198,14.320696,48.991146
129.3,-0.9000000000000001,-286.9942,14.405643,48.789265
129.35,-0.9000000000000001,-293.11542,14.530943,48.525917
129.4,-0.9000000000000001,-299.16953,14.691829,48.198547
129.45,-0.9000000000000001,-305.14264,14.882966,47.804016
129.5,-0.9000000000000001,-311.0209,15.098856,47.340816
129.55,-0.9000000000000001,-316.7914,15.287484,46.89165
129.6,-0.9000000000000001,-322.47772,15.418398,46.5196
129.65,-0.9000000000000001,-328.09305,15.528824,46.167564
129.7,-0.9000000000000001,-333.63522,15.641264,45.799385
129.75,-0.9000000000000001,-339.10196,15.759003,45.414806
129.8,-0.9000000000000001,-344.49103,15.884929,45.013733
129.85,-0.9000000000000001,-349.80017,16.022919,44.596134
129.9,-0.9000000000000001,-355.02716,16.17607,44.162
129.95,-0.9000000000000001,-360.1698,16.348553,43.711056
130.0,-0.9000000000000001,-365.22577,16.565615,43.207897
130.05,-0.9000000000000001,-370.17938,16.90067,42.53661
130.1,-0.9000000000000001,-374.98572,17.298903,41.78614
130.15,-0.9000000000000001,-379.66544,17.637444,41.154366
130.2,-0.9000000000000001,-384.24606,17.895155,40.6677
130.25,-0.9000000000000001,-388.7551,18.06429,40.332264
130.3,-0.9000000000000001,-393.22,18.138865,40.152527
130.35,-0.9000000000000001,-397.66833,18.116398,40.130817
130.4,-0.9000000000000001,-402.12753,17.997751,40.26761
130.45,-0.9000000000000001,-406.62515,17.786806,40.561356
130.5,-0.9000000000000001,-411.18863,17.657948,40.746082
125.7,-0.8500000000000001,1.5402179,29.00638,18.751913
125.75,-0.8500000000000001,-0.110258445,22.716621,19.225668
125.8,-0.8500000000000001,-2.0362175,17.086353,20.862364
125.85000000000001,-0.8500000000000001,-4.1603465,13.646224,22.018425
125.9,-0.8500000000000001,-6.4053326,11.620815,22.602215
125.95,-0.8500000000000001,-8.693863,10.563313,22.57246
126.0,-0.8500000000000001,-10.948626,10.221494,21.900259
126.05,-0.8500000000000001,-13.092306,10.470173,20.552452
126.10000000000001,-0.8500000000000001,-15.047592,11.294926,18.485624
126.15,-0.8500000000000001,-16.737173,12.839873,15.650201
126.2,-0.8500000000000001,-18.084352,15.386603,12.27484
126.25,-0.8500000000000001,-19.069426,19.83165,9.133389
126.3,-0.8500000000000001,-19.765772,26.503834,6.794823
126.35000000000001,-0.8500000000000001,-20.254902,34.794365,5.334791
126.4,-0.8500000000000001,-20.618326,41.618668,4.6954384
126.45,-0.8500000000000001,-20.937561,42.978035,4.749392
126.5,-0.8500000000000001,-21.294117,38.356293,5.451008
126.55,-0.8500000000000001,-21.769505,30.894402,6.879969
126.60000000000001,-0.8500000000000001,-22.44524,23.708878,9.115614
126.65,-0.8500000000000001,-23.402832,18.781174,11.683441
126.7,-0.8500000000000001,-24.621859,16.548903,13.371718
126.75,-0.8500000000000001,-25.936188,15.440984,14.293587
126.8,-0.8500000000000001,-27.352179,14.277681,15.291961
126.85000000000001,-0.8500000000000001,-28.882097,13.157562,16.398977
126.9,-0.8500000000000001,-30.538208,12.182049,17.615952
126.95,-0.8500000000000001,-32.33278,11.4217205,18.941315
127.0,-0.8500000000000001,-34.278072,10.920986,20.371399
127.05,-0.8500000000000001,-36.38636,10.703123,21.90122
127.10000000000001,-0.8500000000000001,-38.669907,10.783804,23.509468
127.15,-0.8500000000000001,-41.137283,11.407833,24.719788
127.2,-0.8500000000000001,-43.68705,12.717214,25.467918
127.25,-0.8500000000000001,-46.30265,14.291122,26.378794
127.3,-0.8500000000000001,-49.030205,15.787605,27.68498
127.35000000000001,-0.8500000000000001,-51.915848,17.047085,29.343472
127.4,-0.8500000000000001,-55.005703,17.967892,31.300024
127.45,-0.8500000000000001,-58.345894,18.50178,33.494312
127.5,-0.8500000000000001,-61.98255,18.640604,35.864845
127.55,-0.8500000000000001,-65.9618,18.401587,38.35311
127.60000000000001,-0.8500000000000001,-70.32977,17.780304,40.960484
127.65,-0.8500000000000001,-75.15189,16.814743,43.69019
127.7,-0.8500000000000001,-80.49642,15.871177,46.15901
127.75,-0.8500000000000001,-86.28749,15.156597,48.05402
127.8,-0.8500000000000001,-92.43707,14.636621,49.443394
127.85,-0.8500000000000001,-98.85713,14.284446,50.397785
127.9,-0.8500000000000001,-105.45963,14.090092,50.96457
127.95,-0.8500000000000001,-112.15656,14.056707,51.171974
128.0,-0.8500000000000001,-118.85987,14.199307,51.031834
128.05,-0.8500000000000001,-125.48155,14.546178,50.541004
128.1,-0.8500000000000001,-131.93355,14.953219,50.02908
128.15,-0.8500000000000001,-138.29573,15.165973,49.953903
128.2,-0.8500000000000001,-144.70087,15.24967,50.135357
128.25,-0.8500000000000001,-151.14035,15.355176,50.280956
128.3,-0.8500000000000001,-157.60553,15.474418,50.39036
128.35,-0.8500000000000001,-164.08783,15.599477,50.463024
128.4,-0.8500000000000001,-170.57861,15.7228775,50.498062
128.45,-0.8500000000000001,-177.06924,15.837041,50.494583
128.5,-0.8500000000000001,-183.55112,15.934213,50.451466
128.55,-0.8500000000000001,-190.01562,16.00147,50.37642
128.6,-0.8500000000000001,-196.45868,15.979584,50.3525
128.65,-0.8500000000000001,-202.91364,15.847906,50.38828
128.7,-0.8500000000000001,-209.38156,15.666769,50.39964
128.75,-0.8500000000000001,-215.85327,15.462318,50.36808
128.8,-0.8500000000000001,-222.31955,15.24861,50.29555
128.85,-0.8500000000000001,-228.7712,15.039811,50.18375
128.9,-0.8500000000000001,-235.199,14.850243,50.034126
128.95,-0.8500000000000001,-241.5938,14.6948595,49.847847
129.0,-0.8500000000000001,-247.94637,14.589131,49.62581
129.05,-0.8500000000000001,-254.24748,14.524588,49.41659
129.1,-0.8500000000000001,-260.5105,14.456797,49.315273
129.15,-0.8500000000000001,-266.77057,14.394104,49.26741
129.2,-0.8500000000000001,-273.01596,14.383414,49.169765
129.25,-0.8500000000000001,-279.2336,14.420644,49.01777
129.3,-0.8500000000000001,-285.4103,14.500621,48.809753
129.35,-0.8500000000000001,-291.53302,14.6188545,48.54365
129.4,-0.8500000000000001,-297.58853,14.7703905,48.216805
129.45,-0.8500000000000001,-303.56378,14.95131,47.826496
129.5,-0.8500000000000001,-309.44565,15.15647,47.371223
129.55,-0.8500000000000001,-315.22195,15.335516,46.93085
129.6,-0.8500000000000001,-320.9157,15.459442,46.565014
129.65,-0.8500000000000001,-326.53946,15.564525,46.217045
129.7,-0.8500000000000001,-332.09073,15.672841,45.851727
129.75,-0.8500000000000001,-337.56696,15.7875395,45.468815
129.8,-0.8500000000000001,-342.96564,15.91175,45.06812
129.85,-0.8500000000000001,-348.2842,16.048647,44.649433
129.9,-0.8500000000000001,-353.52017,16.201838,44.21276
129.95,-0.8500000000000001,-358.67102,16.37557,43.757767
130.0,-0.8500000000000001,-363.73416,16.594166,43.24957
130.05,-0.8500000000000001,-368.69385,16.930397,42.574715
130.1,-0.8500000000000001,-373.50574,17.32932,41.82251
130.15,-0.8500000000000001,-378.19058,17.668928,41.18879
130.2,-0.8500000000000001,-382.77582,17.928314,40.699615
130.25,-0.8500000000000001,-387.2889,18.099012,40.361313
130.3,-0.8500000000000001,-391.75732,18.175463,40.17827
130.35,-0.8500000000000001,-396.20853,18.155071,40.15293
130.4,-0.8500000000000001,-400.66998,18.038034,40.285538
130.45,-0.8500000000000001,-405.1691,17.828228,40.5748
130.5,-0.8500000000000001,-409.7334,17.698818,40.757263
125.7,-0.8,2.4769354,27.228714,20.188547
125.75,-0.8,0.65940374,21.769032,20.549362
125.8,-0.8,-1.393588,16.89829,21.871674
125.85000000000001,-0.8,-3.6108847,13.81771,22.752409
125.9,-0.8,-5.921332,11.954154,23.115763
125.95,-0.8,-8.253775,10.958923,22.922173
126.0,-0.8,-10.537058,10.627086,22.141245
126.05,-0.8,-12.7000265,10.855084,20.739155
126.10000000000001,-0.8,-14.671526,11.633748,18.673922
126.15,-0.8,-16.380402,13.1006365,15.889784
126.2,-0.8,-17.754034,15.602339,12.519469
126.25,-0.8,-18.758179,20.093021,9.298562
126.3,-0.8,-19.463583,26.899544,6.874586
126.35000000000001,-0.8,-19.95356,35.45222,5.348177
126.4,-0.8,-20.311424,42.616325,4.660122
126.45,-0.8,-20.620487,44.11242,4.6741
126.5,-0.8,-20.964064,39.241467,5.340826
126.55,-0.8,-21.425465,31.339296,6.750208
126.60000000000001,-0.8,-22.088005,23.803577,8.991311
126.65,-0.8,-23.034996,18.68862,11.591874
126.7,-0.8,-24.248299,16.367493,13.328127
126.75,-0.8,-25.562181,15.229008,14.288535
126.8,-0.8,-26.980417,14.086741,15.30195
126.85000000000001,-0.8,-28.51263,13.018427,16.399738
126.9,-0.8,-30.168442,12.108152,17.583208
126.95,-0.8,-31.957476,11.414608,18.851448
127.0,-0.8,-33.88935,10.975244,20.202053
127.05,-0.8,-35.973698,10.81057,21.631775
127.10000000000001,-0.8,-38.22013,10.936965,23.120667
127.15,-0.8,-40.63441,11.620487,24.175102
127.2,-0.8,-43.10862,13.005428,24.748709
127.25,-0.8,-45.62807,14.63676,25.5215
127.3,-0.8,-48.244453,16.150202,26.744196
127.35000000000001,-0.8,-51.009453,17.382732,28.372469
127.4,-0.8,-53.974762,18.236681,30.349083
127.45,-0.8,-57.19206,18.674395,32.609238
127.5,-0.8,-60.71303,18.701595,35.085674
127.55,-0.8,-64.58937,18.34948,37.71273
127.60000000000001,-0.8,-68.872765,17.629772,40.478237
127.65,-0.8,-73.632034,16.60895,43.345882
127.7,-0.8,-78.92876,15.655595,45.912453
127.75,-0.8,-84.68401,14.954183,47.878433
127.8,-0.8,-90.80749,14.460152,49.319283
127.85,-0.8,-97.20884,14.141126,50.309704
127.9,-0.8,-103.79775,13.983746,50.89979
127.95,-0.8,-110.4839,13.988644,51.119358
128.0,-0.8,-117.17696,14.1689005,50.980835
128.05,-0.8,-123.78661,14.551328,50.480755
128.1,-0.8,-130.22252,14.986276,49.954235
128.15,-0.8,-136.56503,15.21106,49.87034
128.2,-0.8,-142.94954,15.292654,50.049896
128.25,-0.8,-149.36832,15.387318,50.196175
128.3,-0.8,-155.8136,15.489232,50.309032
128.35,-0.8,-162.27768,15.593139,50.388237
128.4,-0.8,-168.7528,15.693537,50.433254
128.45,-0.8,-175.23125,15.78498,50.44349
128.5,-0.8,-181.70526,15.86227,50.41816
128.55,-0.8,-188.1671,15.914327,50.36592
128.6,-0.8,-194.61378,15.883611,50.37207
128.65,-0.8,-201.08041,15.752702,50.440468
128.7,-0.8,-207.56691,15.583576,50.47974
128.75,-0.8,-214.06238,15.400825,50.47004
128.8,-0.8,-220.55588,15.215994,50.41299
128.85,-0.8,-227.03648,15.04093,50.309948
128.9,-0.8,-233.49326,14.887681,50.16193
128.95,-0.8,-239.91527,14.768856,49.969776
129.0,-0.8,-246.29161,14.697453,49.73395
129.05,-0.8,-252.61134,14.66097,49.504974
129.1,-0.8,-258.8874,14.60899,49.38572
129.15,-0.8,-265.15714,14.550679,49.325027
129.2,-0.8,-271.40964,14.536631,49.216633
129.25,-0.8,-277.63235,14.56486,49.056187
129.3,-0.8,-283.81287,14.631093,48.841972
129.35,-0.8,-289.9386,14.732509,48.572235
129.4,-0.8,-295.99716,14.865694,48.244644
129.45,-0.8,-301.97598,15.027948,47.856373
129.5,-0.8,-307.8626,15.215495,47.406784
129.55,-0.8,-313.64557,15.380967,46.973354
129.6,-0.8,-319.34738,15.495042,46.61243
129.65,-0.8,-324.98004,15.592355,46.26774
129.7,-0.8,-330.54083,15.694755,45.90464
129.75,-0.8,-336.0269,15.805054,45.52273
129.8,-0.8,-341.43542,15.926173,45.121975
129.85,-0.8,-346.76367,16.061237,44.70203
129.9,-0.8,-352.00882,16.213747,44.26256
129.95,-0.8,-357.16806,16.387684,43.80345
130.0,-0.8,-362.23862,16.607079,43.290108
130.05,-0.8,-367.20456,16.943298,42.611248
130.1,-0.8,-372.02216,17.341856,41.856747
130.15,-0.8,-376.7122,17.68198,41.220673
130.2,-0.8,-381.3021,17.942162,40.72892
130.25,-0.8,-385.81934,18.11427,40.387623
130.3,-0.8,-390.2913,18.192362,40.201134
130.35,-0.8,-394.74542,18.173677,40.17212
130.4,-0.8,-399.20917,18.058287,40.30095
130.45,-0.8,-403.70996,17.849289,40.585987
130.5,-0.8,-408.2752,17.719393,40.76603
125.7,-0.75,3.4108725,24.724808,21.365211
125.75,-0.75,1.4355651,20.157635,21.68239
125.8,-0.75,-0.73881716,16.097464,22.762821
125.85000000000001,-0.75,-3.0466332,13.448174,23.418457
125.9,-0.75,-5.422242,11.79602,23.59378
125.95,-0.75,-7.800003,10.881716,23.255455
126.0,-0.75,-10.114275,10.55007,22.374683
126.05,-0.75,-12.299417,10.724633,20.918762
126.10000000000001,-0.75,-14.289786,11.40798,18.848097
126.15,-0.75,-16.019745,12.738842,16.102144
126.2,-0.75,-17.420296,15.13105,12.728211
126.25,-0.75,-18.443995,19.568848,9.425066
126.3,-0.75,-19.159273,26.415775,6.912482
126.35000000000001,-0.75,-19.65115,35.21642,5.317176
126.4,-0.75,-20.004644,42.835545,4.583607
126.45,-0.75,-20.304773,44.651665,4.5679502
126.5,-0.75,-20.636559,39.718197,5.2129655
126.55,-0.75,-21.085014,31.546013,6.6137614
126.60000000000001,-0.75,-21.735163,23.793407,8.866703
126.65,-0.75,-22.67202,18.578402,11.501427
126.7,-0.75,-23.879553,16.227432,13.283841
126.75,-0.75,-25.19233,15.106887,14.280753
126.8,-0.75,-26.61173,14.022529,15.308328
126.85000000000001,-0.75,-28.144932,13.031818,16.397263
126.9,-0.75,-29.799112,12.203148,17.54901
126.95,-0.75,-31.581451,11.584569,18.76331
127.0,-0.75,-33.499123,11.2075,20.038918
127.05,-0.75,-35.55931,11.090345,21.374132
127.10000000000001,-0.75,-37.769188,11.250638,22.74999
127.15,-0.75,-40.1319,11.979516,23.656609
127.2,-0.75,-42.53356,13.419318,24.063591
127.25,-0.75,-44.961216,15.0762415,24.701792
127.3,-0.75,-47.471687,16.566563,25.839283
127.35000000000001,-0.75,-50.1218,17.729647,27.4314
127.4,-0.75,-52.96838,18.4777,29.41944
127.45,-0.75,-56.06825,18.788069,31.735762
127.5,-0.75,-59.478226,18.683033,34.308624
127.55,-0.75,-63.255142,18.20892,37.065983
127.60000000000001,-0.75,-67.45582,17.393164,39.982063
127.65,-0.75,-72.15207,16.328295,42.981007
127.7,-0.75,-77.39879,15.379283,45.640697
127.75,-0.75,-83.11446,14.704883,47.675255
127.8,-0.75,-89.20691,14.249667,49.16688
127.85,-0.75,-95.58397,13.975501,50.194042
127.9,-0.75,-102.153465,13.865163,50.809338
127.95,-0.75,-108.82324,13.916366,51.04412
128.0,-0.75,-115.50112,14.139687,50.91147
128.05,-0.75,-122.09494,14.559328,50.407703
128.1,-0.75,-128.51253,15.019273,49.873173
128.15,-0.75,-134.8349,15.248054,49.786427
128.2,-0.75,-141.1997,15.315981,49.967815
128.25,-0.75,-147.59972,15.385929,50.116543
128.3,-0.75,-154.02771,15.455896,50.2329
128.35,-0.75,-160.47646,15.52408,50.317112
128.4,-0.75,-166.93875,15.588644,50.36926
128.45,-0.75,-173.40738,15.647682,50.389153
128.5,-0.75,-179.87509,15.699327,50.376614
128.55,-0.75,-186.33469,15.735819,50.341263
128.6,-0.75,-192.78386,15.702503,50.371536
128.65,-0.75,-199.25946,15.584855,50.468243
128.7,-0.75,-205.76059,15.444247,50.53298
128.75,-0.75,-212.27496,15.302167,50.544544
128.8,-0.75,-218.79033,15.166458,50.50414
128.85,-0.75,-225.29439,15.045468,50.41261
128.9,-0.75,-231.77486,14.947456,50.270454
128.95,-0.75,-238.21944,14.881221,50.077995
129.0,-0.75,-244.61589,14.856277,49.835094
129.05,-0.75,-250.95189,14.854539,49.59368
129.1,-0.75,-257.24014,14.819288,49.462887
129.15,-0.75,-263.51996,14.762398,49.39371
129.2,-0.75,-269.78082,14.739742,49.27758
129.25,-0.75,-276.01062,14.750852,49.11026
129.3,-0.75,-282.19733,14.794531,48.89048
129.35,-0.75,-288.32883,14.869446,48.616463
129.4,-0.75,-294.39304,14.975071,48.286476
129.45,-0.75,-300.37793,15.110382,47.898067
129.5,-0.75,-306.2714,15.274319,47.45061
129.55,-0.75,-312.06232,15.422826,47.020958
129.6,-0.75,-317.77313,15.524392,46.663322
129.65,-0.75,-323.4155,15.611747,46.320694
129.7,-0.75,-328.9864,15.706497,45.958817
129.75,-0.75,-334.48276,15.811003,45.57734
129.8,-0.75,-339.90158,15.928082,45.175926
129.85,-0.75,-345.2398,16.060593,44.75422
129.9,-0.75,-350.49442,16.211956,44.311813
129.95,-0.75,-355.66232,16.38519,43.84831
130.0,-0.75,-360.7405,16.604435,43.329784
130.05,-0.75,-365.713,16.939468,42.646725
130.1,-0.75,-370.53653,17.33682,41.889336
130.15,-0.75,-375.2319,17.676224,41.250416
130.2,-0.75,-379.8266,17.936771,40.755623
130.25,-0.75,-384.34802,18.109951,40.411156
130.3,-0.75,-388.8236,18.189505,40.221283
130.35,-0.75,-393.28073,18.172325,40.188572
130.4,-0.75,-397.74686,18.058249,40.31369
130.45,-0.75,-402.24942,17.850609,40.59491
130.5,-0.75,-406.8158,17.719826,40.772766
125.7,-0.7000000000000002,4.2962437,21.632277,22.243368
125.75,-0.7000000000000002,2.18284,18.020678,22.577812
125.8,-0.7000000000000002,-0.09997186,14.785752,23.497663
125.85000000000001,-0.7000000000000002,-2.4908772,12.603772,23.99007
125.9,-0.7000000000000002,-4.9285607,11.1877165,24.020906
125.95,-0.7000000000000002,-7.351707,10.35764,23.565609
126.0,-0.7000000000000002,-9.699001,10.008014,22.59909
126.05,-0.7000000000000002,-11.909128,10.093858,21.09102
126.10000000000001,-0.7000000000000002,-13.920773,10.637215,19.004618
126.15,-0.7000000000000002,-15.67262,11.789541,16.276169
126.2,-0.7000000000000002,-17.098455,14.027091,12.884245
126.25,-0.7000000000000002,-18.139969,18.326172,9.49601
126.3,-0.7000000000000002,-18.86388,25.130348,6.892938
126.35000000000001,-0.7000000000000002,-19.356802,34.180866,5.2273026
126.4,-0.7000000000000002,-19.705357,42.3931,4.4522934
126.45,-0.7000000000000002,-19.996157,44.711895,4.41804
126.5,-0.7000000000000002,-20.31582,39.869476,5.054941
126.55,-0.7000000000000002,-20.750967,31.564812,6.4585147
126.60000000000001,-0.7000000000000002,-21.38821,23.708223,8.730047
126.65,-0.7000000000000002,-22.314167,18.469559,11.4008045
126.7,-0.7000000000000002,-23.51471,16.143337,13.227879
126.75,-0.7000000000000002,-24.824568,15.086574,14.259578
126.8,-0.7000000000000002,-26.242954,14.094386,15.301221
126.85000000000001,-0.7000000000000002,-27.774837,13.20539,16.382927
126.9,-0.7000000000000002,-29.425179,12.473739,17.506292
126.95,-0.7000000000000002,-31.198946,11.938124,18.67177
127.0,-0.7000000000000002,-33.101105,11.624616,19.879082
127.05,-0.7000000000000002,-35.13662,11.549625,21.127802
127.10000000000001,-0.7000000000000002,-37.310455,11.732121,22.399736
127.15,-0.7000000000000002,-39.623405,12.491594,23.170519
127.2,-0.7000000000000002,-41.956295,13.962979,23.423439
127.25,-0.7000000000000002,-44.297745,15.608592,23.934278
127.3,-0.7000000000000002,-46.709164,17.029457,24.986868
127.35000000000001,-0.7000000000000002,-49.25195,18.07529,26.53731
127.4,-0.7000000000000002,-51.98751,18.675108,28.527132
127.45,-0.7000000000000002,-54.97725,18.826357,30.88779
127.5,-0.7000000000000002,-58.282566,18.570314,33.54466
127.55,-0.7000000000000002,-61.96487,17.96871,36.420296
127.60000000000001,-0.7000000000000002,-66.08556,17.063442,39.47556
127.65,-0.7000000000000002,-70.718925,15.969256,42.59566
127.7,-0.7000000000000002,-75.913216,15.040926,45.341263
127.75,-0.7000000000000002,-81.58487,14.408828,47.440502
127.8,-0.7000000000000002,-87.64044,14.006214,48.981464
127.85,-0.7000000000000002,-93.9865,13.78912,50.04586
127.9,-0.7000000000000002,-100.529625,13.736165,50.688526
127.95,-0.7000000000000002,-107.17636,13.841641,50.942257
128.0,-0.7000000000000002,-113.83328,14.112928,50.820885
128.05,-0.7000000000000002,-120.40697,14.570855,50.320644
128.1,-0.7000000000000002,-126.80397,15.051683,49.786896
128.15,-0.7000000000000002,-133.10628,15.275051,49.705444
128.2,-0.7000000000000002,-139.45335,15.316545,49.89427
128.25,-0.7000000000000002,-145.83798,15.347144,50.04843
128.3,-0.7000000000000002,-152.25293,15.370044,50.16895
128.35,-0.7000000000000002,-158.69098,15.388147,50.25666
128.4,-0.7000000000000002,-165.14488,15.4045,50.312355
128.45,-0.7000000000000002,-171.60744,15.421856,50.336655
128.5,-0.7000000000000002,-178.07141,15.443051,50.32999
128.55,-0.7000000000000002,-184.52959,15.465185,50.303158
128.6,-0.7000000000000002,-190.97987,15.437395,50.348595
128.65,-0.7000000000000002,-197.46063,15.347236,50.46623
128.7,-0.7000000000000002,-203.97072,15.253091,50.551975
128.75,-0.7000000000000002,-210.49701,15.171472,50.582806
128.8,-0.7000000000000002,-217.02646,15.10561,50.55941
128.85,-0.7000000000000002,-223.54594,15.058684,50.482033
128.9,-0.7000000000000002,-230.0424,15.034266,50.350662
128.95,-0.7000000000000002,-236.50275,15.035981,50.164787
129.0,-0.7000000000000002,-242.91388,15.06837,49.92369
129.05,-0.7000000000000002,-249.26273,15.106494,49.67994
129.1,-0.7000000000000002,-255.56195,15.087306,49.546215
129.15,-0.7000000000000002,-261.85226,15.028272,49.47479
129.2,-0.7000000000000002,-268.12323,14.990293,49.355366
129.25,-0.7000000000000002,-274.36288,14.97622,49.18403
129.3,-0.7000000000000002,-280.55923,14.987811,48.959747
129.35,-0.7000000000000002,-286.70026,15.026812,48.681244
129.4,-0.7000000000000002,-292.77396,15.095404,48.34708
129.45,-0.7000000000000002,-298.76837,15.196304,47.955276
129.5,-0.7000000000000002,-304.67148,15.331525,47.505695
129.55,-0.7000000000000002,-310.47226,15.459874,47.075817
129.6,-0.7000000000000002,-316.1934,15.546574,46.71908
129.65,-0.7000000000000002,-321.8465,15.622061,46.377144
129.7,-0.7000000000000002,-327.42834,15.707694,46.015305
129.75,-0.7000000000000002,-332.93567,15.805344,45.633106
129.8,-0.7000000000000002,-338.36523,15.917522,45.23029
129.85,-0.7000000000000002,-343.71384,16.046955,44.80628
129.9,-0.7000000000000002,-348.97818,16.19614,44.360645
129.95,-0.7000000000000002,-354.1551,16.367985,43.89292
130.0,-0.7000000000000002,-359.24127,16.58586,43.369053
130.05,-0.7000000000000002,-364.22067,16.91849,42.681366
130.1,-0.7000000000000002,-369.05038,17.313509,41.920635
130.15,-0.7000000000000002,-373.75134,17.65172,41.278316
130.2,-0.7000000000000002,-378.35095,17.912365,40.78004
130.25,-0.7000000000000002,-382.87668,18.086212,40.43205
130.3,-0.7000000000000002,-387.35593,18.167158,40.23868
130.35,-0.7000000000000002,-391.81613,18.151342,40.202442
130.4,-0.7000000000000002,-396.28473,18.038652,40.32388
130.45,-0.7000000000000002,-400.78915,17.83202,40.601547
130.5,-0.7000000000000002,-405.35684,17.700125,40.77749
125.7,-0.6500000000000001,5.087264,19.140017,22.927391
125.75,-0.6500000000000001,2.8658433,16.345928,23.28929
125.8,-0.6500000000000001,0.49488127,13.763026,24.109253
125.85000000000001,-0.6500000000000001,-1.9669012,11.948019,24.493631
125.9,-0.6500000000000001,-4.460783,10.705743,24.423702
125.95,-0.6500000000000001,-6.9280434,9.916779,23.881836
126.0,-0.6500000000000001,-9.309961,9.516345,22.846132
126.05,-0.6500000000000001,-11.547815,9.488302,21.288157
126.10000000000001,-0.6500000000000001,-13.582885,9.876959,19.173046
126.15,-0.6500000000000001,-15.356448,10.855126,16.43481
126.2,-0.6500000000000001,-16.803831,12.952449,13.00603
126.25,-0.6500000000000001,-17.859198,17.112782,9.53365
126.3,-0.6500000000000001,-18.588438,23.869595,6.844853
126.35000000000001,-0.6500000000000001,-19.07965,33.18798,5.1126695
126.4,-0.6500000000000001,-19.42093,42.053265,4.2998757
126.45,-0.6500000000000001,-19.700373,44.915955,4.25039
126.5,-0.6500000000000001,-20.006075,40.14242,4.8806834
126.55,-0.6500000000000001,-20.426134,31.66237,6.286861
126.60000000000001,-0.6500000000000001,-21.048647,23.672842,8.575691
126.65,-0.6500000000000001,-21.961706,18.39783,11.279657
126.7,-0.6500000000000001,-23.152851,16.093801,13.146852
126.75,-0.6500000000000001,-24.456823,15.099555,14.209272
126.8,-0.6500000000000001,-25.870926,14.194117,15.263363
126.85000000000001,-0.6500000000000001,-27.398176,13.399388,16.338833
126.9,-0.6500000000000001,-29.041595,12.757108,17.437387
126.95,-0.6500000000000001,-30.8042,12.297716,18.559986
127.0,-0.6500000000000001,-32.68901,12.042429,19.707155
127.05,-0.6500000000000001,-34.699047,12.0054035,20.879381
127.10000000000001,-0.6500000000000001,-36.837326,12.206516,22.058956
127.15,-0.6500000000000001,-39.10258,12.992389,22.709433
127.2,-0.6500000000000001,-41.37124,14.488527,22.82569
127.25,-0.6500000000000001,-43.633324,16.113092,23.221727
127.3,-0.6500000000000001,-45.954136,17.453362,24.195168
127.35000000000001,-0.6500000000000001,-48.39896,18.371788,25.703625
127.4,-0.6500000000000001,-51.0331,18.817162,27.68992
127.45,-0.6500000000000001,-53.921844,18.808722,30.085758
127.5,-0.6500000000000001,-57.130486,18.407175,32.81467
127.55,-0.6500000000000001,-60.724316,17.688658,35.79466
127.60000000000001,-0.6500000000000001,-64.76863,16.707743,38.97366
127.65,-0.6500000000000001,-69.33953,15.59765,42.199753
127.7,-0.6500000000000001,-74.47873,14.699615,45.01961
127.75,-0.6500000000000001,-80.10127,14.115632,47.17625
127.8,-0.6500000000000001,-86.113174,13.768993,48.762722
127.85,-0.6500000000000001,-92.42044,13.61042,49.86318
127.9,-0.6500000000000001,-98.92906,13.614637,50.53439
127.95,-0.6500000000000001,-105.54505,13.772614,50.810444
