lon,lat,depth,strike,dip,id,alen,blen,clen,slen,dlen
125.8,-1.0,3.6105916500091553,12.245038986206055,17.66880226135254,1258010.0,30.0,20.0,100.0,0.0,0.0
126.0,-1.0,11.928794860839844,5.918766498565674,21.213695526123047,1260010.0,100.0,20.0,100.0,0.0,0.0
126.2,-1.0,18.901582717895508,9.894192695617676,11.58259105682373,1262010.0,34.0,20.0,100.0,0.0,0.0
126.4,-1.0,21.466075897216797,32.54153823852539,4.747776985168457,1264010.0,29.0,20.0,100.0,0.0,0.0
126.0,-0.8,10.537057876586914,10.62708568572998,22.141244888305664,126008.0,100.0,20.0,100.0,0.0,0.0
126.2,-0.8,17.7540340423584,15.602338790893555,12.519469261169434,126208.0,53.0,20.0,100.0,0.0,0.0
126.4,-0.8,20.311424255371094,42.61632537841797,4.660121917724609,126408.0,58.0,20.0,100.0,0.0,0.0
126.0,-0.6,8.924511909484863,9.67579460144043,23.17131233215332,126006.0,100.0,20.0,100.0,0.0,0.0
126.2,-0.6,16.52280044555664,12.718442916870117,13.158592224121094,126206.0,78.0,20.0,100.0,0.0,0.0
126.4,-0.6,19.145374298095703,42.663047790527344,4.2002668380737305,126406.0,100.0,20.0,100.0,0.0,0.0
126.6,-0.6,20.7149658203125,23.784893035888672,8.421463966369629,126606.0,100.0,20.0,100.0,0.0,0.0
126.0,-0.4,7.131639003753662,10.828221321105957,24.90559959411621,126004.0,100.0,20.0,100.0,0.0,0.0
126.2,-0.4,15.296330451965332,13.584733009338379,14.061712265014648,126204.0,100.0,20.0,100.0,0.0,0.0
126.4,-0.4,18.016822814941406,46.08380126953125,4.122690677642822,126404.0,100.0,20.0,100.0,0.0,0.0
126.6,-0.4,19.4158935546875,24.196495056152344,7.9261345863342285,126604.0,100.0,20.0,100.0,0.0,0.0
126.0,-0.2,5.122158050537109,10.521628379821777,26.59368896484375,126002.0,100.0,20.0,100.0,0.0,0.0
126.2,-0.2,13.906268119812012,14.217179298400879,15.081665992736816,126202.0,100.0,20.0,100.0,0.0,0.0
126.4,-0.2,16.828872680664062,46.615047454833984,4.336560249328613,126402.0,100.0,20.0,100.0,0.0,0.0
126.6,-0.2,18.17919158935547,23.89076805114746,7.608598232269287,126602.0,100.0,20.0,100.0,0.0,0.0
126.2,0.0,12.346992492675781,14.966689109802246,16.021486282348633,126200.0,100.0,20.0,100.0,0.0,0.0
126.4,0.0,15.551488876342773,44.48890686035156,4.8821702003479,126400.0,100.0,20.0,100.0,0.0,0.0
126.6,0.0,16.993921279907227,23.582595825195312,7.523962497711182,126600.0,100.0,20.0,100.0,0.0,0.0
126.2,0.2,10.618512153625488,15.436339378356934,16.916154861450195,12622.0,100.0,20.0,100.0,0.0,0.0
126.4,0.2,14.190459251403809,39.02220153808594,5.606124401092529,12642.0,100.0,20.0,100.0,0.0,0.0
126.6,0.2,15.858513832092285,21.34109878540039,7.560652732849121,12662.0,100.0,20.0,100.0,0.0,0.0
126.8,0.2,20.018497467041016,14.479471206665039,12.687713623046875,12682.0,100.0,20.0,100.0,0.0,0.0
126.2,0.4,8.75914192199707,15.487364768981934,17.90899658203125,12624.0,100.0,20.0,100.0,0.0,0.0
126.4,0.4,12.830446243286133,31.006155014038086,6.616363525390625,12644.0,100.0,20.0,100.0,0.0,0.0
126.6,0.4,14.88208293914795,16.187427520751953,7.7679123878479,12664.0,100.0,20.0,100.0,0.0,0.0
126.8,0.4,18.883203506469727,12.59142017364502,11.482089042663574,12684.0,100.0,20.0,100.0,0.0,0.0
126.4,0.6,11.531500816345215,23.485227584838867,8.285731315612793,12646.0,100.0,20.0,100.0,0.0,0.0
126.6,0.6,14.183246612548828,10.60695743560791,8.379101753234863,12666.0,100.0,20.0,100.0,0.0,0.0
126.8,0.6,18.052297592163086,10.490893363952637,10.127906799316406,12686.0,100.0,20.0,100.0,0.0,0.0
126.4,0.8,10.211691856384277,19.57143211364746,10.432461738586426,12648.0,100.0,20.0,100.0,0.0,0.0
126.6,0.8,13.582935333251953,10.257610321044922,9.373115539550781,12668.0,100.0,20.0,100.0,0.0,0.0
126.8,0.8,17.35442543029785,11.98513412475586,8.883522033691406,12688.0,100.0,20.0,100.0,0.0,0.0
126.4,1.0,8.761249542236328,17.955928802490234,12.514554023742676,126410.0,100.0,20.0,100.0,0.0,0.0
126.6,1.0,12.822150230407715,11.695635795593262,10.432231903076172,126610.0,100.0,20.0,100.0,0.0,0.0
126.8,1.0,16.561260223388672,15.415080070495605,8.004942893981934,126810.0,100.0,20.0,100.0,0.0,0.0
126.4,1.2,7.189326763153076,16.25568389892578,14.512948989868164,126412.0,100.0,20.0,100.0,0.0,0.0
126.6,1.2,11.946398735046387,11.777734756469727,11.506830215454102,126612.0,100.0,20.0,100.0,0.0,0.0
126.8,1.2,15.712737083435059,17.675437927246094,7.323774814605713,126812.0,100.0,20.0,100.0,0.0,0.0
126.6,1.4,10.969807624816895,11.988757133483887,12.571831703186035,126614.0,100.0,20.0,100.0,0.0,0.0
126.8,1.4,14.82228946685791,19.75551414489746,6.937119007110596,126814.0,100.0,20.0,100.0,0.0,0.0
128.4,-2.2,213.95550537109375,13.606337547302246,50.467063903808594,1284022.0,100.0,20.0,100.0,47.0,546.5
128.6,-2.2,239.89515686035156,14.645782470703125,50.109130859375,1286022.0,100.0,20.0,100.0,51.0,624.5
128.8,-2.2,265.5794677734375,15.009401321411133,49.9293327331543,1288022.0,100.0,20.0,100.0,55.0,702.5
129.0,-2.2,290.6669921875,15.447308540344238,48.84114074707031,1290022.0,100.0,20.0,100.0,59.0,780.5
127.8,-2.0,130.4251708984375,11.730385780334473,49.43931579589844,1278020.0,100.0,20.0,100.0,60.0,800.0
128.0,-2.0,156.44802856445312,11.421550750732422,50.153438568115234,1280020.0,100.0,20.0,100.0,38.0,371.0
128.2,-2.0,182.12042236328125,12.19853401184082,49.64173889160156,1282020.0,100.0,20.0,100.0,60.0,800.0
128.4,-2.0,207.74368286132812,13.341005325317383,49.85445022583008,1284020.0,100.0,20.0,100.0,46.0,527.0
128.6,-2.0,233.3266143798828,14.008166313171387,49.88186264038086,1286020.0,100.0,20.0,100.0,50.0,605.0
128.8,-2.0,259.0724182128906,13.44357681274414,49.95327377319336,1288020.0,100.0,20.0,100.0,54.0,683.0
129.0,-2.0,284.41485595703125,13.01423454284668,48.8277702331543,1290020.0,100.0,20.0,100.0,58.0,761.0
129.2,-2.0,308.5355224609375,12.903985023498535,47.47406005859375,1292020.0,100.0,20.0,100.0,60.0,800.0
127.0,-1.8,46.68186950683594,27.311941146850586,27.799461364746094,1270018.0,100.0,20.0,100.0,21.25,44.375
127.2,-1.8,59.98518753051758,20.323001861572266,38.13189697265625,1272018.0,100.0,20.0,100.0,23.25,83.375
127.4,-1.8,78.68287658691406,16.924165725708008,44.090091705322266,1274018.0,100.0,20.0,100.0,26.0,137.0
127.6,-1.8,100.46115112304688,15.45568561553955,46.55610275268555,1276018.0,100.0,20.0,100.0,29.5,205.25
127.8,-1.8,124.66374969482422,13.306502342224121,49.917667388916016,1278018.0,100.0,20.0,100.0,60.0,800.0
128.0,-1.8,150.9215545654297,12.467451095581055,50.398033142089844,1280018.0,100.0,20.0,100.0,37.5,361.25
128.2,-1.8,176.50669860839844,12.939772605895996,49.348243713378906,1282018.0,100.0,20.0,100.0,60.0,800.0
128.4,-1.8,201.6923065185547,13.544233322143555,49.39979934692383,1284018.0,100.0,20.0,100.0,45.0,507.5
128.6,-1.8,227.04710388183594,13.61500072479248,49.88639831542969,1286018.0,100.0,20.0,100.0,49.0,585.5
128.8,-1.8,253.05416870117188,12.971851348876953,50.32981872558594,1288018.0,100.0,20.0,100.0,53.0,663.5
129.0,-1.8,278.81787109375,12.785577774047852,49.22330856323242,1290018.0,100.0,20.0,100.0,57.0,741.5
129.2,-1.8,303.2471008300781,12.791404724121094,47.80554962158203,1292018.0,100.0,20.0,100.0,60.0,800.0
127.0,-1.6,42.569244384765625,18.136720657348633,24.723312377929688,1270016.0,100.0,20.0,100.0,21.0,39.5
127.2,-1.6,55.17399215698242,14.25153923034668,35.93583679199219,1272016.0,100.0,20.0,100.0,22.5,68.75
127.4,-1.6,73.11563110351562,14.750168800354004,42.77705764770508,1274016.0,100.0,20.0,100.0,25.25,122.375
127.6,-1.6,94.32715606689453,15.822393417358398,46.13706970214844,1276016.0,100.0,20.0,100.0,28.5,185.75
127.8,-1.6,118.3968734741211,14.47962760925293,50.108665466308594,1278016.0,100.0,20.0,100.0,60.0,800.0
128.0,-1.6,144.76577758789062,14.04585075378418,50.6915283203125,1280016.0,100.0,20.0,100.0,60.0,800.0
128.2,-1.6,170.37892150878906,14.346473693847656,49.496368408203125,1282016.0,100.0,20.0,100.0,60.0,800.0
128.4,-1.6,195.54220581054688,13.71739387512207,49.39375305175781,1284016.0,100.0,20.0,100.0,60.0,800.0
128.6,-1.6,220.88917541503906,13.146627426147461,49.82986831665039,1286016.0,100.0,20.0,100.0,48.0,566.0
128.8,-1.6,246.8897705078125,13.36150074005127,50.37438201904297,1288016.0,100.0,20.0,100.0,52.0,644.0
129.0,-1.6,272.69708251953125,14.343393325805664,49.52305603027344,1290016.0,100.0,20.0,100.0,56.0,722.0
129.2,-1.6,297.32342529296875,14.675395011901855,48.36651611328125,1292016.0,100.0,20.0,100.0,60.0,800.0
127.2,-1.4,51.5030403137207,13.415861129760742,33.462379455566406,1272014.0,100.0,20.0,100.0,22.0,59.0
127.4,-1.4,67.86380004882812,15.885323524475098,40.49067687988281,1274014.0,100.0,20.0,100.0,24.5,107.75
127.6,-1.4,87.72795104980469,17.481914520263672,45.24058151245117,1276014.0,100.0,20.0,100.0,27.5,166.25
127.8,-1.4,111.38076782226562,15.697694778442383,50.174015045166016,1278014.0,100.0,20.0,100.0,60.0,800.0
128.0,-1.4,137.84805297851562,14.996699333190918,51.01627731323242,1280014.0,100.0,20.0,100.0,60.0,800.0
128.2,-1.4,163.7109375,14.900615692138672,50.02960968017578,1282014.0,100.0,20.0,100.0,39.5,400.25
128.4,-1.4,189.3819580078125,13.634095191955566,49.92013931274414,1284014.0,100.0,20.0,100.0,60.0,800.0
128.6,-1.4,215.00289916992188,12.980949401855469,49.765037536621094,1286014.0,100.0,20.0,100.0,47.0,546.5
128.8,-1.4,240.6874542236328,13.683207511901855,49.90107727050781,1288014.0,100.0,20.0,100.0,51.0,624.5
129.0,-1.4,266.0905456542969,14.987872123718262,49.36421585083008,1290014.0,100.0,20.0,100.0,55.0,702.5
129.2,-1.4,290.78985595703125,15.193401336669922,48.766273498535156,1292014.0,100.0,20.0,100.0,59.0,780.5
127.2,-1.2,48.29288101196289,13.353824615478516,30.647544860839844,1272012.0,100.0,20.0,100.0,21.5,49.25
127.4,-1.2,62.83509826660156,16.347776412963867,37.455055236816406,1274012.0,100.0,20.0,100.0,23.75,93.125
127.6,-1.2,81.10830688476562,17.3475284576416,43.794097900390625,1276012.0,100.0,20.0,100.0,26.5,146.75
127.8,-1.2,104.24254608154297,15.135319709777832,49.934478759765625,1278012.0,100.0,20.0,100.0,30.0,215.0
128.0,-1.2,130.76751708984375,14.53404426574707,51.12481689453125,1280012.0,100.0,20.0,100.0,60.0,800.0
128.2,-1.2,156.8400421142578,14.773568153381348,50.419639587402344,1282012.0,100.0,20.0,100.0,38.0,371.0
128.4,-1.2,182.9830322265625,14.23009204864502,50.49297332763672,1284012.0,100.0,20.0,100.0,60.0,800.0
128.6,-1.2,208.87701416015625,14.184798240661621,49.897216796875,1286012.0,100.0,20.0,100.0,46.0,527.0
128.8,-1.2,234.31350708007812,14.525675773620605,49.58165740966797,1288012.0,100.0,20.0,100.0,50.0,605.0
129.0,-1.2,259.3876037597656,14.971548080444336,49.168479919433594,1290012.0,100.0,20.0,100.0,54.0,683.0
129.2,-1.2,284.1570739746094,14.806682586669922,48.996498107910156,1292012.0,100.0,20.0,100.0,58.0,761.0
127.2,-1.0,45.498435974121094,12.547554969787598,27.729923248291016,1272010.0,100.0,20.0,100.0,21.0,39.5
127.4,-1.0,58.23640060424805,17.11731719970703,34.134464263916016,1274010.0,100.0,20.0,100.0,23.0,78.5
127.6,-1.0,74.8749008178711,17.777427673339844,42.29372787475586,1276010.0,100.0,20.0,100.0,25.5,127.25
127.8,-1.0,97.4489517211914,14.947572708129883,49.69105911254883,1278010.0,100.0,20.0,100.0,29.0,195.5
128.0,-1.0,123.9415512084961,14.283965110778809,51.10234451293945,1280010.0,100.0,20.0,100.0,60.0,800.0
128.2,-1.0,149.9438934326172,15.032520294189453,50.36113357543945,1282010.0,100.0,20.0,100.0,60.0,800.0
128.4,-1.0,176.04214477539062,15.397327423095703,50.637516021728516,1284010.0,100.0,20.0,100.0,60.0,800.0
128.6,-1.0,201.97415161132812,15.739309310913086,50.19933319091797,1286010.0,100.0,20.0,100.0,45.0,507.5
128.8,-1.0,227.5636444091797,15.18727970123291,49.88383102416992,1288010.0,100.0,20.0,100.0,49.0,585.5
129.0,-1.0,252.83790588378906,14.541121482849121,49.317832946777344,1290010.0,100.0,20.0,100.0,53.0,663.5
129.2,-1.0,277.7627868652344,14.239204406738281,49.084712982177734,1292010.0,100.0,20.0,100.0,57.0,741.5
129.4,-1.0,302.309326171875,14.594192504882812,48.17158889770508,1294010.0,100.0,20.0,100.0,60.0,800.0
127.2,-0.8,43.108619689941406,13.005428314208984,24.748708724975586,127208.0,100.0,20.0,100.0,21.0,39.5
127.4,-0.8,53.974761962890625,18.23668098449707,30.349082946777344,127408.0,100.0,20.0,100.0,22.25,63.875
127.6,-0.8,68.87276458740234,17.629772186279297,40.47823715209961,127608.0,100.0,20.0,100.0,24.5,107.75
127.8,-0.8,90.80748748779297,14.460151672363281,49.31928253173828,127808.0,100.0,20.0,100.0,28.0,176.0
128.0,-0.8,117.17696380615234,14.168900489807129,50.9808349609375,128008.0,100.0,20.0,100.0,60.0,800.0
128.2,-0.8,142.9495391845703,15.292654037475586,50.049896240234375,128208.0,100.0,20.0,100.0,60.0,800.0
128.4,-0.8,168.7528076171875,15.693536758422852,50.43325424194336,128408.0,100.0,20.0,100.0,40.0,410.0
128.6,-0.8,194.61378479003906,15.883610725402832,50.3720703125,128608.0,100.0,20.0,100.0,60.0,800.0
128.8,-0.8,220.55587768554688,15.215993881225586,50.41299057006836,128808.0,100.0,20.0,100.0,48.0,566.0
129.0,-0.8,246.29161071777344,14.697452545166016,49.733951568603516,129008.0,100.0,20.0,100.0,52.0,644.0
129.2,-0.8,271.4096374511719,14.536630630493164,49.21663284301758,129208.0,100.0,20.0,100.0,56.0,722.0
129.4,-0.8,295.9971618652344,14.865694046020508,48.24464416503906,129408.0,100.0,20.0,100.0,60.0,800.0
127.2,-0.6,40.785457611083984,14.808880805969238,22.245155334472656,127206.0,100.0,20.0,100.0,21.0,39.5
127.4,-0.6,50.10540008544922,18.9265079498291,26.89813232421875,127406.0,100.0,20.0,100.0,21.75,54.125
127.6,-0.6,63.49943923950195,16.431432723999023,38.48869705200195,127606.0,100.0,20.0,100.0,23.75,93.125
127.8,-0.6,84.6214370727539,13.590401649475098,48.52146911621094,127806.0,100.0,20.0,100.0,27.0,156.5
128.0,-0.6,110.5257797241211,14.069201469421387,50.57078170776367,128006.0,100.0,20.0,100.0,60.0,800.0
128.2,-0.6,135.97975158691406,15.243101119995117,49.78852462768555,128206.0,100.0,20.0,100.0,60.0,800.0
128.4,-0.6,161.64389038085938,14.950748443603516,50.258914947509766,128406.0,100.0,20.0,100.0,39.0,390.5
128.6,-0.6,187.48040771484375,14.915701866149902,50.25904083251953,128606.0,100.0,20.0,100.0,60.0,800.0
128.8,-0.6,213.50741577148438,15.144502639770508,50.551090240478516,128806.0,100.0,20.0,100.0,47.0,546.5
129.0,-0.6,239.40365600585938,15.721181869506836,50.05315399169922,129006.0,100.0,20.0,100.0,51.0,624.5
129.2,-0.6,264.6927490234375,15.644704818725586,49.577430725097656,129206.0,100.0,20.0,100.0,55.0,702.5
129.4,-0.6,289.4787902832031,15.389054298400879,48.54745864868164,129406.0,100.0,20.0,100.0,59.0,780.5
127.4,-0.4,46.64616394042969,19.261476516723633,24.011075973510742,127404.0,100.0,20.0,100.0,21.25,44.375
127.6,-0.4,58.796634674072266,15.494281768798828,36.564964294433594,127604.0,100.0,20.0,100.0,23.0,78.5
127.8,-0.4,78.92986297607422,13.119199752807617,47.34679412841797,127804.0,100.0,20.0,100.0,26.0,137.0
128.0,-0.4,104.01771545410156,14.165053367614746,49.8812255859375,128004.0,100.0,20.0,100.0,30.0,215.0
128.2,-0.4,129.09593200683594,15.221128463745117,49.70573806762695,128204.0,100.0,20.0,100.0,60.0,800.0
128.4,-0.4,154.85934448242188,14.521464347839355,50.37331008911133,128404.0,100.0,20.0,100.0,38.0,371.0
128.6,-0.4,180.72450256347656,14.608896255493164,50.0109748840332,128604.0,100.0,20.0,100.0,60.0,800.0
128.8,-0.4,206.3954620361328,15.535274505615234,50.14070129394531,128804.0,100.0,20.0,100.0,46.0,527.0
129.0,-0.4,231.96107482910156,16.575679779052734,50.02053451538086,129004.0,100.0,20.0,100.0,50.0,605.0
129.2,-0.4,257.3970642089844,16.22796058654785,50.08393478393555,129204.0,100.0,20.0,100.0,54.0,683.0
129.4,-0.4,282.65936279296875,15.575019836425781,49.135162353515625,129404.0,100.0,20.0,100.0,58.0,761.0
129.6,-0.4,306.5690612792969,15.687874794006348,47.198081970214844,129604.0,100.0,20.0,100.0,60.0,800.0
127.4,-0.2,43.55564498901367,19.264114379882812,21.71324920654297,127402.0,100.0,20.0,100.0,21.0,39.5
127.6,-0.2,54.682899475097656,14.420919418334961,34.62033462524414,127602.0,100.0,20.0,100.0,22.5,68.75
127.8,-0.2,73.65262603759766,12.869325637817383,45.73700714111328,127802.0,100.0,20.0,100.0,25.25,122.375
128.0,-0.2,97.5815658569336,14.615989685058594,48.89107131958008,128002.0,100.0,20.0,100.0,29.0,195.5
128.2,-0.2,122.15113830566406,15.58574104309082,49.66958999633789,128202.0,100.0,20.0,100.0,60.0,800.0
128.4,-0.2,148.06773376464844,14.766279220581055,50.65782165527344,128402.0,100.0,20.0,100.0,60.0,800.0
128.6,-0.2,174.00692749023438,14.97123908996582,49.840797424316406,128602.0,100.0,20.0,100.0,60.0,800.0
128.8,-0.2,199.28952026367188,15.632570266723633,49.630306243896484,128802.0,100.0,20.0,100.0,60.0,800.0
129.0,-0.2,224.4791259765625,16.071983337402344,49.75349426269531,129002.0,100.0,20.0,100.0,49.0,585.5
129.2,-0.2,250.0397186279297,15.468805313110352,50.37851333618164,129202.0,100.0,20.0,100.0,53.0,663.5
129.4,-0.2,275.76873779296875,15.127177238464355,49.62080001831055,129402.0,100.0,20.0,100.0,57.0,741.5
129.6,-0.2,300.0548095703125,15.571041107177734,47.52695846557617,129602.0,100.0,20.0,100.0,60.0,800.0
127.4,0.0,40.8204345703125,18.05400276184082,20.18858528137207,127400.0,100.0,20.0,100.0,21.0,39.5
127.6,0.0,51.195533752441406,12.707390785217285,32.618492126464844,127600.0,100.0,20.0,100.0,21.75,54.125
127.8,0.0,68.77648162841797,12.763962745666504,43.48466491699219,127800.0,100.0,20.0,100.0,24.5,107.75
128.0,0.0,91.1064682006836,15.610994338989258,47.47520446777344,128000.0,100.0,20.0,100.0,28.0,176.0
128.2,0.0,114.94618225097656,16.407936096191406,49.564971923828125,128200.0,100.0,20.0,100.0,60.0,800.0
128.4,0.0,140.96192932128906,15.343612670898438,51.001495361328125,128400.0,100.0,20.0,100.0,60.0,800.0
128.6,0.0,167.0697021484375,15.426474571228027,49.918113708496094,128600.0,100.0,20.0,100.0,40.0,410.0
128.8,0.0,192.33358764648438,15.280377388000488,49.55498504638672,128800.0,100.0,20.0,100.0,60.0,800.0
129.0,0.0,217.522216796875,14.858351707458496,49.63165283203125,129000.0,100.0,20.0,100.0,48.0,566.0
129.2,0.0,243.17291259765625,14.308526039123535,50.368717193603516,129200.0,100.0,20.0,100.0,52.0,644.0
129.4,0.0,269.060546875,14.600996971130371,49.75181579589844,129400.0,100.0,20.0,100.0,56.0,722.0
129.6,0.0,293.54022216796875,15.42200756072998,47.776947021484375,129600.0,100.0,20.0,100.0,60.0,800.0
127.6,0.2,48.33708190917969,11.567408561706543,30.703187942504883,12762.0,100.0,20.0,100.0,21.5,49.25
127.8,0.2,64.30990600585938,13.060070037841797,40.49352264404297,12782.0,100.0,20.0,100.0,23.75,93.125
128.0,0.2,84.61460876464844,16.44483757019043,45.47611618041992,12802.0,100.0,20.0,100.0,27.0,156.5
128.2,0.2,107.52635955810547,16.614538192749023,49.27968215942383,12822.0,100.0,20.0,100.0,30.5,224.75
128.4,0.2,133.6276092529297,15.335766792297363,51.31150817871094,12842.0,100.0,20.0,100.0,60.0,800.0
128.6,0.2,159.9911651611328,15.492506980895996,50.109458923339844,12862.0,100.0,20.0,100.0,38.5,380.75
128.8,0.2,185.48861694335938,15.06064510345459,49.835453033447266,12882.0,100.0,20.0,100.0,60.0,800.0
129.0,0.2,210.9266357421875,14.451908111572266,49.77828598022461,12902.0,100.0,20.0,100.0,47.0,546.5
129.2,0.2,236.63609313964844,14.074827194213867,50.29642868041992,12922.0,100.0,20.0,100.0,51.0,624.5
129.4,0.2,262.4613952636719,14.599726676940918,49.71095657348633,12942.0,100.0,20.0,100.0,55.0,702.5
129.6,0.2,287.00592041015625,15.407095909118652,47.99727249145508,12962.0,100.0,20.0,100.0,59.0,780.5
127.6,0.4,45.79867172241211,11.417683601379395,28.90142059326172,12764.0,100.0,20.0,100.0,21.0,39.5
127.8,0.4,60.165794372558594,13.696077346801758,37.19881057739258,12784.0,100.0,20.0,100.0,23.25,83.375
128.0,0.4,78.39920806884766,16.793161392211914,43.1496467590332,12804.0,100.0,20.0,100.0,26.0,137.0
128.2,0.4,100.30384063720703,16.135082244873047,48.764896392822266,12824.0,100.0,20.0,100.0,29.5,205.25
128.4,0.4,126.36747741699219,14.903093338012695,51.43540954589844,12844.0,100.0,20.0,100.0,60.0,800.0
128.6,0.4,152.89100646972656,15.420419692993164,50.21590805053711,12864.0,100.0,20.0,100.0,37.5,361.25
128.8,0.4,178.58802795410156,15.199965476989746,50.14292526245117,12884.0,100.0,20.0,100.0,60.0,800.0
129.0,0.4,204.2665252685547,14.870655059814453,50.02054214477539,12904.0,100.0,20.0,100.0,46.0,527.0
129.2,0.4,230.02134704589844,14.61738109588623,50.306060791015625,12924.0,100.0,20.0,100.0,50.0,605.0
129.4,0.4,255.77577209472656,14.981752395629883,49.72158432006836,12944.0,100.0,20.0,100.0,54.0,683.0
129.6,0.4,280.4032897949219,15.469922065734863,48.27568817138672,12964.0,100.0,20.0,100.0,57.0,741.5
129.8,0.4,303.971923828125,15.309126853942871,46.946163177490234,12984.0,100.0,20.0,100.0,60.0,800.0
127.6,0.6,43.582237243652344,10.412081718444824,27.0366153717041,12766.0,100.0,20.0,100.0,21.0,39.5
127.8,0.6,56.34943771362305,14.340980529785156,33.55107116699219,12786.0,100.0,20.0,100.0,22.75,73.625
128.0,0.6,72.47943115234375,17.650890350341797,40.6195068359375,12806.0,100.0,20.0,100.0,25.0,117.5
128.2,0.6,93.29550170898438,16.153642654418945,48.175601959228516,12826.0,100.0,20.0,100.0,28.25,180.875
128.4,0.6,119.1839370727539,14.84223747253418,51.45869064331055,12846.0,100.0,20.0,100.0,60.0,800.0
128.6,0.6,145.73959350585938,15.561328887939453,50.23222351074219,12866.0,100.0,20.0,100.0,60.0,800.0
128.8,0.6,171.52896118164062,15.347785949707031,50.341426849365234,12886.0,100.0,20.0,100.0,60.0,800.0
129.0,0.6,197.37295532226562,15.088031768798828,50.19001770019531,12906.0,100.0,20.0,100.0,60.0,800.0
129.2,0.6,223.17282104492188,14.923928260803223,50.32787322998047,12926.0,100.0,20.0,100.0,49.0,585.5
129.4,0.6,248.9166717529297,15.230226516723633,49.79899215698242,12946.0,100.0,20.0,100.0,53.0,663.5
129.6,0.6,273.7057189941406,15.4586181640625,48.64994812011719,12966.0,100.0,20.0,100.0,56.0,722.0
129.8,0.6,297.6990051269531,14.994364738464355,47.47955322265625,12986.0,100.0,20.0,100.0,60.0,800.0
127.0,0.8,20.869054794311523,18.276470184326172,10.856114387512207,12708.0,100.0,20.0,100.0,0.0,0.0
127.6,0.8,41.5890007019043,10.946030616760254,25.34453773498535,12768.0,100.0,20.0,100.0,21.0,39.5
127.8,0.8,52.8240852355957,15.590274810791016,29.77572250366211,12788.0,100.0,20.0,100.0,22.0,59.0
128.0,0.8,66.91010284423828,17.91937828063965,37.80722427368164,12808.0,100.0,20.0,100.0,24.25,102.875
128.2,0.8,86.595703125,15.419177055358887,47.330047607421875,12828.0,100.0,20.0,100.0,27.25,161.375
128.4,0.8,112.1614990234375,14.28185749053955,51.25531005859375,12848.0,100.0,20.0,100.0,60.0,800.0
128.6,0.8,138.62283325195312,15.30923843383789,50.105716705322266,12868.0,100.0,20.0,100.0,60.0,800.0
128.8,0.8,164.44664001464844,15.13330078125,50.4469108581543,12888.0,100.0,20.0,100.0,39.5,400.25
129.0,0.8,190.42630004882812,14.973040580749512,50.2894401550293,12908.0,100.0,20.0,100.0,60.0,800.0
129.2,0.8,216.25282287597656,14.948041915893555,50.30223846435547,12928.0,100.0,20.0,100.0,48.0,566.0
129.4,0.8,241.98377990722656,15.247116088867188,49.851470947265625,12948.0,100.0,20.0,100.0,52.0,644.0
129.6,0.8,266.9469299316406,15.33790397644043,49.03157424926758,12968.0,100.0,20.0,100.0,55.0,702.5
129.8,0.8,291.3985595703125,14.84131908416748,48.0683708190918,12988.0,100.0,20.0,100.0,59.0,780.5
127.0,1.0,19.539901733398438,20.668384552001953,9.510698318481445,127010.0,100.0,20.0,100.0,0.0,0.0
