lon,lat,depth,unc,etype,mag
-84.7627,8.8985,20.5900,7.5256,ER,nan
-84.1780,8.9455,13.5200,2.4603,ER,nan
-84.3080,8.9276,40.5600,3.1303,ER,nan
-83.9849,9.5377,67.9900,2.7477,ER,nan
-84.1398,9.1339,28.5100,3.6381,ER,nan
-83.9339,9.1738,27.4600,4.6342,ER,nan
-84.2512,9.1831,24.8900,4.0629,ER,nan
-84.3630,8.5855,16.8800,1.6586,ER,nan
-84.4631,9.3208,28.5500,5.6024,ER,nan
-84.1722,8.9318,11.8400,2.2564,ER,nan
-84.1858,8.9487,15.2500,3.2311,ER,nan
-83.7633,9.2779,32.6600,5.7331,ER,nan
-84.7881,8.8608,19.7200,9.5344,ER,nan
-84.7686,8.8996,14.3200,3.2039,ER,nan
-84.2805,9.2250,27.1800,5.2894,ER,nan
-84.0457,9.1699,11.8600,3.4486,ER,nan
-84.6801,8.8658,24.8400,5.3981,ER,nan
-84.7560,8.8982,28.8800,4.5525,ER,nan
-84.1600,9.1559,51.8800,5.2291,ER,nan
-84.2599,8.9319,37.1700,4.8101,ER,nan
-83.9591,8.9822,17.2000,3.0636,ER,nan
-84.0630,8.9359,14.8100,2.7467,ER,nan
-84.1997,8.8676,6.6800,2.5049,ER,nan
-84.1303,8.9560,12.6300,2.1595,ER,nan
-83.7999,9.3731,6.5100,2.9344,ER,nan
-84.4719,9.5620,26.0700,7.9128,ER,nan
-84.1196,9.2043,20.9900,2.5469,ER,nan
-84.0584,8.7908,16.5600,2.5448,ER,nan
-83.7164,8.8835,19.4700,7.4260,ER,nan
-84.1133,9.0628,23.0200,3.5011,ER,nan
-83.8526,8.9472,39.9700,4.0630,ER,nan
-83.9963,9.1436,13.5800,4.4238,ER,nan
-83.8917,9.0405,4.1300,3.5825,ER,nan
-84.7380,8.8575,30.2100,6.4303,ER,nan
-83.8578,9.0849,47.0800,3.4418,ER,nan
-84.1804,8.6837,33.4200,2.6164,ER,nan
-83.8554,9.1708,28.9900,3.0718,ER,nan
-83.8614,9.0015,68.7900,2.5852,ER,nan
-84.7064,8.8869,22.6600,4.0176,ER,nan
-84.1457,9.1146,32.4600,4.7455,ER,nan
-84.3137,8.7694,42.7000,3.7742,ER,nan
-84.0433,9.3299,32.2000,4.3397,ER,nan
-84.2202,8.8584,48.2600,4.2671,ER,nan
-84.0352,10.0794,21.8600,4.8353,ER,nan
-84.2364,9.8311,15.4500,4.1853,ER,nan
-84.2064,8.9925,17.9000,3.7476,ER,nan
-83.8924,9.3624,59.8500,3.6503,ER,nan
-84.0504,8.9923,13.8600,3.5619,ER,nan
-84.0456,8.9410,16.4400,3.2339,ER,nan
-84.0377,8.9426,13.3300,2.8013,ER,nan
-83.9451,9.0255,19.2800,2.3491,ER,nan
-83.9166,8.7302,30.3600,1.4744,ER,nan
-83.6005,9.5611,14.3800,2.8804,ER,nan
-84.0999,8.9585,39.5200,5.0774,ER,nan
-84.0877,9.0490,48.2000,2.2495,ER,nan
-84.6569,8.9554,4.9100,1.9894,ER,nan
-83.8513,9.4557,38.2700,4.2446,ER,nan
-84.1967,8.9153,27.3700,7.1374,ER,nan
-84.7014,8.6536,13.8900,2.5318,ER,nan
-83.8918,9.0498,31.0300,2.5435,ER,nan
-84.1313,9.9455,85.6600,2.8728,ER,nan
-84.4202,9.9116,9.9500,2.6805,ER,nan
-83.9337,9.1206,8.0200,2.1807,ER,nan
-83.5791,9.5253,11.2600,4.8628,ER,nan
-84.1449,9.0843,27.4500,4.9535,ER,nan
-84.0459,8.9350,35.0500,6.9487,ER,nan
-84.2417,8.7645,137.8200,1.5793,ER,nan
-84.4076,9.6164,17.8400,3.2443,ER,nan
-84.6240,9.5299,83.8900,3.7295,ER,nan
-84.1713,10.0081,72.4900,4.1936,ER,nan
-84.6711,9.0932,5.5400,1.1883,ER,nan
-84.1215,9.3196,25.0000,4.6310,ER,nan
-84.4597,9.0586,4.7800,0.7912,ER,nan
-85.0006,8.5266,15.0500,2.0263,ER,nan
-83.9349,9.4847,13.3200,4.9994,ER,nan
-83.9962,8.4780,117.5000,4.0897,ER,nan
-84.9532,8.7901,14.7400,2.8750,ER,nan
-84.2188,8.5272,6.7700,2.1593,ER,nan
-84.1398,9.1897,17.0900,3.4825,ER,nan
-84.0610,8.8889,45.7200,0.9403,ER,nan
-84.6239,9.4444,88.1200,3.6661,ER,nan
-83.9158,9.4931,8.8500,3.2662,ER,nan
-83.7363,9.2665,32.2100,3.5890,ER,nan
